RANK,SYSTEM,PROJECT,PROJECT ID,POINTS,POPULATION,PROJECT COST
320,Balaton,Storage - Tower Replacement,1420001-2,11,601,"$2,599,900.00"
321,Raymond,"Storage - New 100,000 Gal Tower",1340008-3,11,722,"$2,495,000.00"
322,Kandiyohi,"Storage - Repl Tower w/75,000 Gal Tower",1340003-4,11,554,"$1,449,000.00"
323,Ghent,Storage - New Tower,1420004-1,11,497,"$1,955,100.00"
324,North Saint Paul,Storage - 0.75 Composite Water Tower,1620011-1,11,"12,406","$4,400,000.00"
325,Zimmerman,Storage - New 0.4 MG Tower,1710006-9,11,"5,657","$2,100,000.00"
326,Rich Prairie Sewer and Water District,Watermain - Replace Watermain,1490004-5,10,"1,500","$638,400.00"
327,Cromwell,Watermain - Repl TH 210/TH 73,1090007-7,10,229,"$232,000.00"
328,Myrtle,Source - New Pump & Generator,1240015-1,10,48,"$58,500.00"
329,Myrtle,Watermain - Replace Mains,1240015-3,10,48,"$224,640.00"
330,Onamia,Storage - Tower Rehab,1480003-6,10,871,"$365,298.00"
331,Ogilvie,Watermain - Repl E.Rutherford/Hill Ave,1330004-3,10,359,"$765,000.00"
332,Floodwood,Watermain - 5th Ave Repl,1690048-2,10,501,"$338,375.00"
333,Floodwood,Watermain - Repl 4 Inch Mains,1690048-3,10,501,"$2,369,900.00"
334,Isle,Watermain - Replacement,1480001-5,10,745,"$2,469,800.00"
335,Isle,Source - Improvements,1480001-6,10,745,"$307,700.00"
336,Isle,Storage - Tower Rehab,1480001-7,10,745,"$294,500.00"
337,Northome,Watermain - Repl Northeast Watermain,1360005-6,10,202,"$1,483,250.00"
338,Northome,"Storage - Replace w/50,000 Gallon Tower",1360005-7,10,202,"$942,500.00"
339,Northome,"Conservation-Repl Meters, Service Lines",1360005-8,10,202,"$341,250.00"
340,Dunnell,Storage - New Tower,1460002-2,10,270,"$1,670,000.00"
341,Deerwood,"Watermain - Repl 4 inch Mains, Phase 3",1180012-4,10,590,"$1,242,000.00"
342,Brainerd,Treatment - Backwash Recovery,1180002-1,10,"13,590","$4,170,000.00"
343,Brainerd,Storage - 2MG Ground Reservoir,1180002-3,10,"13,590","$5,992,000.00"
344,Clinton,Storage - Tower Rehab,1060003-3,10,450,"$235,600.00"
345,Cuyuna,Storage - Replace with New Tower,1180011-5,10,231,"$616,800.00"
346,Cuyuna,Watermain - Replace for City,1180011-6,10,231,"$1,273,155.00"
347,Cuyuna,Conservation - Replace Meters,1180011-7,10,231,"$55,650.00"
348,Dalton,"Storage - New 50,000 Gal Tower",1560008-5,10,256,"$830,000.00"
349,Cosmos,Watermain - Repl - Phase 2,1470011-7,10,473,"$2,100,000.00"
350,Aurora,Watermain - W 1st Ave. N. Reconstruction,1690002-7,10,"1,709","$2,611,000.00"
351,Aurora,Watermain - W3rd Ave/Main St Replacement,1690002-9,10,"1,709","$2,431,000.00"
352,Walker,Watermain - Westside Area,1110013-10,10,937,"$1,830,000.00"
353,Walnut Grove,Watermain - Replace Old Water Main,1640014-1,10,685,"$833,500.00"
354,Blackduck,Watermain - Replacement,1040014-2,10,675,"$6,584,500.00"
355,Blackduck,Storage - Tower Rehab,1040014-3,10,675,"$450,000.00"
356,Cass Lake,Watermain - Repl Various Areas,1110006-5,10,750,"$590,000.00"
357,Elmore,Watermain - Repl TH169,1220004-3,10,663,"$722,645.00"
358,Wadena,Watermain - Replace SW Portion of City,1800004-4,10,"4,293","$4,925,000.00"
359,Brainerd,Storage - Ground Reservoir @ WTP,1180002-4,10,"13,373","$5,992,000.00"
360,Brainerd,Conservation -Bckwsh Collection & System,1180002-5,10,"13,373","$4,170,000.00"
361,Moose Lake,"Source - Well #1 Rehab, New Well House",1090009-3,10,"1,259","$1,100,000.00"
362,Bigfork,Watermain - Replacement,1310001-10,10,420,"$1,111,900.00"
363,Bigfork,Storage - Tower Rehab,1310001-8,10,446,"$489,600.00"
364,Bigfork,Conservation - Replace Meters,1310001-9,10,446,"$88,280.00"
365,New Auburn,Storage - Recoating,1720007-4,10,485,"$297,000.00"
366,New Auburn,Other - Meter Repl,1720007-5,10,485,"$101,250.00"
367,Marble,Watermain - Downtown Area,1310023-4,10,534,"$2,865,000.00"
368,Belview,Storage - Tower Rehab,1640001-3,10,360,"$420,000.00"
369,Belview,Conservation - Replace Meters,1640001-5,10,360,"$100,000.00"
370,Appleton,Watermain - Replace Schlieman (Phase 1),1760001-2,10,"1,339","$2,153,940.00"
371,Appleton,Watermain - Replace 20 Blocks,1760001-3,10,"1,339","$6,250,000.00"
372,Appleton,Watermain - Replace Schlieman (Phase 2),1760001-4,10,"1,339","$8,950,000.00"
373,Erskine,Storage - Remove Original Tower,1600005-6,10,431,"$58,000.00"
374,Erskine,Watermain - Replace 1947 Lines,1600005-7,10,431,"$1,179,150.00"
375,Middle River,Conservation - Repl Meters,1450006-4,10,309,"$119,400.00"
376,Aitkin,Storage - Water Tower Installation,1010001-10,10,"2,126","$1,875,000.00"
377,Bricelyn,Watermain - CSAH 56 Street Improvements,1220002-1,10,292,"$540,000.00"
378,Akeley,Other - Emergency Generator,1290001-5,10,386,"$130,000.00"
379,Akeley,Storage - Tower Rehab,1290001-6,10,386,"$271,000.00"
380,Akeley,Watermain - CIP Replacement,1290001-7,10,386,"$675,000.00"
381,Akeley,Conservation - Meter Replacement,1290001-8,10,386,"$198,000.00"
382,Eagle Bend,Watermain -Phase 5,1770004-8,10,519,"$899,800.00"
383,Marble,Storage - Tower Replacement,1310023-3,10,550,"$1,731,006.00"
384,Marble,Conservation - Meter Replacement,1310023-6,10,550,"$4,805,465.00"
385,Middle River,"Storage - Replace 50,000 Gal Tower",1450006-3,10,309,"$910,000.00"
386,McKinley,Storage - Tower Improvements,1690033-2,10,96,"$438,562.00"
387,Palisade,Watermain - System Improvements,1010013-1,10,165,"$2,500,000.00"
388,Palisade,Storage - Tower Improvements,1010013-3,10,165,"$300,000.00"
389,Palisade,Source - Well #2 Replacement,1010013-4,10,165,"$200,000.00"
390,Ada,Watermain - Repl Various Areas,1540001-3,10,"1,709","$1,800,000.00"
391,Heron Lake,"Storage - Replace 100,000 Gal Tower",1320002-3,10,691,"$800,000.00"
392,Sebeka,Watermain - Rep. CIP - Phase 2,1800002-11,10,676,"$1,080,000.00"
393,Sebeka,Watermain - Repl CIP - Phase 3,1800002-12,10,676,"$718,000.00"
394,Sebeka,Watermain - Repl CIP - Phase 4,1800002-13,10,676,"$877,000.00"
395,Sebeka,Conservation - Automated Meter Reading,1800002-14,10,676,"$250,000.00"
396,Sebeka,"Treatment - New Plant, Remove Iron",1800002-7,10,710,"$1,750,000.00"
397,Sebeka,Source - New Wellhouse,1800002-9,10,676,"$750,000.00"
398,Ostrander,"Storage - New 50,000 Gal Tower",1230008-1,10,256,"$758,100.00"
399,Bagley,Treatment - Plant Rehab,1150001-3,10,"1,398","$143,525.00"
400,Bagley,Storage - tower rehab,1150001-4,10,"1,398","$546,354.00"
401,Riverton,Watermain - Replace,1180025-4,10,114,"$104,000.00"
402,Staples,Conservation - Meter Replacement,1770011-12,10,"1,859","$75,000.00"
403,Staples,Watermain - 2024 Improvements,1770011-8,10,"1,859","$3,365,650.00"
404,Staples,Watermain - 4th St NE Impvrovements,1770011-9,10,"1,859","$1,884,900.00"
405,McGregor,Storage - Tower Rehab,1010016-3,10,446,"$857,000.00"
406,McGregor,Conservation - Meter Replacement,1010016-4,10,446,"$314,000.00"
407,Buhl,Storage - Elevated Water & Storage Tank,1690006-1,10,963,"$1,183,300.00"
408,Jeffers,Storage - Tower Rehab,1170002-1,10,342,"$740,000.00"
409,Henning,Watermain - Inman St. Underground Imprvm,1560016-8,10,853,"$533,391.00"
410,Albert Lea,Treatment - Nitrification Solution,1240001-3,10,"18,016","$700,000.00"
411,Waubun,"Storage - Repl w/100,000 Gallon Tower",1440004-1,10,388,"$635,000.00"
412,Herman,Source - New Well #2/Rehab #1,1260005-2,10,425,"$200,000.00"
413,Herman,Storage - Replace Elevated Tower,1260005-3,10,425,"$750,000.00"
414,Herman,Watermain - Loop and Replace,1260005-4,10,425,"$580,000.00"
415,Rushmore,Watermain - Connection to LPRWS,1530009-4,10,342,"$2,910,000.00"
416,Rushmore,"Storage - New 50,000 Gal Tower",1530009-5,10,342,"$1,363,000.00"
417,Menahga,Watermain - Main Street East Repl,1800001-3,10,"1,228","$458,430.00"
418,Menahga,Watermain - First Street NW Repl,1800001-4,10,"1,228","$360,378.00"
419,Pipestone,Watermain - Replace NE Area - Phase 3,1590005-10,10,"4,317","$801,894.00"
420,Sandstone,Treatment - Plant Rehab,1580010-4,10,"1,549","$270,000.00"
421,Little Falls,Treatment - Phase 1- Filter Rehab,1490002-5,10,"8,797","$1,400,000.00"
422,Little Falls,Treatment - Phase 2 - Reclaim Tank Rehab,1490002-6,10,"8,797","$1,300,000.00"
423,Little Falls,Treatment - Phase 3 - Plant Rehab,1490002-7,10,"8,797","$280,500.00"
424,Tracy,Watermain - Loop and Replace,1420010-4,10,"2,179","$5,413,000.00"
425,Henning,Watermain - Replace Cast Iron Main,1560016-9,10,806,"$8,325,000.00"
426,Clarkfield,Treatment - Rehab Treatment Plant,1870002-7,10,841,"$2,971,000.00"
427,Houston,"Watermain - Jackson, Lincoln, Spruce Sts",1280005-4,10,980,"$703,000.00"
428,Nielsville,Storage - Repl Tower,1600012-4,10,89,"$1,424,097.00"
429,Nielsville,Conservation - Repl Water Meters,1600012-5,10,89,"$89,592.00"
430,Mabel,Watermain - Repl Various Street,1230007-2,10,747,"$2,208,101.00"
431,Henning,Treatment - Facility Rehab,1560016-12,10,776,"$3,366,360.00"
432,Saint James,Watermain - Repl 11th St.,1830006-7,10,"4,611","$1,108,680.00"
433,Gibbon,Storage - New Tower,1720004-4,10,824,"$3,002,400.00"
434,Hendrum,"Storage - Repl 50,000 Gal Tower",1540004-3,10,307,"$1,430,000.00"
435,Deer Creek,Source - Wellhouse Rehab,1560007-4,10,195,"$127,000.00"
436,Breckenridge,Conservation - Meter Replacement,1840002-2,10,"3,198","$586,806.00"
437,Breckenridge,Other - Generator for Wells,1840002-3,10,"3,198","$99,474.00"
438,Fergus Falls,"Storage - Replace 750,000 Gallon GSR",1560014-1,10,"13,754","$2,000,000.00"
439,Crosby,Watermain - Phase 4 Improvements,1180008-10,10,"2,749","$2,774,300.00"
440,Crosby,Watermain - Phase 5 Improvements,1180008-11,10,"2,749","$2,835,700.00"
441,Crosby,Watermain - Phase 3B Imp. 2024/2025,1180008-13,10,"2,749","$2,384,800.00"
442,Dennison,Source - New Wells,1250021-2,10,173,"$1,099,000.00"
443,Dennison,Storage - Tower Rehab,1250021-3,10,173,"$868,000.00"
444,Bovey,Conservation - Repl Meters,1310003-2,10,802,"$240,000.00"
445,Park Rapids,Watermain - Central Ave Improvements,1290003-7,10,"4,163","$1,597,128.00"
446,Crosby,Watermain - Phase 3B Imp.2026,1180008-14,10,"2,519","$2,221,000.00"
447,Little Falls,Watermain - 4th Street Improvements,1490002-8,10,"9,049","$2,763,300.00"
448,Little Falls,Watermain - 1st Street Improvements,1490002-9,10,"9,049","$3,030,900.00"
449,Menahga,Watermain - First St. SW/Second St N,1800001-6,10,"1,087","$1,504,000.00"
450,Perham,Watermain - Main Street Reconstruction,1560023-11,10,"3,460","$7,802,750.00"
451,LaSalle,Conservation - Repl Meters,1830009-4,10,90,"$85,000.00"
452,Boyd,Conservation - Repl Meters,1370002-4,10,170,"$246,000.00"
453,Boyd,Watermain - Replacement (Phase 2),1370002-5,10,170,"$3,594,000.00"
454,Baudette,"Storage - Repl w/50,000 Gal East Tower",1390001-3,10,"1,022","$1,200,000.00"
455,Baudette,Watermain - Hwy 72 Watermain Replace,1390001-5,10,"1,022","$2,400,000.00"
456,Baudette,Watermain - Westwood Watermain & Service,1390001-6,10,"1,022","$1,103,626.00"
457,Lanesboro,Watermain - Repl TH250,1230006-3,10,788,"$1,261,898.00"
458,Wadena,Watermain - Hwy 10 Utility Improvements,1800004-6,10,"4,200","$2,022,650.00"
459,Braham,Watermain - Repl Various Areas,1300001-3,10,"1,800","$11,950,000.00"
460,Ely,Watermain - Repl Various Areas,1690014-3,10,"3,280","$2,811,500.00"
461,Ely,Watermain - Raw Water Intake/WM Repl,1690014-4,10,"3,280","$4,513,000.00"
462,Ely,Watermain - Water Plant to Tower,1690014-5,10,"3,280","$369,700.00"
463,Winton,Source - Pumphouse,1690057-2,10,116,"$134,500.00"
464,Winton,Storage - Vault Improvements,1690057-3,10,116,"$156,000.00"
465,Winton,Watermain - Repl - 4 Zones,1690057-4,10,116,"$3,481,400.00"
466,Ruthton,"Storage - New 50,000 Gal Tower",1590007-2,10,282,"$1,986,000.00"
467,Frazee,Watermain - Replace East Main Ave.,1030014-5,10,"1,146","$735,000.00"
468,Fosston,Watermain - Replace Various Areas,1600010-4,10,"1,434","$4,488,183.00"
469,Madison,Treatment - Plant Rehab,1370004-6,10,"1,483","$5,550,000.00"
470,New York Mills,Watermain - CSAH 84 to Cornwell Ave,1560017-7,10,"1,307","$984,600.00"
471,New York Mills,Watermain - Various City Street,1560017-8,10,"1,307","$1,576,000.00"
472,Mankato,Storage - Repl West Reservoir,1070009-8,10,"42,803","$2,770,000.00"
473,Annandale,Storage - Tower Rehab,1860002-8,10,"3,420","$699,000.00"
474,McKinley,Watermain - Grand Ave. Improvements,1690033-3,10,131,"$2,143,952.00"
475,Glenwood,Watermain - Replace Old Mains,1610003-12,10,"2,563","$3,735,570.00"
476,Glenwood,Storage - Ground Storage Tank Rehab,1610003-13,10,"2,563","$540,700.00"
477,Hayward,Watermain - Replacement,1240012-2,10,227,"$2,554,000.00"
478,Staples,Watermain - Southwest Improvements,1770011-13,10,"2,299","$3,165,730.00"
479,Georgetown,Conservation - Meters,1140014-3,10,67,"$77,000.00"
480,Lake Park,Watermain - Repl 2nd Street,1030016-4,10,797,"$812,518.00"
481,Lake Park,Conservation - Repl Water Meters,1030016-5,10,797,"$382,049.00"
482,Blue Earth Light and Water,Treatment - RO for Softening,1220001-4,10,"3,138","$13,860,000.00"
483,Osakis,Treatment - Plant Rehab,1210020-7,10,"1,552","$2,360,000.00"
484,Osakis,Storage - Rehab Tower,1210020-8,10,"1,552","$617,100.00"
485,Chisholm,Watermain - 5th St South Replacement,1690007-3,10,"4,784","$527,040.00"
486,Benson,Storage - Tower Rehab,1760008-3,10,"3,240","$794,000.00"
487,Browerville,Watermain - Creamery Ave. Improvements,1770002-7,10,920,"$1,838,000.00"
488,Morgan,Storage - Tower Rehab,1640006-5,10,896,"$407,000.00"
489,Hibbing,Source - Well Houses Rehab,1690022-10,10,"15,923","$850,000.00"
490,Hibbing,Treatment - Plant for Carey Valley Well,1690022-7,10,"15,923","$14,000,000.00"
491,Hibbing,Storage - Mesabi Tower Rehab,1690022-8,10,"15,923","$1,560,000.00"
492,International Falls,Watermain - Replace 9th Street,1360002-3,10,"5,816","$1,625,950.00"
493,Porter,Treatment - Wellhouse Rehab,1870006-2,10,185,"$347,000.00"
494,Wells,Watermain - 2024 Street - Phase 1,1220010-3,10,"2,283","$940,410.00"
495,Wells,Watermain - CSAH 60 St. - Phase 2,1220010-4,10,"2,283","$252,048.00"
496,Comfrey,Watermain - Distribution Reconstruction,1080001-9,10,282,"$381,000.00"
497,Danube,Watermain - Repl Cast Iron Mains,1650004-3,10,493,"$5,500,000.00"
498,Danube,Conservation - Replace Meters,1650004-5,10,493,"$290,000.00"
499,Chisholm,Watermain - 2025 Replacement,1690007-5,10,"4,759","$412,200.00"
500,Sanborn,Conservation - Water Meter Improvements,1640011-3,10,361,"$170,000.00"
501,Sanborn,Storage - Water Tower Improvements,1640011-4,10,361,"$420,000.00"
502,Kiester,Watermain - Distribution Improvements,1220008-3,10,549,"$5,231,330.00"
503,Kiester,Storage - Tank Improvements,1220008-4,10,549,"$585,000.00"
504,Kiester,Treatment - Plant Improvements,1220008-5,10,549,"$6,102,330.00"
505,Pipestone,Watermain - Replace Main St. area,1590005-12,10,"4,185","$7,500,000.00"
506,Holland,Storage - Tower Rehab,1590010-1,10,227,"$919,000.00"
507,Holland,Watermain - Replacement,1590010-2,10,227,"$8,886,000.00"
508,Holland,Conservation - Meter Replacement,1590010-3,10,227,"$273,000.00"
509,Granada,Watermain - Distribution System Upgrades,1460004-2,10,247,"$3,347,000.00"
510,Granada,Conservation - Replace Meters,1460004-5,10,247,"$163,000.00"
511,Edgerton,Watermain - Repl Cast Iron Mains,1590001-2,10,"1,171","$8,000,000.00"
512,Fertile,Conservation - Meter Replacement,1600008-5,10,931,"$454,000.00"
513,Detroit Lakes,Storage - 2.0 MG Elevated Storage Tank,1030005-6,10,"9,197","$8,355,000.00"
514,Elbow Lake,Storage - Tower Rehab,1260003-8,10,"1,125","$700,000.00"
515,Pelican Rapids,Storage - Recoat Water Tower,1560019-3,10,"2,374","$500,000.00"
516,Pelican Rapids,Watermain - TH59 and TH108,1560019-8,10,"2,515","$4,800,000.00"
517,Braham,Source - New Well,1300001-4,10,"1,687","$750,000.00"
518,Braham,Treatment - Plant Improvements,1300001-5,10,"1,687","$750,000.00"
519,Hanska,"Storage - Repl w/100,000 Gal Tower",1080002-3,10,419,"$2,230,000.00"
520,Stewart,Watermain - Distribution Reconstruction,1430009-8,10,610,"$3,178,300.00"
521,Winnebago,Storage - Water Tank Rehabilitation,1220011-3,10,"1,417","$585,000.00"
522,Hibbing,Watermain - Capital Improvements Phase 2,1690022-14,10,"16,224","$5,126,000.00"
523,Wheaton,Watermain - Phase 1,1780004-5,10,"1,341","$1,600,000.00"
524,Wheaton,Watermain - Phase 2,1780004-6,10,"1,341","$11,700,000.00"
525,Lake Wilson,Storage - Tank Rehab,1510008-2,10,222,"$590,000.00"
526,Balaton,Watermain - Replacement,1420001-4,10,601,"$1,700,900.00"
527,Saint Cloud,Other - LSL Replacement Wilson Ave,1730027-10,10,"40,112","$364,000.00"
528,Saint Cloud,Other - LSL Replacement Germain St,1730027-12,10,"40,112","$56,000.00"
529,Randall,Watermain - Water System Improvements,1490005-2,10,581,"$4,000,000.00"
530,Randall,Storage - Storage Improvements,1490005-3,10,581,"$425,000.00"
531,Randall,Conservation - Meter Replacement,1490005-4,10,581,"$200,000.00"
532,Halstad,Storage - Water Tower Rehab,1540003-1,10,581,"$440,000.00"
533,Halstad,Other - New West Central Regional Water,1540003-2,10,587,"$18,241,000.00"
534,Calumet,Watermain - 4th Ave & Alley,1310004-5,10,341,"$287,933.00"
535,Calumet,Watermain - 6th Ave & Shipka St,1310004-6,10,341,"$540,160.00"
536,Calumet,Watermain - Buckmaster Rd to 7th/8th,1310004-7,10,341,"$325,045.00"
537,Calumet,Watermain - 9th Ave & Morgan St,1310004-8,10,341,"$324,701.00"
538,Brooten,"Treatment - New Plant, Remove Fe/Mn",1730005-6,10,550,"$1,806,000.00"
539,Brooten,Watermain - Replace & Loop,1730005-7,10,550,"$2,437,000.00"
540,Brooten,Storage - Tower Rehab,1730005-8,10,550,"$869,000.00"
541,Lewisville,Watermain - Replace Cast Iron WMs,1830003-6,10,333,"$5,009,000.00"
542,Lewisville,Storage - Replace Tower,1830003-7,10,333,"$1,015,000.00"
543,Kettle River,Watermain - Replacement,1090008-3,10,117,"$2,523,000.00"
544,Kettle River,Storage - Tower Rehab,1090008-4,10,117,"$1,083,000.00"
545,Kettle River,Conservation - Meters,1090008-5,10,117,"$181,000.00"
546,Bellingham,Storage - Replace Tower,1370001-2,10,168,"$1,500,000.00"
547,Bellingham,Watermain - Repl CIP,1370001-3,10,168,"$500,000.00"
548,Bellingham,Conservation - Install Meters,1370001-4,10,168,"$400,000.00"
549,Willernie,Watermain - Repl CSAH 12,1820022-1,10,507,"$417,743.00"
550,Garfield,Storage - Tower Rehab,1210021-4,10,362,"$206,000.00"
551,Garfield,Conservation - Meter Replacement,1210021-5,10,362,"$190,000.00"
552,Olivia,Treatment - RO addition,1650011-6,10,"2,397","$5,200,000.00"
553,Waubun,Storage - Water Tower Rehabilitation,1440004-4,10,433,"$418,500.00"
554,Campbell,Source - New Well & Seal Well No. 1,1840003-1,10,159,"$187,620.00"
555,Kennedy,"Storage - Booster Stat., Gen. Demo Tower",1350003-4,10,165,"$1,925,500.00"
556,Sherburn,Watermain - Replace Existing & Add Loop,1460007-3,10,"1,033","$927,430.00"
557,Hibbing,Watermain - 23rd St. Replacement,1690022-15,10,"16,167","$1,105,000.00"
558,Hibbing,Watermain - 2nd Ave E Replacement,1690022-16,10,"16,167","$2,184,000.00"
559,Hibbing,Watermain - Town Line Sliplining,1690022-17,10,"16,167","$4,680,000.00"
560,Hibbing,Watermain - Kelly Lake Replacement,1690022-18,10,"16,167","$8,224,000.00"
561,Hibbing,Watermain - 25th St. Replacement,1690022-19,10,"16,167","$1,900,000.00"
562,Hibbing,Watermain - 3rd Ave E Replacement,1690022-20,10,"16,167","$4,900,000.00"
563,Hibbing,Watermain - Ryan Addition Replacement,1690022-21,10,"16,167","$8,800,000.00"
564,Hibbing,Watermain - 19th Ave CIPP Lining,1690022-22,10,"16,167","$7,000,000.00"
565,Hibbing,Watermain - 17th St. Replacement,1690022-23,10,"16,167","$1,000,000.00"
566,Fairmont,Storage - New 2.0 MG Reservoir,1460003-2,10,"10,465","$4,332,000.00"
567,Verdi,Conservation - Replace Meters,1410005-2,10,32,"$51,000.00"
568,Gilbert,Watermain - Virginia-Midway Booster,1690020-9,10,"1,829","$741,000.00"
569,Grand Rapids,Watermain - Replace & Loop,1310011-5,10,"11,158","$4,900,000.00"
570,Hokah,Source - Phase 1 - Upgrade Wells & Reser,1280004-2,10,649,"$1,025,000.00"
571,Hokah,Source - Construction Well No. 3,1280004-3,10,649,"$565,000.00"
572,Hokah,Watermain - Distribution System Imp.,1280004-6,10,649,"$3,540,000.00"
573,Sacred Heart,Treatment - RO to Address Chlorides,1650013-3,10,555,"$8,617,000.00"
574,Sacred Heart,Storage - Tower Rehab,1650013-5,10,555,"$1,298,000.00"
575,Sauk Rapids,Watermain - Rplcment Along Division St.,1050004-4,10,"13,926","$973,464.00"
576,Ortonville,Watermain - Phase 3,1060008-8,10,"2,081","$14,130,000.00"
577,Ortonville,Watermain - Phase 3,1060008-9,10,"2,081","$8,520,000.00"
578,Russell,Watermain - Replacement Phase 1,1420008-4,10,312,"$3,804,000.00"
579,Comfrey,Watermain - Replace Cast Iron Main,1080001-5,10,360,"$1,678,000.00"
580,Swanville,Conservation - Repl Meters,1490007-11,10,311,"$211,000.00"
581,Swanville,"Storage - New 100,000 Gal Tower",1490007-9,10,311,"$1,200,000.00"
582,Halstad,Conservation - Meters,1540003-4,10,622,"$475,400.00"
583,Minnesota Lake,Storage - Replacement Tank,1220013-2,10,562,"$1,500,000.00"
584,Audubon,Storage - Tower Rehab,1030001-5,10,625,"$406,000.00"
585,Wabasha,Other - Booster Station Replacement,1790013-3,10,"2,655","$1,080,000.00"
586,Wabasha,Watermain - Cast Iron Replacement,1790013-5,10,"2,655","$16,295,250.00"
587,Duluth,Other - LSL Repl - Phase 1,1690011-12,10,"85,915","$2,500,000.00"
588,Duluth,Other - LSL Repl - Phase 2,1690011-14,10,"85,852","$2,500,000.00"
589,Duluth,Other - LSL Repl - Phase 3,1690011-15,10,"85,852","$2,500,000.00"
590,Duluth,Other - LSL Repl - Phase 4,1690011-16,10,"85,852","$2,500,000.00"
591,Royalton,Storage - Tower Rehab,1490006-10,10,"1,179","$650,000.00"
592,Clara City,Watermain - Distribution Improvements,1120001-5,10,"1,402","$10,672,204.00"
593,Red Lake Falls,Watermain - Repl Bottineau Ave/River St.,1630003-4,10,"1,381","$3,239,160.00"
594,Shelly,Storage - Water Tower Replacement,1540007-1,10,133,"$1,025,000.00"
595,Shelly,Conservation - Meter Replacements,1540007-2,10,133,"$76,500.00"
596,Shelly,Source - Well House Rehabilitation,1540007-3,10,133,"$325,000.00"
597,Two Harbors,Watermain - Repl 5th & 6th Avenues,1380005-9,10,"3,616","$4,800,000.00"
598,Saint Cloud,Watermain - CSAH 75-33rd St. S to 38th S,1730027-13,10,"54,937","$3,000,000.00"
599,Saint Cloud,Watermain - CSAH 75-38th St. S to S Towe,1730027-14,10,"54,937","$2,110,000.00"
600,Saint Cloud,Watermain - 255th St. S to Clearwater Rd,1730027-15,10,"54,937","$1,509,000.00"
601,Saint Cloud,Watermain - 2nd/3rd St. N-10th Ave. N,1730027-16,10,"54,937","$2,200,000.00"
602,Saint Cloud,Watermain - CSAH 75-Washington Mem Dr.,1730027-17,10,"54,937","$2,135,000.00"
603,Saint Cloud,Watermain - 22nd St. S-CR 136 to Cooper,1730027-19,10,"54,937","$1,997,000.00"
604,Saint Cloud,Watermain - CR 136 Phase 1,1730027-20,10,"54,937","$6,000,000.00"
605,Saint Cloud,Watermain - CR 136 Phase 2,1730027-21,10,"54,937","$6,000,000.00"
606,Saint Cloud,Storage - South 2MG Ground Storage Reser,1730027-22,10,"54,937","$7,580,000.00"
607,Saint Cloud,Watermain - CR74 Looping,1730027-23,10,"54,937","$2,092,000.00"
608,Saint Cloud,Storage - Calvary Hill Tower Rehab,1730027-24,10,"54,937","$1,600,000.00"
609,Saint Cloud,Storage - Calvary Hill Ground Res Rehab,1730027-25,10,"54,937","$1,800,000.00"
610,Saint Cloud,Storage - SE Tower Rehab,1730027-26,10,"54,937","$1,500,000.00"
611,Eveleth,Watermain - Miller Trunk Rd/Airport Repl,1690018-10,10,"3,513","$692,599.00"
612,Eveleth,Conservation - Meter Replacements,1690018-11,10,"3,513","$754,650.00"
613,Royalton,Watermain - Improvements & Looping,1490006-9,10,"1,172","$1,340,600.00"
614,Atwater,Watermain - North Side Improvements,1340001-10,10,"1,141","$4,362,602.00"
615,Hector,Watermain - Replacement,1650009-6,10,"1,127","$1,292,000.00"
616,Pemberton,Storage - Tower Rehab,1070015-5,10,255,"$958,000.00"
617,Pemberton,Source - New Well House,1070015-6,10,255,"$2,480,000.00"
618,Pemberton,Watermain - System Improvements,1070015-7,10,255,"$4,015,000.00"
619,Pemberton,Conservation - Replace Meters,1070015-8,10,255,"$234,000.00"
620,Saint Cloud,Other - Calvary Booster Station Imprvmt,1730027-9,10,"54,427","$3,216,000.00"
621,Roseau,Source - Well Rehab,1680003-1,10,"2,724","$440,625.00"
622,Roseau,Treatment - Plant Improvements,1680003-2,10,"2,724","$639,630.00"
623,Belview,Watermain - Street Utility Replacement,1640001-6,10,337,"$13,505,200.00"
624,Franklin,Watermain - Reconstruction,1650006-7,10,508,"$563,581.00"
625,Two Harbors,Watermain - Repl 4th St.,1380005-5,10,"3,718","$388,000.00"
626,Two Harbors,Watermain - Repl 7th Ave & 4th St.,1380005-6,10,"3,718","$477,000.00"
627,Two Harbors,Watermain - Repl 7th Ave 11th - 15th St.,1380005-7,10,"3,718","$815,000.00"
628,Two Harbors,Watermain - Repl Old Rail Yard,1380005-8,10,"3,718","$357,000.00"
629,New London,Watermain - Repl Norwood St.,1340005-3,10,"1,251","$840,200.00"
630,Warren,Watermain - Ross Ave. Utility Repl Prjct,1450012-6,10,"1,700","$520,000.00"
631,Russell,Watermain - Replacement Phase 2,1420008-5,10,312,"$6,296,000.00"
632,Springfield,Watermain - Watermain Improvements,1080008-1,10,"2,107","$4,013,100.00"
633,Beardsley,Storage - Tower Interior Recoat,1060002-3,10,195,"$224,100.00"
634,Beardsley,Source - Pumphouse Rehab,1060002-5,10,195,"$526,520.00"
635,Beardsley,Conservation - Install Meters,1060002-6,10,195,"$139,400.00"
636,Lake Lillian,Watermain - Repl & Loop,1340004-6,10,258,"$4,467,000.00"
637,Lake Lillian,Storage - Tower Rehab,1340004-7,10,258,"$1,076,000.00"
638,Blomkest,Watermain - Distribution Replacement,1340002-3,10,174,"$1,600,000.00"
