EPIC Project ID,Entity,Project,Estimated Loan Amount,SDWIS Population,PWS ID,County,Loan Type,Estimated Award Date,Rate,District Office
199,Fayette County,Rattlesnake Water Treatment Plant Replacement,"$7,232,500.00","6,635",OH2437412,Fayette,Construction,23-Dec,STD,CDO
200,Felicity,"New 200,000 Gallon Elevated Storage Structure","$180,200.00","3,700",OH1300612,Clermont,Design,23-Aug,PLN/DES,SWDO
201,Felicity,"New 200,000 Gallon Elevated Storage Structure","$2,238,000.00","3,700",OH1300612,Clermont,Construction,24-Jun,SML,SWDO
202,Fletcher,New Water Tower,"$241,500.00",358,OH5500412,Miami,Construction,23-Sep,SML,SWDO
203,Fort Loramie,Park Street Water Main Replacement,"$1,117,850.00","1,524",OH7562499,Shelby,Construction,24-Mar,SML,SWDO
204,Frankfort,WTP / Well #3 Rehabilitation,"$35,450.00","1,100",OH7100712,Ross,Design,23-Aug,PLN/DES,SEDO
205,Frankfort,WTP/Well #3 Rehabilitation,"$467,750.00","1,100",OH7100712,Ross,Construction,23-Oct,SML,SEDO
206,Franklin,Sixth Street Water Tower,"$2,625,000.00","11,785",OH8300412,Warren,Construction,23-Sep,STD,SWDO
207,Freeport,Water System Improvements,"$441,750.00",364,OH3400412,Harrison,Construction,24-Apr,SML,SEDO
208,Gallipolis,Waterline Replacement,"$796,200.00","7,134",OH2700112,Gallia,Design,23-Sep,PLN/DES,SEDO
209,Gallipolis,Waterline Replacement,"$8,042,600.00","7,134",OH2700112,Gallia,Construction,24-Jun,DIS,SEDO
210,Garrettsville,Windham Street Water Main Replacement,"$650,000.00","2,325",OH6701412,Portage,Construction,24-Apr,DIS,NEDO
211,Genoa,Water Tank Rehabilitation,"$1,711,000.00","1,026",OH6201003,Ottawa,Construction,23-Oct,SML,NWDO
212,Germantown,"Fire Hydrant and Valve Replacement, Phase 1","$489,488.00","5,796",OH5701012,Montgomery,Construction,23-Dec,SML,SWDO
213,Germantown,High Service Area Water Tower Rehab,"$580,850.00","5,796",OH5701012,Montgomery,Construction,24-Mar,SML,SWDO
214,Gettysburg,Water Tower Replacement,"$1,000,000.00",463,OH1900512,Darke,Construction,23-Sep,SML,SWDO
215,Glendale,Water Treatment System Upgrades,"$318,000.00","2,500",OH3100712,Hamilton,Design,23-Jul,PLN/DES,SWDO
216,Glendale,Water Treatment System Upgrades,"$3,975,000.00","2,500",OH3100712,Hamilton,Construction,24-Jun,SML/LSL,SWDO
217,Glenmont,Water Line and Household Lead Line Replacement Phase 1,"$2,526,432.00",282,OH3800312,Holmes,Construction,23-Aug,SML/LSL,NEDO
218,Glenmont,Waterline and Household Lead Line Replacement (Phase 2),"$22,980.00",282,OH3800312,Holmes,Design,23-Aug,PLN/DES,NEDO
219,Gnadenhutten,Water Treatment Plant,"$1,853,250.00","1,300",OH7900512,Tuscarawas,Construction,23-Aug,SML,SEDO
220,Grafton,Washington Drive Waterline Replacement,"$153,747.00","6,017",OH4700511,Lorain,Construction,23-Dec,SML,NEDO
221,Granville,River Road Water Line Extension - Phases 2 and 3,"$60,000.00","5,829",OH4500612,Licking,Design,23-Aug,PLN/DES,CDO
222,Granville,River Road Water Line Extension - Phases 2 and 3,"$400,000.00",50,OH4500612,Licking,Construction,24-Apr,SML,CDO
223,Granville,WTP Filter Rehabilitation,"$400,000.00","5,815",OH4500612,Licking,Construction,23-Dec,SML,CDO
224,Granville,WTP Lime Sludge Holding Improvements,"$150,000.00","5,829",OH4500612,Licking,Design,23-Sep,PLN/DES,CDO
225,Granville,WTP Lime Sludge Holding Improvements,"$800,000.00","5,500",OH4500612,Licking,Construction,24-Jan,SML,CDO
226,Granville,WTP Sanitary Improvements,"$500,000.00","5,500",OH4500612,Licking,Construction,24-Jan,SML,CDO
227,Greene County,Hilltop Wellfield Development,"$9,000,000.00","36,855",OH2903512,Greene,Construction,24-Jun,STD,SWDO
228,Greene County,Watermain Imps Bun. 3 - Membrane Concentrate Discharge Wtrmn,"$2,805,660.00","50,000",OH2903512,Greene,Construction,23-Sep,STD,SWDO
229,Greene County,"Watermain Imps Bun. 5 - Wagner, Feedwire, and Clyo Wtrmns","$2,400,398.00","50,000",OH2903512,Greene,Construction,23-Oct,STD,SWDO
230,Greenfield,Phase 1 Water System Improvements,"$2,500,000.00","4,683",OH3655021,Highland,Construction,23-Dec,SML,SWDO
231,Greenfield,Water Storage Tank Rehabilitation,"$976,335.00","4,600",OH3655021,Highland,Construction,23-Dec,SML,SWDO
232,Greenville,New Water Tower - East,"$245,200.00","12,824",OH1900714,Darke,Design,23-Sep,PLN/DES,SWDO
233,Greenville,New Water Tower - East,"$8,574,800.00","13,227",OH1900714,Darke,Construction,23-Dec,STD/HAB,SWDO
234,Greenwich,Greenwich Water Treatment Plant,"$100,000.00","1,500",OH3900312,Huron,Planning,24-Jun,PLN/DES,NWDO
235,Greenwich,Greenwich Water Treatment Plant,"$300,000.00","1,500",OH3900312,Huron,Design,24-Jun,PLN/DES,NWDO
236,Hecla Water Association,Macedonia Hill Water Main Extension & Booster Station,"$3,294,000.00","30,170",OH4401612,Lawrence,Construction,23-Oct,DIS/REG,SEDO
237,Hecla Water Association,Proctorville Water System Improvements,"$40,000.00","34,942",OH4401612,Lawrence,Planning,24-Jun,PLN/DES,SEDO
238,Hecla Water Association,Proctorville Water System Improvements,"$200,000.00","34,942",OH4401612,Lawrence,Design,23-Dec,PLN/DES,SEDO
239,Hecla Water Association,Proctorville Water System Improvements,"$2,015,832.00","34,942",OH4401612,Lawrence,Construction,24-Jun,REG,SEDO
240,"Highland County Water Company, Inc.","Southeast Water System Fortification, Phase 1 Marshall Area","$4,973,000.00","2,500",OH3600514,Highland,Construction,24-Jun,STD,SWDO
241,"Highland County Water Company, Inc.","Southeast Water System Fortification, Phase 2 Fairfax Area","$9,014,000.00","2,500",OH3600514,Highland,Construction,24-Jun,STD,SWDO
242,Highland Ridge Water & Sewer Association,Fish and Game WL Ext,"$207,000.00","3,200",OH8403203,Washington,Construction,23-Oct,REG,SEDO
243,Highland Ridge Water & Sewer Association,Highland Ridge Road Waterline Extension,"$228,000.00","3,200",OH8403203,Washington,Construction,23-Aug,REG,SEDO
244,Highland Ridge Water & Sewer Association,State Rt 26 Waterline Extension,"$189,650.00","3,200",OH8403203,Washington,Construction,23-Sep,REG,SEDO
245,Hillsboro,2023 High Street LSL Replacement,"$1,000,000.00","6,535",OH3600614,Highland,Construction,23-Aug,LSL,SWDO
246,Hillsboro,2023 Water System Improvements,"$52,649.00","6,535",OH3600614,Highland,Design,23-Aug,PLN/DES,SWDO
247,Hillsboro,2023 Water System Improvements,"$743,167.00","6,535",OH3600614,Highland,Construction,23-Oct,SML,SWDO
248,Hillsboro,Beech St. Area Infrastructure Reconstruction Project,"$1,011,322.00","6,535",OH3600614,Highland,Construction,23-Aug,SML/LSL,SWDO
249,Hiram,Water Treatment Plant Improvements,"$1,500,000.00","1,406",OH6701612,Portage,Construction,24-Jun,SML,NEDO
250,Hopedale,Water Storage Tank Replacement and Booster Pump Station,"$2,590,165.00",943,OH3400811,Harrison,Construction,23-Sep,SML,SEDO
251,Hubbard,2023 Waterline Replacement Project,"$710,729.00","8,606",OH7801415,Trumbull,Construction,23-Oct,SML/LSL,NEDO
252,Ironton,10th Street Waterline Improvements,"$320,261.00","10,599",OH4400711,Lawrence,Design,23-Sep,PLN/DES,SEDO
253,Ironton,10th Street Waterline Improvements,"$3,298,056.00","10,599",OH4400711,Lawrence,Construction,24-Jan,STD,SEDO
254,Ironton,24 Inch Waterline Improvements,"$336,655.00","4,400",OH4400711,Lawrence,Design,23-Sep,PLN/DES,SEDO
255,Ironton,24 Inch Waterline Improvements,"$3,556,918.00","11,129",OH4400711,Lawrence,Construction,24-Jan,STD,SEDO
256,Ironton,3rd Street Waterline Improvements,"$1,694,489.00","10,599",OH4400711,Lawrence,Construction,23-Sep,STD,SEDO
257,Ironton,WL Imprs & Reg Interconnect,"$305,560.00","11,129",OH4400711,Lawrence,Design,23-Sep,PLN/DES,SEDO
258,Ironton,WL Imprs & Reg Interconnect,"$3,338,311.00","11,129",OH4400711,Lawrence,Construction,24-Jan,STD,SEDO
259,Jackson,Florence Avenue Water Supply Improvements,"$823,000.00","9,691",OH4000111,Jackson,Construction,24-Jun,SML,SEDO
260,Jackson Center,Water Treatment Plant Upgrades,"$5,400,000.00","1,441",OH0200412,Shelby,Construction,23-Oct,SML,SWDO
261,"Jackson County Water Company, Inc.",Garrett Ridge Improvements,"$9,585,000.00","15,903",OH4002012,Jackson,Construction,24-Mar,DIS/REG,SEDO
262,Jamestown,Water System Improvements,"$656,000.00","2,150",OH2901712,Greene,Design,23-Sep,PLN/DES,SWDO
263,Jamestown,Water System Improvements,"$6,403,000.00","2,052",OH2901712,Greene,Construction,24-Mar,SML,SWDO
264,Jefferson County,Booster Station Replacement,"$124,000.00","4,000",OH4100803,Jefferson,Design,23-Aug,PLN/DES,SEDO
265,Jefferson County,Booster Station Replacement,"$926,000.00","19,287",OH4100803,Jefferson,Construction,24-Apr,SML,SEDO
266,Jefferson County,Hammondsville Water Storage Tank Rehab,"$93,400.00",504,OH4101103,Jefferson,Design,23-Aug,PLN/DES,SEDO
267,Jefferson County,Hammondsville Water Storage Tank Rehab,"$1,200,000.00","17,054",OH4101103,Jefferson,Construction,24-May,STD,SEDO
268,Jefferson County,J and Bloomingdale Water Storage Tanks Rehabilitation,"$1,898,000.00","1,207",OH4101003,Jefferson,Construction,23-Sep,STD,SEDO
269,Jefferson Regional Water Authority,Water Treatment Plant Improvements,"$3,322,310.00","4,620",OH5703012,Montgomery,Construction,23-Aug,SML,SWDO
270,Jefferson Water & Sewer District,Water Treatment Plant Improvements Phase 1,"$3,920,000.00","12,560",OH2504012,Franklin,Construction,23-Oct,STD,CDO
271,Jefferson Water & Sewer District,Water Treatment Plant Improvements Phase 2,"$2,646,500.00","11,294",OH2504012,Franklin,Construction,24-Apr,STD,CDO
272,Johnstown,Water Treatment Plant Expansion,"$14,900,000.00","5,237",OH4501512,Licking,Construction,23-Oct,SML,CDO
273,Kenton,Downtown Revitalization Phase 2 (WL and LSLR),"$7,100,000.00","8,382",OH3300612,Hardin,Construction,24-Jan,DIS/LSL,NWDO
274,Kenton,France Lake Campground Water Extension,"$536,800.00","7,951",OH3300612,Hardin,Construction,24-Mar,DIS/REG,NWDO
275,Killbuck,Water Line Upgrades,"$25,000.00",879,OH3800712,Holmes,Planning,23-Aug,PLN/DES,NEDO
276,Killbuck,Waterline Loop Improvement Project,"$3,664,650.00",879,OH3800712,Holmes,Construction,23-Sep,SML,NEDO
277,Killbuck,Waterline Upgrades,"$110,000.00",879,OH3800712,Holmes,Design,23-Aug,PLN/DES,NEDO
278,Killbuck,Waterline Upgrades,"$1,971,940.00",879,OH3800712,Holmes,Construction,24-Mar,SML,NEDO
279,La Rue,Water Treatment Plant Improvements,"$119,200.00",676,OH5100312,Marion,Design,23-Oct,PLN/DES,NWDO
280,La Rue,Water Treatment Plant Improvements,"$1,640,000.00",676,OH5100312,Marion,Construction,24-May,SML,NWDO
281,Lagrange,Water Supply Pump Station Standby Generator,"$19,615.00","2,359",OH4700603,Lorain,Design,23-Aug,PLN/DES,NEDO
282,Lagrange,Water Supply Pump Station Standby Generator,"$192,070.00","2,359",OH4700603,Lorain,Construction,24-Jan,SML,NEDO
283,Lakemore,New Water Storage Tower,"$3,545,126.00","3,068",OH7701812,Summit,Construction,23-Oct,SML,NEDO
284,Lakeview,Grove and Park Street Waterline Improvements,"$614,700.00","1,083",OH4601512,Logan,Construction,23-Sep,SML,SWDO
285,Lakeview,Midway Water System Improvements,"$1,100,688.00","1,184",OH4601512,Logan,Construction,23-Dec,REG,SWDO
286,Lakeview,WTP Upgrades,"$2,400,000.00","1,184",OH4601512,Logan,Construction,23-Dec,REG,SWDO
287,Lakewood,2023 Watermain & Lead Service Replacement,"$755,394.00","50,002",OH1801003,Cuyahoga,Construction,23-Jul,LSL,NEDO
288,Lakewood,2024 Watermain & Lead Service Replacement,"$669,920.00","52,131",OH1801003,Cuyahoga,Construction,24-May,LSL,NEDO
289,Laura,Water Tower Replacement,"$1,455,000.00",552,OH5500612,Miami,Construction,23-Oct,SML,SWDO
290,Lewisburg,Well Field Improvements,"$400,000.00","1,800",OH6800812,Preble,Construction,23-Dec,SML,SWDO
291,Licking County,Edgewater Beach Water Line Extension and Storage Tank,"$7,418,700.00",320,OH4500812,Licking,Construction,24-Jun,REG,CDO
292,Licking County,Jacksontown Water Line Extension,"$2,780,100.00",120,OH4500812,Licking,Construction,24-Jun,REG,CDO
293,Licking County,Newark - Hanover Water Line Extension (Distribution),"$6,000,000.00","2,100",OH4502314,Licking,Construction,24-Jun,REG,CDO
294,Lima,Allen WD - Gomer Regional WL,"$790,000.00","3,876",OH0200811,Allen,Design,24-Jun,PLN/DES,NWDO
295,Lima,Allen WD - Lafayette WL Loop,"$550,000.00","3,876",OH0200811,Allen,Design,24-Mar,PLN/DES,NWDO
296,Lima,Lead Service Line Replacement - Phase 1,"$2,523,615.00","75,000",OH0200811,Allen,Construction,24-Jan,LSL,NWDO
297,Lima,Lead Service Line Replacement - Phase 2,"$2,810,000.00","75,000",OH0200811,Allen,Construction,24-Jun,STD/LSL,NWDO
298,Lisbon,North End & SR 45 Waterline Extensions,"$653,538.00","2,821",OH1501512,Columbiana,Construction,24-May,REG,NEDO
299,Lithopolis,Jackson Lake Park Water System Interface,"$18,150.00","1,573",OH2301112,Fairfield,Design,23-Sep,PLN/DES,CDO
300,Lithopolis,Jackson Lake Park Water System Interface,"$241,751.00","1,573",OH2301112,Fairfield,Construction,23-Dec,REG,CDO
301,Lithopolis,Water Treatment Plant Filter Addition,"$69,080.00","1,954",OH2301112,Fairfield,Design,23-Sep,PLN/DES,CDO
302,Lithopolis,Water Treatment Plant Filter Addition,"$789,000.00","1,573",OH2301112,Fairfield,Construction,24-Jan,SML,CDO
303,Little Hocking Water & Sewer Association,SR339 Transmission and Barlow Tank and Booster,"$870,600.00","2,875",OH8400212,Washington,Design,23-Aug,PLN/DES,SEDO
304,Little Hocking Water & Sewer Association,SR339 Transmission and Barlow Tank and Booster,"$7,101,800.00","2,877",OH8400212,Washington,Construction,24-Apr,DIS,SEDO
305,Logan,South Zone Water Improvements,"$232,320.00","6,677",OH3700612,Hocking,Design,23-Aug,PLN/DES,SEDO
306,Logan,Valves and Waterline Replacement,"$1,757,300.00","7,152",OH3700612,Hocking,Construction,23-Dec,DIS,SEDO
307,London,"East Water Plant Well, Pump and Pumphouse","$1,847,500.00","9,394",OH4900712,Madison,Construction,24-May,DIS,CDO
308,London,East Water Treatment Plant Upgrades,"$378,250.00","9,394",OH4900712,Madison,Construction,23-Dec,SML,CDO
309,London,North Main Street Waterline Replacement,"$1,341,256.00","9,394",OH4900712,Madison,Construction,23-Sep,SML,CDO
310,London,West WTP Filter Media and Solids Contact Tank,"$951,829.00","9,394",OH4900712,Madison,Construction,24-Feb,SML,CDO
311,Lorain,2023 Lead Service line Replacement Project,"$5,000,000.00","63,832",OH4700711,Lorain,Construction,23-Jul,LSL,NEDO
312,Lorain,Water Main Replacement Year 2,"$600,000.00","63,832",OH4700711,Lorain,Design,23-Jul,PLN/DES,NEDO
313,Lordstown,Hallock-Young RD Connector Waterline,"$2,090,000.00","3,600",OH7804403,Trumbull,Construction,24-Jun,SML,NEDO
314,Lordstown,Lordstown Water Extension Phase 2,"$2,800,000.00","3,197",OH7804403,Trumbull,Design,23-Aug,PLN/DES,NEDO
315,Lordstown,Lordstown Water Extension Phase 2,"$22,000,000.00","3,197",OH7804403,Trumbull,Construction,24-Jun,SML,NEDO
316,Lowell,Water Tank and Watermain Replacement,"$99,900.00",538,OH8400312,Washington,Design,23-Aug,PLN/DES,SEDO
317,Lowell,Water Tank and Watermain Replacement,"$1,066,995.00",549,OH8400312,Washington,Construction,23-Dec,DIS/LSL,SEDO
318,Lyons,Water Tower Replacement,"$2,116,800.00",697,OH2600603,Fulton,Construction,24-Feb,SML,NWDO
319,Madison County,SR 161 Waterline Extension,"$343,569.00","5,176",OH4901012,Madison,Design,23-Oct,PLN/DES,CDO
320,Madison County,SR 161 Waterline Extension,"$2,123,199.00","5,176",OH4901012,Madison,Construction,24-Mar,REG,CDO
321,Madison County,SR 56 / US 40 Waterline Extension,"$770,000.00","5,176",OH4901012,Madison,Design,23-Oct,PLN/DES,CDO
322,Madison County,SR 56 / US 40 Waterline Extension,"$7,397,000.00","5,176",OH4901012,Madison,Construction,24-Mar,REG,CDO
323,Madison County,US 40 Glade Run Water Line Extension,"$300,500.00","5,176",OH4901012,Madison,Design,23-Oct,PLN/DES,CDO
324,Madison County,US 40 Glade Run Water Line Extension,"$2,865,250.00","5,176",OH4901012,Madison,Construction,24-Mar,REG,CDO
325,Madison County,US 42 and Plain City Waterline Extension,"$890,037.00","5,176",OH4901012,Madison,Design,23-Oct,PLN/DES,CDO
326,Madison County,US 42 and Plain City Waterline Extension,"$13,268,068.00","5,176",OH4901012,Madison,Construction,24-Feb,REG,CDO
327,Madison Water District,Water Line Service to Heatherwood,"$365,640.00","11,168",OH7006712,Richland,Design,23-Sep,PLN/DES,NWDO
328,Madison Water District,Waterline Service to Heatherwood,"$3,371,990.00","1,500",OH7006712,Richland,Construction,24-Mar,REG,NWDO
329,Mahoning Valley Sanitary District,Mineral Ridge Dam Rehabilitation,"$45,000,000.00","220,000",OH7801811,Trumbull,Construction,23-Dec,SML,NEDO
330,Mahoning Valley Sanitary District,MRWTP Process Treatment Improvements,"$2,704,100.00",48,OH7801811,Trumbull,Design,23-Oct,EC,NEDO
331,Malinta,Malinta Water Tower Rehabilitation,"$250,000.00",265,OH3501403,Henry,Construction,24-Mar,SML,NWDO
332,Malta,2022 Water Distribution System Improvements,"$2,246,400.00",671,OH5800412,Morgan,Construction,24-Jan,SML,SEDO
333,Malvern,Water Line Replacement Phase 2,"$6,050,000.00","1,302",OH1000112,Carroll,Construction,24-Jun,DIS/LSL,NEDO
334,Manchester,Water Line Improvements Phase 2,"$3,597,265.00","2,120",OH0100112,Adams,Construction,23-Sep,DIS,SEDO
335,Marblehead,Johnson's Island Waterline Extension,"$7,000,000.00","3,010",OH6202411,Ottawa,Construction,23-Aug,REG,NWDO
336,Marblehead,North Water Tower Improvements,"$350,000.00","3,010",OH6202411,Ottawa,Construction,23-Sep,SML,NWDO
337,Marblehead,Village of Marblehead Water Tower HAB,"$3,300,000.00",903,OH6202411,Ottawa,Construction,23-Aug,SML,NWDO
338,Marietta,LSL Replacement,"$1,300,000.00","13,588",OH8400412,Washington,Construction,23-Aug,LSL,SEDO
339,Marshallville,Water Treatment Plant Replacement,"$1,260,031.00",811,OH8501912,Wayne,Construction,23-Aug,SML,NEDO
340,Martins Ferry,Hospital and Business District Water Main Replacement,"$855,768.00","6,703",OH0701212,Belmont,Construction,23-Oct,SML,SEDO
341,Matamoras,Water Distribution Systems Improvements,"$103,500.00",672,OH8400512,Washington,Design,23-Sep,PLN/DES,SEDO
342,Matamoras,Water Distribution Systems Improvements,"$1,902,000.00",672,OH8400512,Washington,Construction,24-Jun,SML,SEDO
343,Matamoras,Water Interconnection to Monroe Water,"$30,000.00",672,OH8400512,Washington,Planning,23-Aug,PLN/DES,SEDO
344,Matamoras,Water Interconnection to Monroe Water,"$148,200.00",672,OH8400512,Washington,Design,23-Sep,PLN/DES,SEDO
345,Matamoras,Water Interconnection to Monroe Water,"$1,742,200.00",672,OH8400512,Washington,Construction,24-Jun,REG,SEDO
346,Mechanicsburg,Water Distribution System Improvements - Phase 3,"$2,271,713.00","1,681",OH1100712,Champaign,Construction,23-Dec,SML,SWDO
347,Miami County,Casstown Regional Distribution System,"$4,800,000.00","2,371",OH5502303,Miami,Construction,23-Oct,REG,SWDO
348,Miamisburg,WTF Softening Improvements Well #14,"$2,000,000.00","20,000",OH5701212,Montgomery,Construction,24-Jun,STD,SWDO
349,Middlefield,Raw Water Line - Well #3,"$230,151.00","2,698",OH2802012,Geauga,Construction,23-Jul,SML,NEDO
350,Middlefield,Water Well No. 3 Completion,"$2,447,000.00","2,699",OH2802012,Geauga,Construction,23-Dec,SML,NEDO
351,Middletown,2023 Water Line Replacements,"$4,000,000.00","50,000",OH0901712,Butler,Construction,23-Oct,STD,SWDO
352,Middletown,2024 Water Line Replacements,"$5,000,000.00","50,000",OH0901712,Butler,Construction,24-Apr,STD,SWDO
353,Middletown,Water Storage Tank,"$7,000,000.00","50,000",OH0901712,Butler,Construction,23-Dec,STD,SWDO
354,Midvale,Meters and Waterline,"$2,000,000.00","2,376",OH7900612,Tuscarawas,Construction,23-Sep,DIS,SEDO
355,Milan,Water Tower Improvements,"$363,125.00","2,223",OH2201212,Erie,Construction,24-May,SML,NWDO
356,Minerva,Water Meter Replacement,"$805,000.00","3,680",OH7603812,Stark,Construction,23-Dec,SML,NEDO
357,Minster,Water Treatment Plant Expansion,"$750,000.00","2,850",OH0600412,Auglaize,Design,24-Jan,PLN/DES,NWDO
358,Montgomery County,Flesher Rainbow LSL Replacement,"$1,989,000.00","531,239",OH5701315,Montgomery,Construction,23-Oct,LSL,SWDO
359,Montgomery County,Nottingham LSL Replacement,"$1,557,000.00","531,239",OH5701503,Montgomery,Construction,23-Oct,LSL,SWDO
360,Montgomery County,Shroyer Road Area LSL Replacement,"$1,500,000.00","531,239",OH5701315,Montgomery,Construction,23-Oct,LSL,SWDO
361,Morgan-Meigsville Rural Water District,SR 60 Waterline Extension,"$1,540,000.00",700,OH5801003,Morgan,Construction,24-Feb,REG,SEDO
362,Muskingum County,Claysville Rd to Hardy Rd Water Main Ext,"$344,900.00",30,OH6000412,Muskingum,Construction,24-Apr,DIS/REG,SEDO
363,Muskingum County,Maysville Connection and WTP Upgrade,"$7,163,900.00","23,375",OH6000412,Muskingum,Construction,24-Apr,DIS/REG,SEDO
364,Muskingum County,SR 555 Waterline Extension - Phase 2,"$734,900.00",80,OH6000412,Muskingum,Construction,24-Apr,DIS/REG,SEDO
365,Muskingum County,Sunflower Rd and Getz Rd Water Main Extension,"$591,400.00","21,464",OH6000412,Muskingum,Construction,24-Mar,DIS/REG,SEDO
366,Nashville,New Water Storage Tank and Supply,"$2,135,231.00",183,OH3801012,Holmes,Construction,24-Jan,SML,NEDO
367,Nelsonville,Water System Improvements Phase 3,"$277,900.00","6,656",OH0501214,Athens,Design,23-Sep,PLN/DES,SEDO
368,Nelsonville,Water System Improvements Phase 3,"$4,536,000.00","6,656",OH0501214,Athens,Construction,24-Jan,DIS,SEDO
369,New Concord,WTP Clarifier #2 Rehabilitation,"$379,600.00","2,209",OH6001711,Muskingum,Construction,23-Sep,SML,SEDO
370,New London,Coleman Court/Clinton Street Lead Waterline Replacement,"$278,588.00","2,416",OH3902611,Huron,Construction,23-Sep,SML/LSL,NWDO
371,New Richmond,PFAS Evaluation and Treatment,"$50,000.00","2,684",OH1301212,Clermont,Planning,23-Jul,EC,SWDO
372,New Richmond,PFAS Evaluation and Treatment,"$200,000.00","2,650",OH1301212,Clermont,Design,24-Jan,EC,SWDO
373,Newark,Lead Service Line Replacement Project #4,"$3,000,000.00","19,425",OH4502314,Licking,Construction,23-Dec,LSL,CDO
374,Newark,Lead Service Line Replacement Project #5,"$3,000,000.00","19,245",OH4502314,Licking,Construction,24-Jun,LSL,CDO
375,Noble County Water Authority,Waterline Extension & Interconnect Final Phase,"$190,000.00",815,OH6100503,Noble,Design,23-Sep,PLN/DES,SEDO
376,Noble County Water Authority,Waterline Extension & Interconnect Final Phase,"$4,030,680.00",927,OH6100503,Noble,Construction,23-Dec,DIS/REG,SEDO
377,North Lewisburg,SR 245 and 559 Distribution Replacement,"$1,524,078.00","1,636",OH1100812,Champaign,Construction,24-May,SML,SWDO
378,North Lewisburg,WTP Improvements,"$571,750.00","1,636",OH1100812,Champaign,Construction,24-Jan,SML,SWDO
379,Northwestern Water & Sewer District,Custar Waterline Loop,"$1,600,000.00","5,073",OH8703211,Wood,Construction,24-May,REG,NWDO
380,Northwestern Water & Sewer District,Dunbridge Area Regional Waterline,"$3,000,000.00","19,758",OH8752212,Wood,Construction,24-Jan,REG,NWDO
381,Northwestern Water & Sewer District,Eastwood Local School District Regional Waterline,"$2,200,000.00",905,OH8752812,Wood,Construction,24-Apr,REG,NWDO
382,Northwestern Water & Sewer District,Lime City Waterline Loop,"$1,425,000.00","19,758",OH8752812,Wood,Construction,23-Dec,STD,NWDO
383,Northwestern Water & Sewer District,Miltonville Waterline Replacement,"$2,700,000.00","19,758",OH8752812,Wood,Construction,24-May,STD,NWDO
384,Northwestern Water & Sewer District,Rossford Waterline Replacement,"$1,200,000.00","19,758",OH8752812,Wood,Construction,24-Jan,LSL,NWDO
385,Ohio & Lee Water & Sewer Authority,Ohio & Lee Water Meter Upgrades,"$15,000.00","1,301",OH5600412,Monroe,Planning,23-Aug,PLN/DES,SEDO
386,Ohio & Lee Water & Sewer Authority,Ohio & Lee Water Meter Upgrades,"$337,302.00","1,301",OH5600412,Monroe,Design,23-Oct,PLN/DES,SEDO
387,Ohio & Lee Water & Sewer Authority,Ohio & Lee Water Meter Upgrades,"$1,872,078.00","1,301",OH5600412,Monroe,Construction,23-Oct,SML,SEDO
388,Ohio City,Water Tower and WTP Aerator Detention Tank Improvements,"$352,000.00",705,OH8100412,Van Wert,Construction,23-Oct,SML,NWDO
389,Old Straitsville Water Association,"State Route 93, Arnold & Price Road Water Line Replacement","$973,500.00","2,950",OH6401403,Perry,Construction,24-Jun,SML,SEDO
390,Oregon,Oregon WTP - Concrete Replacement Project,"$2,238,000.00","19,950",OH4800911,Lucas,Construction,24-Jun,STD,NWDO
391,Oregon,"Water Line Repl. Program - Seaman Rd, Norden Rd, and Wynn Rd","$2,535,000.00","21,000",OH4800911,Lucas,Construction,23-Sep,STD,NWDO
392,Ottawa County,Secondary Feed Water Line Eastern Ottawa County,"$5,448,220.00","17,348",OH6205011,Ottawa,Construction,24-Jun,STD,NWDO
393,Oxford,Water Treatment Plant Membrane Softening Improvements,"$2,400,000.00","23,192",OH0902312,Butler,Design,23-Aug,EC,SWDO
394,Painesville,Chlorine Storage Upgrade,"$25,000.00","33,000",OH4301611,Lake,Planning,23-Aug,PLN/DES,NEDO
395,Painesville,Chlorine Storage Upgrade,"$75,000.00","33,000",OH4301611,Lake,Design,23-Oct,PLN/DES,NEDO
396,Painesville,Chlorine Storage Upgrade,"$700,000.00","33,000",OH4301611,Lake,Construction,24-Mar,STD,NEDO
397,Painesville,High Service Pump Repair or Replacement Project,"$95,000.00","33,000",OH4301611,Lake,Construction,23-Dec,STD,NEDO
398,Pemberville,Downtown Business Alley Waterline Replacement,"$152,500.00","1,590",OH8701712,Wood,Construction,24-May,SML,NWDO
399,Pemberville,Downtown Waterline Replacement,"$1,900,000.00","1,360",OH8701712,Wood,Construction,24-Jun,SML,NWDO
400,Pemberville,New Water Tower Improvements,"$1,740,000.00","1,360",OH8701712,Wood,Construction,23-Oct,SML,NWDO
401,Pemberville,Pine and Main Streets Waterline Replacement,"$770,000.00","1,360",OH8701712,Wood,Construction,24-Apr,SML,NWDO
402,Perry County,NPCW - Water System Improvements Phase 5,"$1,601,000.00","1,476",OH6402703,Perry,Construction,23-Sep,DIS/REG,SEDO
403,Pike Water Inc,Green Ridge Waterline Extension,"$2,229,660.00","15,487",OH6602412,Pike,Construction,23-Oct,DIS/REG,SEDO
404,Pike Water Inc,New North Water Treatment Plant,"$6,837,795.00","15,487",OH6602412,Pike,Construction,24-May,STD,SEDO
405,Pike Water Inc,Remote Booster Station Stand-by Power,"$355,160.00","15,487",OH6602412,Pike,Construction,23-Aug,STD,SEDO
406,Pike Water Inc,SR 124 Waterline Replacement,"$2,321,810.00","15,487",OH6602412,Pike,Construction,23-Oct,STD,SEDO
