RANK,SYSTEM,PROJECT,PROJECT ID,POINTS,POPULATION,PROJECT COST
294,Okabena,Watermain ‐ Repl CIP,1320005‐2,10,188,"$1,810,000.00"
295,Swanville,Conservation ‐ Repl Meters,1490007‐11,10,311,"$211,000.00"
296,Swanville,"Storage ‐ New 100,000 Gal Tower",1490007‐9,10,311,"$1,200,000.00"
297,Gilbert,Watermain ‐ Virginia‐Midway Booster,1690020‐9,10,1850,"$741,000.00"
298,Audubon,Storage ‐ Tower Rehab,1030001‐5,10,625,"$406,000.00"
299,Clara City,Watermain ‐  Distribution Improvements,1120001‐5,10,1402,"$10,672,204.00"
300,Red Lake Falls,Storage ‐ Tower Rehab,1630003‐3,10,1381,"$1,290,144.00"
301,Red Lake Falls,Watermain ‐ Repl Bottineau Ave/River St.,1630003‐4,10,1381,"$3,239,160.00"
302,Shelly,Storage ‐ Water Tower Replacement,1540007‐1,10,133,"$1,025,000.00"
303,Shelly,Conservation ‐ Meter Replacements,1540007‐2,10,133,"$76,500.00"
304,Shelly,Source ‐ Well House Rehabilitation,1540007‐3,10,133,"$325,000.00"
305,Hector,Watermain ‐ Replacement,1650009‐6,10,1127,"$1,292,000.00"
306,Taconite,"Storage ‐ Repl 50,000 Gal. Tower",1310028‐1,10,329,"$1,164,000.00"
307,Saint Paul RWS,Other ‐ Lead Service Line Repl,1620026‐23,10,395131,"$500,000.00"
308,Two Harbors,Watermain ‐ Repl 4th St.,1380005‐5,10,3718,"$388,000.00"
309,Two Harbors,Watermain ‐ Repl 7th Ave & 4th St.,1380005‐6,10,3718,"$477,000.00"
310,Two Harbors,Watermain ‐ Repl 7th Ave 11th ‐ 15th St.,1380005‐7,10,3718,"$815,000.00"
311,Two Harbors,Watermain ‐ Repl Old Rail Yard,1380005‐8,10,3718,"$357,000.00"
312,Cottonwood,Watermain ‐ Repl Cast Iron Mains,1420002‐1,10,1212,"$3,800,000.00"
313,Warren,Watermain ‐ Ross Ave. Utility Repl Prjct,1450012‐6,10,1700,"$520,000.00"
314,Lake Lillian,Watermain ‐ Repl & Loop ‐ Phase 2,1340004‐6,10,304,"$4,695,000.00"
315,Lake Lillian,Storage ‐ Tower Rehab,1340004‐7,10,304,"$866,000.00"
316,Lincoln‐Pipestone RWS,Treatment ‐ New Dawson‐Boyd WTP & Wells,1410007‐2,10,24500,"$19,787,000.00"
317,Lincoln‐Pipestone RWS,Storage ‐ New Burr Reservoir,1410007‐3,10,24500,"$1,025,000.00"
318,Lincoln‐Pipestone RWS,Treatment ‐ New Burr Contact Basin,1410007‐4,10,24500,"$2,895,000.00"
319,Robbinsdale,Storage ‐ New Tank & Rehab No. 2,1270046‐3,10,13953,"$5,257,172.00"
320,Upsala,Source ‐ New Well,1490008‐1,10,497,"$260,000.00"
321,Upsala,Treatment ‐ Plant Rehab,1490008‐2,10,497,"$480,000.00"
322,Upsala,Storage ‐ Tower Rehab,1490008‐3,10,497,"$463,000.00"
323,Upsala,Conservation ‐ Repl Meters,1490008‐5,10,497,"$211,000.00"
324,Felton,Treatment ‐ Plant addition,1140012‐1,10,135,"$2,016,000.00"
325,Saint Paul RWS,Other ‐ Lead Service Replacement Round 2,1620026‐24,10,304547,"$500,000.00"
326,Kandiyohi,Watermain ‐ Repl McLaughlin & 3rd St.,1340003‐6,10,554,"$473,000.00"
327,Kandiyohi,Watermain ‐ Phase 1 ‐ Replacement,1340003‐7,10,554,"$1,326,000.00"
328,Kandiyohi,Watermain ‐ Phase 2 ‐ Replacement,1340003‐8,10,554,"$2,584,000.00"
329,Kandiyohi,Watermain ‐ Phase 3 ‐ Replacement,1340003‐9,10,554,"$609,000.00"
330,Big Lake,Source ‐ Additional Well #8,1710002‐5,10,9000,"$1,350,000.00"
331,Mounds View,Treatment ‐ Plant Rehab,1620008‐1,10,12959,"$2,340,000.00"
332,Montrose,"Storage ‐ Repl Tower w/100,000 Gal Tower",1860016‐6,10,2498,"$680,000.00"
333,Coon Rapids,Storage ‐ Repl East Tower w/1.5 MG Tower,1020017‐1,10,61476,"$4,075,000.00"
334,Coon Rapids,Storage ‐ Baffle Wall in West Reservoir,1020017‐2,10,61476,"$275,000.00"
335,Shafer,Storage ‐ Tower Rehab & 2 New Generators,1130014‐2,10,1083,"$635,000.00"
336,Shafer,Other ‐ Generator for Well,1130014‐3,10,1083,"$79,200.00"
337,Zimmerman,Treatment ‐ Upgrade SCADA,1710006‐5,10,5334,"$25,000.00"
338,Zimmerman,Watermain ‐ Repl Lake Fremont Area,1710006‐6,10,5334,"$1,300,000.00"
339,Montrose,Treatment ‐ Remove Fe/Mn,1860016‐5,10,3182,"$10,625,000.00"
340,Hampton,"Storage ‐ New 100,000 Gal Tower",1190010‐5,10,691,"$1,365,000.00"
341,Jordan,Storage ‐Tower Imprvmnts & Booster Rehab,1700003‐3,10,6230,"$4,800,000.00"
342,Harris,Storage ‐ Tower Rehab,1130005‐4,10,1065,"$320,000.00"
343,Mound,Treatment ‐ New Plant,1270038‐1,10,9480,"$19,960,000.00"
344,Lake Elmo,"Extension ‐ SW Area, Well Contam",1820009‐3,10,3639,"$6,075,000.00"
345,Halstad,Storage ‐ Water Tower Rehab,1540003‐1,10,581,"$440,000.00"
346,Avoca,Other ‐ Connect to Red Rock Rural Water,1510001‐1,8,142,"$503,200.00"
347,Murdock,Source ‐ Two Replacement Wells,1760007‐3,8,282,"$225,490.00"
348,Truman,Source ‐ New Well & Seal Well #3,1460010‐7,8,1115,"$287,800.00"
349,New Ulm,Source ‐ 11 Wellfield Upgrades,1080003‐2,8,13522,"$2,489,000.00"
350,Minnesota Lake,Watermain ‐ Connect to Wells,1220013‐1,8,683,"$5,100,000.00"
351,Red Rock RWS,Treatment ‐ New Plant,1170009‐2,7,5840,"$14,400,000.00"
352,Plummer,Watermain ‐ Loop Poplar Street,1630002‐5,7,292,"$105,000.00"
353,Willmar,Treatment ‐ Biological Filtration NE TP,1340016‐1,7,19610,"$21,100,000.00"
354,Marble,Watermain ‐ Replace and Loop Main,1310023‐2,7,626,"$905,000.00"
355,Murdock,Treatment ‐ New Fe/Mn Treatment Plant,1760007‐4,7,282,"$1,883,950.00"
356,Murdock,Watermain ‐ Replace & Loop,1760007‐6,7,282,"$618,000.00"
357,Lamberton,Treatment ‐ New Plant,1640003‐10,7,828,"$4,820,800.00"
358,Lamberton,Watermain ‐ Looping Project,1640003‐13,7,828,"$390,500.00"
359,Lamberton,"Source ‐ New Well, Rehab Well 1",1640003‐9,7,828,"$683,000.00"
360,Cloquet,Treatment ‐ New Mn Plant at Well 11,1090005‐3,7,12156,"$1,838,200.00"
361,Waseca,Watermain ‐ Move Watermain to 3rd & 4th,1810004‐3,7,9124,"$224,904.00"
362,Atwater,Watermain ‐ Loop North,1340001‐5,7,1090,"$289,000.00"
363,Atwater,Watermain ‐ Loop South,1340001‐7,7,1090,"$180,000.00"
364,Annandale,Watermain ‐ Repl Elm St. & Loop Poplar.,1860002‐7,7,3334,"$1,724,315.00"
365,Gilbert,Treatment ‐ Plant Upgrade,1690020‐3,7,1799,"$3,000,000.00"
366,Truman,Treatment ‐ Rehab Plant w/RO System,1460010‐8,7,1115,"$1,892,900.00"
367,Kerkhoven,Treatment ‐ Remove Fe/Mn/As,1760006‐1,7,759,"$1,950,000.00"
368,Kerkhoven,Watermain ‐ Loop & Replace,1760006‐2,7,759,"$1,135,350.00"
369,Hanska,"Treatment ‐ New Plant, Remove Fe/Mn",1080002‐2,7,419,"$1,352,000.00"
370,New Ulm,Source ‐ New Well #28,1080003‐3,7,13522,"$1,159,000.00"
371,Litchfield,Treatment ‐ Rehab Plant,1470008‐7,7,6671,"$2,700,000.00"
372,Mountain Iron,Source ‐ New Well,1690035‐3,7,2869,"$798,473.00"
373,LeRoy,Source ‐ Backup Well,1500009‐1,7,900,"$775,056.00"
374,Foley,Treatment ‐ New Fe/Mn Plant,1050001‐4,7,2708,"$3,680,400.00"
375,Campbell,"Storage ‐ New 40,000 Gal GSR w/chem feed",1840003‐2,7,159,"$1,035,510.00"
376,Campbell,Watermain ‐ Looping in Various Areas,1840003‐3,7,159,"$2,423,240.00"
377,Holdingford,Treatment ‐ Well House Rehab,1730014‐1,7,770,"$181,200.00"
378,Audubon,Watermain ‐ Falcon Street Loop,1030001‐6,7,519,"$98,000.00"
379,Hanley Falls,Watermain ‐ Replace & Loop Main,1870005‐4,7,304,"$2,625,000.00"
380,Wanamingo,Source ‐ Well House Rehab,1250018‐2,7,1089,"$400,000.00"
381,Wanamingo,Watermain ‐ Looping,1250018‐4,7,1089,"$764,000.00"
382,Ghent,Watermain ‐ Looping Dead End Water Lines,1420004‐3,7,407,"$3,488,600.00"
383,Rollingstone,Watermain ‐ Looping Rolling Meadows,1850008‐3,7,664,"$164,480.00"
384,Silver Lake,Treatment ‐ New Pressure Filter Plant,1430008‐7,7,837,"$2,399,909.00"
385,Elizabeth,Treatment ‐ Plant Rehab,1560028‐2,7,175,"$343,000.00"
386,Plato,Source ‐ Additional Well #4,1430007‐1,7,355,"$475,000.00"
387,Plato,"Treatment ‐ New Plant, Remove Fe/Mn",1430007‐2,7,355,"$2,655,375.00"
388,Lewiston,Watermain ‐ TH 14 Loop,1850006‐8,7,1620,"$385,000.00"
389,Madison Lake,Watermain‐Repl & Loop Lake Ave/Ball Park,1070007‐9,7,1017,"$2,065,852.00"
390,Argyle,Source ‐ New Well,1450002‐3,7,650,"$219,000.00"
391,Argyle,Treatment ‐ Plant Rehab + Softening,1450002‐4,7,650,"$1,916,000.00"
392,Rice,"Source ‐ New Well #4, Well House",1050002‐4,7,1279,"$600,000.00"
393,Rice,Watermain ‐ Looping,1050002‐7,7,1279,"$625,000.00"
394,Rice Lake,Watermain ‐ Loop Howard Gnesen & Martin,1690049‐4,7,1323,"$793,800.00"
395,Vernon Center,Treatment ‐ New Plant,1070019‐1,7,332,"$2,764,300.00"
396,Saint Augusta,Treatment ‐ New Fe/Mn Plant & Wells,1730063‐6,7,1425,"$7,548,900.00"
397,Loretto,Treatment ‐ New Fe/Mn Plant,1270019‐5,7,661,"$970,000.00"
398,Rosemount,Treatment ‐ New Fe/Mn/Ra Plant,1190019‐2,7,22445,"$20,218,000.00"
399,Ramsey,Treatment ‐ Plant Improvements,1020035‐6,7,14252,"$32,400,000.00"
400,Lino Lakes,Treatment ‐ New Gravity Filter Plant,1020023‐3,7,15800,"$19,776,000.00"
401,Oronoco,"Watermain ‐ Install Areas A, C, F, Z.",1550036‐2,7,600,"$2,481,577.00"
402,Pennock,"Storage ‐ Repl with 50,000 Gal Tower",1340006‐1,6,508,"$768,400.00"
403,Murdock,"Storage ‐ New 50,000 Gal Tower",1760007‐5,6,282,"$916,500.00"
404,Foley,"Storage ‐ New 200,000 Gal Tower",1050001‐5,6,2708,"$1,484,900.00"
405,Ghent,"Storage ‐ New 50,000 Gal Tower",1420004‐1,6,407,"$993,200.00"
406,Saint Augusta,"Storage ‐ New 150,000 Gal Tower",1730063‐7,6,1425,"$1,292,000.00"
407,New London,Watermain ‐ Repl Norwood St.,1340005‐3,5,1251,"$840,200.00"
408,Wykoff,Watermain ‐ County Road 5,1230013‐4,5,444,"$297,000.00"
409,Plummer,"Storage ‐ New 50,000 Gal Tower",1630002‐4,5,292,"$994,000.00"
410,Plummer,Conservation ‐ Install Meters,1630002‐6,5,292,"$211,500.00"
411,Paynesville,Distribution ‐ Booster Station,1730018‐3,5,2298,"$630,000.00"
412,Watkins,"Storage ‐ New 50,000 Gal Tower",1470010‐2,5,948,"$774,700.00"
413,Verndale,"Storage ‐ New 75,000 Gal Tower",1800003‐10,5,559,"$830,000.00"
414,Verndale,Conservation ‐ 50 New Meters,1800003‐11,5,559,"$120,000.00"
415,Murdock,Conservation ‐ Install Meters,1760007‐7,5,282,"$132,180.00"
416,Lakefield,Treatment ‐ Add RO/Plant Rehab,1320004‐3,5,1694,"$2,593,137.00"
417,Adams,Watermain ‐ Repl Various Areas,1500001‐1,5,800,"$1,106,000.00"
418,Saint Cloud,Conservation ‐ Rem. Read Meter Upgrade,1730027‐7,5,66169,"$5,215,000.00"
419,Lamberton,Storage ‐ Ground Storage Rehab,1640003‐11,5,828,"$184,800.00"
420,Lamberton,Watermain ‐ Replacement Project,1640003‐12,5,828,"$3,473,900.00"
421,Badger,Treatment ‐ Repl Plant Piping System,1680001‐2,5,474,"$102,182.00"
422,Badger,Storage ‐ Replace Riser Pipe,1680001‐3,5,474,"$38,318.00"
423,Badger,Watermain ‐ Repl Area 1,1680001‐4,5,369,"$836,000.00"
424,Badger,Watermain ‐ Repl Area 2,1680001‐5,5,369,"$667,000.00"
425,Badger,Storage ‐ Rehab Tower,1680001‐6,5,369,"$296,000.00"
426,Benson,Storage ‐ Tower Rehab,1760008‐3,5,3240,"$790,000.00"
427,Atwater,Watermain ‐ Replace North,1340001‐4,5,1090,"$350,000.00"
428,Morristown,"Treatment ‐ New Plant, Remove Radium",1660007‐1,5,1042,"$1,254,000.00"
429,Kennedy,Watermain ‐ Replace Various Areas,1350003‐3,5,191,"$1,282,500.00"
430,Gilbert,Storage ‐ Two Tank Rehabs,1690020‐4,5,1799,"$575,000.00"
431,Gilbert,Watermain ‐ TH37 Replacement,1690020‐5,5,1799,"$633,000.00"
432,Gilbert,Conservation ‐ Repl Meters,1690020‐6,5,1799,"$540,000.00"
433,Gilbert,Watermain ‐ Replace Hydrants,1690020‐7,5,1799,"$256,000.00"
434,Truman,Storage ‐ Rehab Water Tower,1460010‐6,5,1115,"$765,200.00"
435,Fairmont,Storage ‐ New 3.0 MG Reservoir,1460003‐2,5,10666,"$2,063,000.00"
436,Fairmont,Treatment ‐ Decommission Lime Ponds,1460003‐3,5,10328,"$2,906,250.00"
437,Grygla,Storage ‐ Tower Rehab,1450003‐1,5,221,"$386,000.00"
438,Grygla,Treatment ‐ New Wellhouse,1450003‐2,5,221,"$813,750.00"
439,Grygla,Watermain ‐ Hydrant Valve Replacement,1450003‐3,5,221,"$115,015.00"
440,Campbell,Conservation ‐ New Meters,1840003‐4,5,159,"$90,040.00"
441,Waldorf,Treatment ‐ Plant Rehab & Well Valves,1810003‐1,5,227,"$409,182.00"
442,Waldorf,Storage ‐ Tower Rehab,1810003‐2,5,227,"$461,626.00"
443,Waldorf,Watermain ‐ Replace with Meters,1810003‐3,5,227,"$2,183,344.00"
444,Winthrop,Watermain ‐ Replace First Street,1720008‐3,5,1399,"$569,717.00"
445,Gibbon,"Watermain ‐ Repl Clark,Allen Ave,8th St",1720004‐3,5,825,"$855,914.00"
446,Hanska,"Storage ‐ Repl w/100,000 Gal Tower",1080002‐3,5,419,"$638,000.00"
447,Silver Lake,"Storage ‐ New 115,000 Gallon Tank",1430008‐1,5,837,"$1,000,000.00"
448,Richmond,"Storage ‐ Recoat 70,000 Gallon Tower",1730022‐4,5,1325,"$92,000.00"
449,Mountain Iron,Treatment ‐ Repl Filter Vessel,1690035‐4,5,2869,"$999,460.00"
450,Mountain Iron,Storage ‐ Tower Rehab,1690035‐5,5,2869,"$715,038.00"
451,Greenbush,Watermain ‐ Repl Area 7 ‐ Main & Park,1680002‐10,5,719,"$821,544.00"
452,Greenbush,Watermain ‐ Repl Area 8 ‐2nd & Johnson,1680002‐11,5,719,"$837,537.00"
453,LeRoy,"Storage ‐ Repl with 120,000 Gallon Tower",1500009‐2,5,900,"$811,589.00"
454,LeRoy,Watermain ‐ Replace for East County Rd.,1500009‐3,5,900,"$560,232.00"
455,LeRoy,Treatment ‐ Rehab Filter,1500009‐4,5,900,"$373,001.00"
456,Foley,Storage ‐ Tower Rehab,1050001‐6,5,2708,"$345,400.00"
457,Moorhead,Treatment ‐ Lime Sludge Dewatering Fac.,1140008‐5,5,42005,"$6,347,040.00"
458,Moorhead,Storage ‐ Southside Tower,1140008‐6,5,42005,"$3,380,000.00"
459,Proctor,Watermain ‐ Replace Various Blocks,1690042‐4,5,2854,"$1,807,404.00"
460,Kent,Source ‐ New Pumphouse & Equipment,1840004‐1,5,90,"$427,000.00"
461,Pemberton,Storage ‐ Tower Rehab,1070015‐5,5,247,"$258,000.00"
462,Lowry,Storage ‐ Demolish Tower,1610007‐5,5,257,"$45,000.00"
463,Hawley,"Watermain ‐ Replace, Phase 3",1140006‐7,5,1850,"$3,650,000.00"
464,Hanley Falls,Watermain ‐ Replace,1870005‐5,5,275,"$2,491,000.00"
465,Hanley Falls,Conservation ‐ Replace Meters,1870005‐6,5,275,"$134,000.00"
466,Barnesville,Watermain ‐ Replacement ‐ Phase 1,1140001‐4,5,2600,"$3,500,000.00"
467,Barnesville,Watermain ‐ Repl 3 Blocks of Front St.,1140001‐5,5,2635,"$450,000.00"
468,Prinsburg,Storage ‐ Tower Rehab,1340007‐2,5,532,"$836,000.00"
469,Prinsburg,Watermain ‐ Phase 2 Repl Cast Iron Mains,1340007‐3,5,532,"$3,693,000.00"
470,Prinsburg,Conservation ‐ Replace Meters,1340007‐4,5,532,"$278,000.00"
471,Wanamingo,Storage ‐ New Tower,1250018‐3,5,1089,"$1,270,000.00"
472,Ghent,Conservation ‐ Meter Replacements,1420004‐4,5,407,"$127,400.00"
473,Lewiston,Conservation ‐ Replace Meters,1850006‐5,5,1507,"$204,000.00"
474,Lewiston,Storage ‐ Tower Rehab,1850006‐7,5,1620,"$436,710.00"
475,Grand Meadow,Watermain ‐ Repl Cast Iron Mains,1500008‐1,5,1154,"$2,150,000.00"
476,Prinsburg,Watermain ‐ Repl Co. Rd. 1,1340007‐1,5,497,"$800,000.00"
477,Brooklyn Park,Watermain ‐ Repl BLRT Project (CIP4033),1270005‐10,5,78195,"$1,225,000.00"
478,Brooklyn Park,Source ‐ Rehab Wellhouses 10 & 11,1270005‐3,5,75781,"$1,300,000.00"
479,Brooklyn Park,Watermain ‐ Repl W. Broadway (CSAH 103),1270005‐5,5,75781,"$1,875,000.00"
480,Brooklyn Park,Watermain ‐ Replace CSAH 81 (CIP4032),1270005‐8,5,78195,"$700,000.00"
481,Brooklyn Park,Watermain ‐ Replace Mississippi & 81st.,1270005‐9,5,78195,"$300,000.00"
482,Silver Lake,Source ‐ Rehab Wells,1430008‐5,5,837,"$583,930.00"
483,Silver Lake,Storage ‐ New Standpipe,1430008‐6,5,837,"$1,399,000.00"
484,Silver Lake,Watermain ‐ Distribution Reconstruction,1430008‐8,5,837,"$6,018,028.00"
485,Minneota,Watermain ‐ Replacement,1420007‐1,5,1380,"$2,300,000.00"
486,Elizabeth,Watermain ‐ Repl and Loop,1560028‐3,5,175,"$2,258,000.00"
487,Plato,"Storage ‐ Repl w/100,000 Gallon Tower",1430007‐3,5,355,"$841,000.00"
488,Ottertail,Source ‐ Transmission Improvements,1560032‐3,5,575,"$427,500.00"
489,Ottertail,Storage ‐ Tower Rehab,1560032‐4,5,575,"$492,500.00"
490,Beaver Bay,Treatment ‐Raw Water intake replacement,1380001‐2,5,98,"$1,020,000.00"
491,Lonsdale,Watermain ‐ Repl Cast Iron Main ‐ Area 5,1660006‐2,5,3800,"$1,752,300.00"
492,Argyle,"Storage ‐ New 100,000 Gal Tower",1450002‐5,5,650,"$1,738,000.00"
493,Argyle,Watermain ‐ Repl Transmission Line,1450002‐6,5,650,"$720,000.00"
494,Rice,Treatment ‐ Plant Rehab,1050002‐5,5,1279,"$570,000.00"
495,Utica,Watermain ‐ Reconstruct Distribution Sys,1850011‐3,5,276,"$3,569,000.00"
496,Utica,Source ‐ New Well & Wellhouse,1850011‐4,5,276,"$1,454,000.00"
497,Vernon Center,Watermain ‐ Repl Various Areas,1070019‐5,5,332,"$1,813,500.00"
498,Eagle Lake,Treatment ‐ Water Treatment Improvements,1070002‐3,5,3007,"$8,400,000.00"
499,Rice,Storage ‐ Tower Rehab,1050002‐8,5,1279,"$575,000.00"
500,Clear Lake,Storage ‐ Tower Rehab,1710009‐2,5,525,"$495,600.00"
501,Skyline,"Source ‐ Well, Well House Rehab",1070018‐1,5,289,"$777,165.00"
502,Skyline,"Storage ‐ New 50,000 Gal Tower",1070018‐2,5,289,"$1,112,100.00"
503,Mayer,Storage ‐ Rehab Tower,1100006‐9,5,1900,"$410,000.00"
504,Rosemount,Source ‐ New Well #17,1190019‐1,5,22445,"$1,100,000.00"
505,Rosemount,Watermain ‐ Akron Ave Ext.,1190019‐3,5,22445,"$218,000.00"
506,Empire Township,"Treatment ‐ New Plant, Remove Ra, Fe, Mn",1190009‐2,5,1300,"$7,500,000.00"
507,Chanhassen,Treatment ‐ West Fe/Mn Plant,1100001‐1,5,23179,"$18,360,000.00"
508,Carver,"Storage ‐ Recoat 100,000 Gal Tower",1100017‐3,5,1300,"$272,000.00"
509,Minnetrista,Storage ‐ New 0.5 MG Tower,1270036‐4,5,2913,"$2,400,000.00"
510,Minnetrista,Watermain ‐ South/Central Connection,1270036‐5,5,2913,"$2,800,000.00"
511,Tonka Bay,Watermain ‐ Replacement,1270013‐2,5,1570,"$3,035,795.00"
512,Minnetonka Beach,Treatment ‐ Replace Plant,1270034‐1,5,502,"$4,200,000.00"
513,Minnetonka Beach,Watermain ‐ Repl Cast Iron,1270034‐2,5,502,"$4,550,000.00"
,,,,,GRAND TOTAL,"$1,216,376,727.00"
