Project #,County,System Name/Borrower,Description,Pop.,Project Cost,Score,Cumulative Total,CODES,List
17093,Otsego,HARTWICK WATER DISTRICT / Hartwick (T),"New Ground Water Source, Upgrade Storage, Upgrade Distribution System",416,"$3,760,078",95,"$844,943,804",,Annual
18923,Chenango,NEW BERLIN (V) / New Berlin (V),"Treatment upgrades, main replacement, new meters and tank improvements., Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Distribution System","1,000","$19,550,000",95,"$864,493,804",BGS,Annual
18756,Lewis,CONSTABLEVILLE (V) / Constableville (V),"Watermain replacement, raw water transmission main replacement, spring storage basin repair/upgrades., Upgrade Transmission, Upgrade Distribution System",310,"$13,600,000",95,"$878,093,804",BGS,Annual
19538,Chautauqua,CHAUTAUQUA (T) / Chautauqua (T),"WD No. 5 on Westlake Rd, Upgrade Water District",650,"$9,591,360",95,"$887,685,164",BGS,Annual
18869,Essex,KEENE WD / Keene (T),"WD #2. New redundant well and upgrades to well building., New Ground Water Source",238,"$6,355,150",90,"$894,040,314",,Annual
19955,Columbia,CHATHAM (V) / Chatham (V),"New well field to mitigate PFAS contamination; replacement of transmission main., New Ground Water Source, Upgrade Transmission","3,250","$8,419,700",90,"$902,460,014",,Annual
19571,Seneca,OVID (V) / Ovid (V),"New UF and RO systems, tank mixing and ventilation systems, replacement of water main. , New Other Expenses, New Water Treatment Plant, Upgrade Distribution System, New Other (OT)","1,056","$5,478,982",90,"$907,938,996",BGS,Annual
19972,Essex,ST. ARMAND (T) / St. Armand (T),"New WTP to treat PFAS, new wells, watermain replacement, SCADA upgrade, New Water Treatment Plant, New Ground Water Source, Upgrade Distribution System","1,000","$10,258,455",90,"$918,197,451",,Annual
19244,Cattaraugus,SALAMANCA (C) / Salamanca (C),"Abandon Existing WTP, New Well Source, New Pump Building., Upgrade Water Treatment Plant",7696,"$28,040,556",90,"$946,238,007",BGS,Annual
19976,Saratoga,"MECHANICVILLE (C) /
Mechanicville (C)","Storage upgrades, water treatment plant upgrades, DBP
mitigation, Upgrade Water Treatment Plant, Upgrade
Storage, Upgrade Distribution System",5000,"$18,106,000",90,"$964,344,007",,Annual
18670,Nassau,"HEMPSTEAD (V) /
Hempstead (V)","1,4-dioxane and PFAS removal at Clinton Street Plant , Upgrade Water Treatment PLant, Upgrade Storage","56,000","$53,266,504",90,"$1,017,610,511",FMP,Annual
18097,Jefferson,CLAYTON VILLAGE / Clayton (V),"Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Pump Station, Upgrade Distribution System","2,100",$0,90,"$1,017,610,511",,Annual
18854,Seneca,WILLARD WD / Romulus (T),"Willard WD Distribution Improvements., Upgrade Distribution System",372,"$2,659,853",90,"$1,020,270,364",BGS,Annual
19951,Seneca,SENECA FALLS / Seneca Falls (T),"Phase 2 of DWSRF 19196., Upgrade Water Treatment Plant, Upgrade Distribution System","9,000","$16,995,000",90,"$1,037,265,364",,Annual
19840,Chautauqua,BUSTI (T) / Busti (T),"Town of Busti WD Extension and Improvement, New Distribution System",355,"$5,818,200",90,"$1,043,083,564",,Annual
19798,Oneida,VIENNA FAR EAST WATER DISTRICT / Vienna (T),"New Far East Water District., New Water District",162,"$9,925,000",90,"$1,053,008,564",BGS,Annual
19547,Erie,AKRON VILLAGE / Akron (V),"Improve Water Storage Tank. Install TTHM Removal System, Upgrade Storage","2,900","$6,500,000",85,"$1,059,508,564",BGS,Annual
19945,Schoharie,VILLAGE OF SHARON SPRINGS / Sharon Springs (V),"Source water, WTP and distribution system improvements to address DBPs., Upgrade Water Treatment Plant, Upgrade Surface Water Source, Upgrade Distribution System",558,"$5,000,000",85,"$1,064,508,564",,Annual
18872,Herkimer,HERKIMER (V) / Herkimer (V),"Phase 2 (2nd Priority) Water System Improvements., New Ground Water Source, New Storage, Upgrade Distribution System","7,606","$20,597,940",85,"$1,085,106,504",BGS,Annual
19101,Montgomery,FORT PLAIN (V) / Fort Plain (V),"PFOS removal at Lincoln Street Wells, Upgrade Water Treatment Plant","2,250","$4,609,829",85,"$1,089,716,333",,Annual
19739,NY City,NEW YORK CITY / NYCMWFA,"3rd city tunnel, stage2 Bkln/Qns, shaft 17B-1 & 18B-1 [Phase 4 of DWSRF 18828)], New Transmission","8,271,000","$25,000,000",85,"$1,114,716,333",EQ,Annual
18367,Delaware,FISH'S EDDY WATER DISTRICT / Hancock (T),"Fish's Eddy Water District., New Ground Water Source, Upgrade Distribution System, New Water District",100,"$4,184,504",85,"$1,118,900,837",BGS,Annual
19954,Chautauqua,CHAUTAUQUA (T) / Chautauqua (T),"WD No. 1 Wooglin Sandalwood Areas Extension and WTP Improvement, Extend Water District",650,"$11,823,370",85,"$1,130,724,207",,Annual
20002,Schuyler,TOWN OF READING NEW WATER DISTRICT / Reading (T),"New Groundwater Source, Storage, and Distribution System to Provide Municpal to Residences on Private Wells., New Water District",250,"$10,288,670",85,"$1,141,012,877",,Annual
18430,Hamilton,BLUE MOUNTAIN LAKE WD / Indian Lake (T),"Upgrade Water Filtration Plant., Upgrade Surface Water Source",475,"$7,144,200",80,"$1,148,157,077",,Annual
19550,Livingston,AVON (V) / Avon (V),"Upgrade Water Tanks and Water Mains, Upgrade Distribution System","6,200","$4,828,640",80,"$1,152,985,717",,Annual
18863,Steuben,PAINTED POST VILLAGE / Painted Post (V),"Well upgrades and replacement of storage tank, Upgrade Ground Water Source, Upgrade Storage","1,842","$8,538,172",80,"$1,161,523,889",,Annual
19794,Franklin,BIRCH MOBILE HOME PARK / Birch Park MHP,"Installation of GAC for PFAS, new well, new disinfection, Upgrade Water Treatment Plant, New Ground Water Source",90,"$668,923",80,"$1,162,192,812",,Annual
19714,Suffolk,GREENLAWN WD / Greenlawn WD,"Wellhead Treatment for PFAS & VOCs at Well Nos 10 & 15, Upgrade Water Treatment Plant","42,000","$4,562,500",80,"$1,166,755,312",BEC,Annual
19485,Nassau,PORT WASHINGTON WD / Port Washington WD,"New GAC to remove PFAS contamination at Ricks Well 7, Upgrade Water Treatment Plant","30,000",$0,80,"$1,166,755,312",BEC,Annual
19369,Nassau,WILLISTON PARK (V) / Williston Park (V),"Well No.4 GAC PFAS treatment, Upgrade Water Treatment Plant","7,300","$8,681,870",80,"$1,175,437,182",BEC,Annual
19125,Ontario,RUSHVILLE (V) / Rushville (V),"WTP Improvements to address harmful algal blooms and cyanotoxins, Upgrade Water Treatment Plant","2,028","$1,500,000",80,"$1,176,937,182",BEC,Annual
18825,Lewis,COPENHAGEN (V) / Copenhagen (V),"Interconnection with Carthage / West Carthage - Source Capacity, Upgrade Water Treatment Plant",723,"$6,264,300",80,"$1,183,201,482",BGS,Annual
19750,Dutchess,QUAKER HILL WATER SYSTEM / DCWWA,"Quaker Hill WS Interconnection with Hyde Park Regional WS to resolve PFAS contamination at Quaker Hill., New Pump Station, New Inter-Connection",350,"$21,875,700",80,"$1,205,077,182",,Annual
19567,Rensselaer,TROY (C) / Troy (C),"Corrosion Control Treatment Optimization, Upgrade Water Treatment Plant","51,400","$16,070,000",80,"$1,221,147,182",BGS,Annual
18315,Fulton,GLOVERSVILLE (C) WATER WORKS / Gloversville (C),"New Storage, Upgrade Distribution System","17,991","$1,000,000",80,"$1,222,147,182",FMP,Annual
18535,Albany,WATERVLIET (C) / Watervliet (C),"Water System Improvements., Upgrade Water Treatment Plant, Upgrade Transmission","10,450",$0,80,"$1,222,147,182",,Annual
18967,Nassau,TOWN OF HEMPSTEAD WD / Hempstead (T),"1,4-dioxane treatment for Well No. 13 at Levittown WD, Upgrade Water Treatment Plant","110,000","$8,110,000",80,"$1,230,257,182",,Annual
19820,Schenectady,GLENVILLE (T) / Glenville (T),"Installation of GAC for PFAS removal., Upgrade Water Treatment Plant","16,000","$8,799,355",80,"$1,239,056,537",BEC,Annual
19937,Sullivan,MONTICELLO (V) / Monticello (V),"WTP upgrades (Trident, GAC, chemical), new looping mains, PS replacement, and tank replacement., Upgrade Water Treatment Plant, Upgrade Surface Water Source, Upgrade Storage, Upgrade Pump Station, Upgrade Distribution System","7,173","$20,724,000",80,"$1,259,780,537",,Annual
18128,Cayuga,WATER DISTRICT #2 / Sterling (T),"Proposed Water District #2., Extend Distribution System, New Water District",500,"$12,121,187",80,"$1,271,901,724",,Annual
18910,Oswego,VOLNEY (T) / Volney (T),"County Rt. 6 / Maple Ave Water Service Area Extension., New Distribution System",260,"$7,605,300",80,"$1,279,507,024",,Annual
19119,Jefferson,PHILADELPHIA (T) / Philadelphia (T),"New Proposed Water System, New Distribution System",183,"$6,787,746",80,"$1,286,294,770",BGS,Annual
18425,Jefferson,HOUNSFIELD WATER DISTRICT NO. 7 / Hounsfield (T),"WD #7., New Distribution System",40,$0,80,"$1,286,294,770",FMP,Annual
19527,Jefferson,BLACK RIVER (V) / Black River (V),"Distribution, Route 3 WTP, & New Source Improvements, New Ground Water Source, Upgrade Distribution System","4,170","$9,800,000",75,"$1,296,094,770",,Annual
19539,Wyoming,SHELDON-VARYSBURG WD / Sheldon (T),"Replacement of WM, Storage Tank, and New Wellhouse, Upgrade Storage, Upgrade Distribution System",350,"$2,697,570",75,"$1,298,792,340",,Annual
19780,Chautauqua,CASSADAGA (V) / Cassadaga (V),"New Well, Replace WM, Upgrade Telemetry, New Ground Water Source, Upgrade Distribution System","1,500","$8,836,370",75,"$1,307,628,710",BGS,Annual
19752,Allegany,BELMONT (V) / Belmont (V),"Improvements on Well Source, Water Treatment Plant and Watermains, Upgrade Water Treatment Plant, Upgrade Ground Water Source, Upgrade Distribution System","1,324","$8,712,667",75,"$1,316,341,377",,Annual
18839,Tompkins,NEWFIELD WATER DISTRICT / Newfield (T),"Phase 1 - Replacement of aged and undersized asbestos water main along Main Street & New GW Source, New Ground Water Source, Upgrade Distribution System","2,300","$7,119,751",75,"$1,323,461,128",BGS,Annual
18853,Jefferson,HOUNSFIELD WSA #8 / Hounsfield (T),"Water Service Area #8 to serve an area currently on individual wells., New Water District","1,250","$13,162,370",75,"$1,336,623,498",,Annual
19105,Westchester,MEADOWS AT CROSS RIVER / Meadow Water-Works Corp.,"Removal of sodium chloride and PFAS from water system, Upgrade Water Treatment Plant",630,"$952,750",70,"$1,337,576,248",,Annual
19146,Dutchess,TOWN WIDE INTERCONNECTED WDS / East Fishkill (T),"Installation of Ionization Media filters, interconnections within the Town's existing water districts, and development of new GW Sources to address PFOA/PFAS contamination, Upgrade Water Treatment Plant, New Ground Water Source, Upgrade Distribution","3,493","$16,728,197",70,"$1,354,304,445",,Annual
18131,Oneida,SAUQUOIT CONSOLIDATED WD (T/O/PARIS) / Paris (T),"Saquoit WD Upgrades., New Water Treatment Plant, New Ground Water Source, Upgrade Transmission","2,639","$5,250,000",70,"$1,359,554,445",,Annual
19902,Franklin,THAYER'S CORNERS WATER DISTRICT / Burke (T),"Water Main Replacement, new ground water well, New Ground Water Source, Upgrade Distribution System",160,"$1,483,200",70,"$1,361,037,645",,Annual
19645,Dutchess,SCHREIBER WATER WORKS / DCWWA,"New well and treatment for removal of gross alpha, radium, iron/manganese, and sulfate, New Water Treatment Plant, New Ground Water Source",80,"$4,653,540",70,"$1,365,691,185",,Annual
19947,Steuben,HAMMONDSPORT WATER SYSTEM / Hammondsport (V),"Water Treatment Plant upgrades, distribution system improvements, and the removal of Reservoir Hill Road tank. , Upgrade Water Treatment Plant, Upgrade Distribution System",725,"$20,408,420",70,"$1,386,099,605",,Annual
19365,Orange,NEWBURGH (C) / Newburgh (C),"Lead Service Line Inventory., Upgrade Distribution System","30,000","$968,000",70,"$1,387,067,605",BLSLR,Annual
19994,Rensselaer,TROY (C) / Troy (C),"Lead Service Line Inventory., Upgrade Distribution System","12,750","$3,517,000",70,"$1,390,584,605",,Annual
19660,Rensselaer,TROY (C) / Troy (C),"Lead service line replacement., Upgrade Distribution System","4,300","$12,823,000",70,"$1,403,407,605",BLSLR,Annual
19993,Rensselaer,TROY (C) / Troy (C),"Lead Service Line Replacement., Upgrade Distribution System","4,300","$19,580,000",70,"$1,422,987,605",,Annual
19992,Albany,ALBANY (C) / Albany MWFA,"Lead Service Line Replacement., Upgrade Distribution System","3,300","$14,175,102",70,"$1,437,162,708",,Annual
18877,Washington,NORTH GRANVILLE WD #1 / Granville (T),"Source development and disribution improvements for the North Granville WD., Upgrade Ground Water Source, Upgrade Distribution System",800,"$2,825,625",70,"$1,439,988,333",,Annual
19149,Chemung,WELLSBURG (V) / Wellsburg (V),"Tank decommissioning & replacements, distribution upgrades, new groundwater supply, New Ground Water Source, Upgrade Storage, Upgrade Storage, Upgrade Distribution System",580,"$7,520,030",70,"$1,447,508,363",,Annual
18322,Chemung,ELMIRA WATER BOARD / Elmira Water Board,"Elmira Refresh Initiative., Upgrade Transmission, Upgrade Distribution System","65,000","$6,043,913",70,"$1,453,552,276",BGS,Annual
19939,Wyoming,ATTICA (V) / Attica (V),"New Transmission Main and Service Extension, New Transmission","5,515","$7,130,000",70,"$1,460,682,276",,Annual
18321,Chautauqua,NORTH CHAUTAUQUA COUNTY REGIONAL / Chautauqua County,"North Chautauqua County Regional Water Project., New Water District","31,000",$0,70,"$1,460,682,276",FMP,Annual
19068,Chemung,HORSEHEADS VILLAGE / Horseheads (T),"Oak Hill Water District Extension, New Distribution System","11,530","$461,000",70,"$1,461,143,276",,Annual
19940,Chautauqua,SOUTH COUNTY WD / Chautauqua County,"New WD in the Towns of North Harmony and Chautauqua, New Water District","6,117","$31,250,000",70,"$1,492,393,276",,Annual
18704,St.Lawrence,POTSDAM (T) / Potsdam (T),"NYS Rt. 56 WD., New Distribution System, New Water District",305,"$10,565,000",70,"$1,502,958,276",BGS,Annual
19110,Rensselaer,POESTENKILL WD #2 / Poestenkill (T),"Creation of Poestenkill WD #2 to provide water to an area with PFAS contamination, New Water District",700,"$5,711,000",70,"$1,508,669,276",BEC,Annual
19774,St.Lawrence,BORDER WATER DISTRICT / Massena (T),"Border Water District Project, New Water District",583,"$11,330,000",70,"$1,519,999,276",BGS,Annual
19399,Chenango,SMITHVILLE (T) / Smithville (T),"Smithville Flats New Water System, New Ground Water Source",350,"$8,000,000",70,"$1,527,999,276",,Annual
19788,Allegany,WISCOY-ROSSBURG WD / Hume (T),"Wiscoy-Rossburg Water Service Area Extension, New Water District",235,"$6,946,320",70,"$1,534,945,596",,Annual
18917,Greene,ASHLAND WD / Ashland (T),"Ashland WD Extension Along NYS Rt. 23., Extend Distribution System",200,"$437,750",70,"$1,535,383,346",,Annual
19741,Westchester,SCOTTS CORNER WD / Pound Ridge (T),"Creation of the Scotts Corners WD to Serve Contaminated Private Wells, Consolidate Several Public Water Systems, and Address PFAS, New Water District",114,"$10,907,000",70,"$1,546,290,346",,Annual
19804,Orleans,BARRE (T) WD NO. 10 / Barre (T),"New WD No. 10, New Water District",75,"$2,708,000",70,"$1,548,998,346",BGS,Annual
19971,Putnam,HILL SPARROW MASTER ASSOCIATION / Hill Sparrow Master Assoc,"Treatment of PFAS, iron and manganese, Upgrade Water Treatment Plant",432,"$5,058,886",65,"$1,554,057,232",,Annual
19049,Westchester,KENSICO WATER DISTRICT / Mount Pleasant (T),"Kensico WD Storage Tank and Treatment Improvements, Upgrade Storage, Upgrade Distribution System","17,452","$9,221,695",65,"$1,563,278,927",,Annual
19946,Putnam,FLORIDAN ESTATES / Floradan Estates Inc.,"New treatment for PFOA/PFOS removal, new well, water main replacement., New Water Treatment Plant, New Ground Water Source, Upgrade Distribution System",340,"$4,150,000",65,"$1,567,428,927",,Annual
19537,Columbia,VALATIE (V) / Valatie (V),"New filtration and PFAS treatment facility., New Water Treatment Plant","2,000","$3,942,100",65,"$1,571,371,027",BEC,Annual
19831,Clinton,PLATTSBURGH (C) / Plattsburgh (C),"Phase 4 - New Production Well, rehab transmission main, WTP Upgrades, Upgrade Water Treatment Plant, New Ground Water Source, Upgrade Transmission","19,900","$8,810,000",65,"$1,580,181,027",,Annual
19171,Rockland,NYACK VILLAGE WATER SUPPLY / Nyack (V),"PFAS Treatment at Nyack Water Plant., New Other Expenses, New Other (OT)","14,700","$4,749,320",65,"$1,584,930,346",BEC,Annual
18523,Albany,ALBANY (C) / Albany MWFA,"Feura Bush WTP Upgrades., Upgrade Water Treatment Plant, Upgrade Storage","98,000",$0,65,"$1,584,930,346",FMP,Annual
19487,Clinton,PLATTSBURGH (C) / Plattsburgh (C),"Phase 3 - drinking water system upgrades. , Upgrade Water Treatment Plant, New Ground Water Source, Upgrade Transmission","19,840","$8,832,000",65,"$1,593,762,346",,Annual
18928,Oswego,PULASKI VILLAGE / Pulaski (V),"Replacement of aged and deteorating water main, Upgrade Distribution System",900,$0,65,"$1,593,762,346",FMP,Annual
19920,St.Lawrence,POTSDAM (V) / Potsdam (V),"WTP & Water Tower Improvements, Upgrade Water Treatment Plant, Upgrade Storage","8,507","$34,855,000",65,"$1,628,617,346",,Annual
19184,Chenango,BAINBRIDGE (V) / Bainbridge (V),"Water System Improvements - WM Replacement, New Well, Booster PS Improvements, New Ground Water Source, Upgrade Pump Station, Upgrade Distribution System","1,600","$7,455,600",65,"$1,636,072,946",,Annual
19793,St.Lawrence,GOUVERNEUR (V) / Gouverneur (V),"Improvements to portions of existing water distribution system., Upgrade Distribution System","1,550","$9,749,000",65,"$1,645,821,946",,Annual
18958,Otsego,VILLAGE OF OTEGO / Otego (V),"GW Source Development, WTP Resiliency, AC Pipe Replacement, Booster Station Replacement., Upgrade Water Treatment Plant, New Ground Water Source, Upgrade Distribution System","1,010",$0,65,"$1,645,821,946",BGS,Annual
18625,Steuben,ERWIN WELL NO. 7 / Erwin (T),"New Well No. 7. , New Ground Water Source","2,954","$2,149,133",65,"$1,647,971,079",,Annual
18900,Chenango,VILLAGE OF GREENE / Greene (V),"Phase 1 - Water main replacement, Upgrade Distribution System","1,800","$20,566,400",65,"$1,668,537,479",,Annual
18981,Clinton,MORRISONVILLE WD / Schuyler Falls (T),"Replacement of asbestos cement water main., Upgrade Distribution System","1,300","$5,729,375",65,"$1,674,266,854",,Annual
19249,Livingston,TOWN OF LIMA WD #5 / Lima (T),"Water District No. 5, New Water District",600,"$15,260,000",65,"$1,689,526,854",,Annual
19661,Chautauqua,POMFRET (T) / Pomfret (T),"North End WD Phase 3, New Water District","3,365","$11,575,000",65,"$1,701,101,854",,Annual
19952,Chautauqua,CHAUTAUQUA (T) / Chautauqua (T),"WD No. 2 Point Chautauqua Extension, Extend Water District",260,"$4,385,740",65,"$1,705,487,594",,Annual
19194,Yates,TOWN OF TORREY WATER DISTRICT NO.1 / Torrey (T),"New Water District No.1, New Water District",202,"$3,727,000",65,"$1,709,214,594",,Annual
19510,Jefferson,LORRAINE WATER DISTRICT NO. 1 / Lorraine (T),"Construction of WD No. 1, New Water District",160,"$4,435,000",65,"$1,713,649,594",BGS,Annual
19041,Orange,WALLKILL CONSOLIDATED WD #1 / Wallkill (T),"Rykowski Well Field Expansion and Water Treatment Plant Upgrades, Upgrade Water Treatment Plant, New Ground Water Source","18,500","$11,074,560",60,"$1,724,724,154",,Annual
19938,Orange,GREENWOOD LAKE (V) / Greenwood Lake (V),"PFAS Treatment, Upgrade Water Treatment Plant","3,000","$3,416,551",60,"$1,728,140,705",,Annual
19268,Orange,TAPPAN HILLS WD / Blooming Grove (T),"New Well, storage tank, disinfection for new well, New Water Treatment Plant, New Ground Water Source, Upgrade Storage",450,"$2,000,000",60,"$1,730,140,705",,Annual
19560,Orange,WALTON LAKE ESTATES WD / Chester (T),"Rehabilitation of two existing wells, upgrades to pump and water treatment, and install new raw watermain., New Water Treatment Plant, New Ground Water Source, Upgrade Distribution System",800,"$2,092,500",60,"$1,732,233,205",,Annual
18883,Oneida,ORISKANY FALLS VILLAGE / Oriskany Falls (V),"Booster pump station and water main upgrades on Cooper, College, and Cottage Streets, New Pump Station, Upgrade Distribution System, New Distribution System",682,"$1,300,000",60,"$1,733,533,205",,Annual
19191,Cayuga,LOCKE (T) WD / Locke (T),"New storage tank and well & Telemetry Upgrades at all facilities, New Ground Water Source, New Storage",600,"$5,707,567",60,"$1,739,240,772",,Annual
18743,Niagara,NORTH TONAWANDA (C) / North Tonawanda (C),"WTP Improvements., Upgrade Water Treatment Plant","31,568",$0,60,"$1,739,240,772",FMP,Annual
18631,Orange,NEWBURGH (C) / Newburgh (C),"Replacement of filter media and installation of SCADA system., Upgrade Water Treatment Plant","28,866",$0,60,"$1,739,240,772",FMP,Annual
19025,Orleans,ALBION VILLAGE / Albion (V),"Phase 2A and 2B WTP Improvements, Upgrade Water Treatment Plant, Upgrade Transmission, Upgrade Storage","6,000",$0,60,"$1,739,240,772",FMP,Annual
18896,Allegany,CUBA (V) / Cuba (V),"Water main replacement and improvements to well site and storage tanks., Upgrade Ground Water Source, Upgrade Storage, Upgrade Distribution System","1,500",$0,60,"$1,739,240,772",FMP,Annual
18282,Oswego,CLEVELAND VILLAGE / Cleveland (V),"Storage & Transmission Upgrades., New Ground Water Source, Upgrade Storage, Upgrade Distribution System",925,$0,60,"$1,739,240,772",FMP,Annual
18587,Niagara,NIAGARA FALLS WATER BOARD / Niagara Falls Water Board,"Beech Ave Storage Tank Replacement., Upgrade Storage","48,500","$15,240,000",60,"$1,754,480,772",,Annual
19432,Steuben,BATH (V) / Bath (V),"Replacement of Mt. Washington tank and Maple Heights tank, Upgrade Storage, Upgrade Distribution System","5,500","$8,500,000",60,"$1,762,980,772",,Annual
19211,Wayne,WOLCOTT (V) / Wolcott (V),"Village of Wolcott WTP Upgrades, Upgrade Water Treatment Plant","2,465","$8,400,000",60,"$1,771,380,772",,Annual
18809,Clinton,ROUSES POINT WATER DISTRICT / Rouses Point (V),"WTP Replacement with membrane microfiltration with raw water pump station. , New Water Treatment Plant, New Surface Water Source, New Pump Station","2,139","$10,000,000",60,"$1,781,380,772",,Annual
18751,Warren,NORTH CREEK WATER DISTRICT / Johnsburg (T),"New Storage tank to replace South Tank and Distribution System Upgrades., New Storage, Upgrade Pump Station, Upgrade Distribution System","1,000",$0,60,"$1,781,380,772",FMP,Annual
19213,Allegany,WELLSVILLE (V) / Wellsville (V),"Village-Wide Watermain Replacement, Upgrade Distribution System",900,"$6,828,000",60,"$1,788,208,772",,Annual
18299,Madison,DERUYTER (V) / DeRuyter (V),"Water Systems Improvements - Storage, WTP, and Watermain upgrades., Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Distribution System",643,"$3,646,335",60,"$1,791,855,107",,Annual
18858,Yates,DRESDEN (V) / Dresden (V),"System wide replacement of aged mains and appurtenances, installation of new main to loop dead ends., Upgrade Distribution System",600,"$7,984,160",60,"$1,799,839,267",,Annual
18835,Sullivan,NARROWSBURG WD / Tusten (T),"System-wide Infrastructure Upgrades., Upgrade Storage, Upgrade Distribution System",500,$0,60,"$1,799,839,267",FMP,Annual
18749,Oswego,MEXICO (V) / Mexico (V),"Storage and Distribution Upgrades., Upgrade Storage, Upgrade Distribution System","3,236","$2,500,000",60,"$1,802,339,267",FMP,Annual
18797,Sullivan,MELODY LAKE ACRES / Thompson (T),"Well No. 1 Upgrades and Replace storage tank, chlorination and corrosion control systems., Upgrade Water Treatment Plant",150,"$725,000",60,"$1,803,064,267",,Annual
18813,Cattaraugus,FRANKLINVILLE (V) / Franklinville (V),"South and North Wellhouse Improvements & Howard Street Water Main Replacement., Upgrade Ground Water Source, Upgrade Distribution System",728,$0,60,"$1,803,064,267",FMP,Annual
19544,Seneca,TOWN OF FAYETTE WD NO. 8 / Fayette (T),"WD No. 8 Phase 2, Extend Distribution System",450,"$7,514,000",60,"$1,810,578,267",,Annual
19988,Orleans,KENDALL (T) / Kendall (T),"Water Benefit Area #11, New Distribution System",356,"$12,109,275",60,"$1,822,687,542",,Annual
19104,Suffolk,SUFFOLK COUNTY WATER AUTHORITY / SCWA,"Connection of public water to residences in Calverton, Town of Brookhaven along South River road due to PFAS detection in private wells, Upgrade Distribution System","1,009,264",$0,60,"$1,822,687,542",BEC,Annual
19790,Genesee,PEMBROKE (T) WD NO. 4 / Pembroke (T),"New WD No. 4, New Water District",685,"$15,101,000",60,"$1,837,788,542",,Annual
19747,Madison,TOWN OF LINCOLN WATER DISTRICT NO. 1 / Lincoln (T),"Water District No. 1, New Water District",500,"$13,750,500",60,"$1,851,539,042",,Annual
20004,Seneca,EDWARDS ROAD WD / Waterloo (T),"Edwards, Brewer, and Packwood Rd Water District Extension To Serve Customers on Residential Wells, Extend Water District",342,"$4,943,000",60,"$1,856,482,042",,Annual
18932,Oswego,COUNTY RT. 57 / HUNTLEY RD WATER DISTRICT / Schroeppel (T),"County Route 57 / Huntley Road Water District., New Distribution System",253,"$5,502,875",60,"$1,861,984,917",,Annual
19773,Cayuga,MONTEZUMA WD 2 / Montezuma (T),"Expansion of water system, creation of Town's service area no. 2., Extend Distribution System",250,"$9,143,282",60,"$1,871,128,199",,Annual
19548,Wyoming,TOWN OF PERRY WD NO. 2 / Perry (T),"New WD No. 2, Upgrade Distribution System",215,"$6,360,734",60,"$1,877,488,933",,Annual
18765,Herkimer,TOWN OF FRANKFORT / Frankfort (T),"Center and Zolad Roads WD., New Distribution System, New Water District",170,"$1,365,000",60,"$1,878,853,933",,Annual
19998,Lewis,LOWVILLE (T) / Lowville (T),"New Water District along Markowski Rd., New Water District",80,"$4,063,350",60,"$1,882,917,283",,Annual
19501,Madison,WATER DISTRICT 14 / Lenox (T),"Water District 14 Waterline Extension, New Water District",50,"$1,100,000",60,"$1,884,017,283",,Annual
19192,Yates,WATER DISTRICT NO. 5 / Benton (T),"New Water District No.5, New Water District",39,"$1,144,000",60,"$1,885,161,283",,Annual
15616,Ulster,PORT EWEN WATER DISTRICT / Esopus (T),New Storage,"4,800",$0,55,"$1,885,161,283",FMP,Annual
19158,Ontario,TOWN OF BRISTOL WD NO. 1 / Bristol (T),"Day Road Tank Improvements to Address DBPs, Upgrade Storage","2,136","$333,720",55,"$1,885,495,003",,Annual
19040,Orange,MONROE WD NO. 8 / Monroe (T),"Water District No. 8 - New Groundwater Source Development, New Water Treatment Plant, New Ground Water Source",544,"$2,700,000",55,"$1,888,195,003",,Annual
19568,Putnam,KENT WD NO. 1 AND 2 / Kent (T),"Installation of Ion Exchange to remove PFAS, Upgrade Water Treatment Plant",480,"$1,004,000",55,"$1,889,199,003",,Annual
19496,Putnam,STARR RIDGE MANOR / Southeast (T),"Starr Ridge - Installation of GAC treatment to address PFAS contamination, Upgrade Water Treatment Plant",295,"$3,000,000",55,"$1,892,199,003",BEC,Annual
19495,Putnam,BIRCH HILL ACRES / Southeast (T),"Birch Hill Acres - Installation of GAC treatment to address PFAS contamination, Upgrade Water Treatment Plant",60,"$3,000,000",55,"$1,895,199,003",BEC,Annual
19740,NY City,NEW YORK CITY / NYCMWFA,"Kensico-Eastview Connection - Phase 3, Upgrade Transmission","8,271,000","$125,000,000",55,"$2,020,199,003",EQ,Annual
17301,Jefferson,ADAMS VILLAGE / Adams (V),"Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Distribution System","2,000",$0,55,"$2,020,199,003",FMP,Annual
19999,Oneida,DEANSBORO WATER DISTRICT / Marshall (T),"Developing New Source, Improvements to WTP, Tank, Transmission, Pump Station, Reservoir, and Controls, Upgrade Water Treatment Plant",450,"$2,419,000",55,"$2,022,618,003",,Annual
18822,Dutchess,WAPPINGERS FALLS (V) / Wappingers Falls (V),"New Greensand WTP for Mn Removal, New Water Treatment Plant, Upgrade Ground Water Source, Upgrade Storage","6,731","$3,042,840",55,"$2,025,660,843",,Annual
19957,Erie,AKRON (V) / Akron (V),"New WTP Filtration System and Building, Intake Pump, Backwash and Clearwell Tanks, Upgrade Water Treatment Plant","2,900","$11,350,000",55,"$2,037,010,843",,Annual
