Project #,County,System Name/Borrower,Description,Pop.,Project Cost,Score,Cumulative Total,CODES,List
17882,Fulton,BROADALBAN (V) / Broadalin (V),"Replace Aged Storage Tank, New Storage","1,500","$3,000,000",45,"$1,833,093,272",,Multi-Year
19436,Fulton,GLOVERSVILLE (C) WATER WORKS / Gloversville (C),"Lead service line replacement., Upgrade Distribution System","4,723","$12,209,763",40,"$1,845,303,035",,Multi-Year
19092,Fulton,NORTHAMPTON (T) / Northampton (T),"State Route 30 / Bridge Street Area Distribution Improvements, Upgrade Distribution System","2,670","$1,408,079",30,"$1,846,711,114",,Multi-Year
19790,Genesee,PEMBROKE (T) WD NO. 4 / Pembroke (T),"New WD No. 4, New Water District",685,"$15,101,000",60,"$1,861,812,114",,Multi-Year
19932,Genesee,ALEXANDER (T) / Alexander (T),"New Water District No.7, New Water District",179,"$15,759,000",50,"$1,877,571,114",,Multi-Year
19849,Genesee,STAFFORD (T) / Stafford (T),"Water District No. 14, New Distribution System",30,"$530,000",50,"$1,878,101,114",,Multi-Year
19619,Genesee,BATAVIA (C) / Batavia (C),"Lead Service Line Inventory, Upgrade Distribution System","15,600","$772,500",40,"$1,878,873,614",,Multi-Year
19776,Genesee,BATAVIA (C) / Batavia (C),"Replacement of WM on Walnut St, Upgrade Distribution System","15,600","$4,170,000",40,"$1,883,043,614",,Multi-Year
19221,Genesee,GENESEE COUNTY WATER SUPPLY / Genesee County,"Phase 3 Water Supply Project, Part 1. Funding Phase 1 of #19559. , New Distribution System","30,000","$50,800,000",35,"$1,933,843,614",,Multi-Year
19223,Genesee,GENESEE COUNTY WATER SUPPLY / Genesee County,"Phase 3 Water Supply Project, Part 3. Funding Phase 3 of #19559., New Distribution System","30,000","$55,680,000",35,"$1,989,523,614",,Multi-Year
19559,Genesee,GENESEE COUNTY WATER SUPPLY / Genesee County,"Phase 3 Water Supply Project., New Distribution System","30,000","$155,486,524",35,"$2,145,010,138",,Multi-Year
19862,Genesee,BATAVIA (C) / (C) Batavia,"Lead Service Line Replecement, Upgrade Distribution System","3,110","$10,744,805",35,"$2,155,754,943",,Multi-Year
19222,Genesee,GENESEE COUNTY WATER SUPPLY / Genesee County,"Phase 3 Water Supply Project, Part 2. Funding Phase 2 of #19559., New Distribution System","30,000","$46,520,000",35,"$2,202,274,943",,Multi-Year
19497,Genesee,GENESEE COUNTY WATER SUPPLY / Genesee County,"Phase 2 - Chlorination Booster Upgrades, Tank THM Treatment, and Transmission Upgrades, Upgrade Water Treatment Plant, Upgrade Transmission, Upgrade Storage","57,808","$2,812,000",30,"$2,205,086,943",,Multi-Year
18919,Genesee,MONROE COUNTY WA / Monroe County Water Authority,"1.5MG Tank Installation in Town of Pavilion., New Storage","8,820","$5,055,000",20,"$2,210,141,943",,Multi-Year
19649,Genesee,BATAVIA (T) / Batavia (T),"Pearl Street Rd, Asbestos Cement WM Replacement, Upgrade Distribution System","6,293","$3,675,900",20,"$2,213,817,843",,Multi-Year
15958,Greene,PRATTSVILLE WATER DISTRICT / Prattsville (T),"Adress organics violations and inadequate source capacity, New Ground Water Source",410,"$150,000",1155,"$2,213,967,843",,Multi-Year
19506,Greene,ATHENS (V) / Athens (V),"Surface Water Treatment Plant Rehabilitation, Upgrade Surface Water Treatment Rule Compliance Facility","1,586",$0,1095,"$2,213,967,843",,Multi-Year
18764,Greene,CATSKILL (V) / Catskill (V),"WTP improvements to control DBPs and replace water mains on Main Street. , Upgrade Water Treatment Plant, Upgrade Distribution System","4,081",$0,1090,"$2,213,967,843",,Multi-Year
18917,Greene,ASHLAND WD / Ashland (T),"Ashland WD Extension Along NYS Rt. 23., Extend Distribution System",200,"$437,750",70,"$2,214,405,593",,Multi-Year
19733,Greene,CATSKILL (V) / Catskill (V),"Lead Service Line Replacement., Upgrade Distribution System","5,000","$355,150",40,"$2,214,760,743",,Multi-Year
19629,Greene,CATSKILL (V) / Catskill (V),"Lead Service Line Inventory., Upgrade Distribution System","5,000","$1,272,369",40,"$2,216,033,112",,Multi-Year
19579,Greene,SLEEPY HOLLOW LAKE WATER COMPANY / Sleepy Hollow Lake APO,"Sleepy Hollow Lake WTP Upgrades, Upgrade Water Treatment Plant","2,460","$8,376,498",40,"$2,224,409,610",,Multi-Year
19832,Greene,CATSKILL (V) / Catskill (V),"Replacement of approximately 4,685 LF of Watermain, Upgrade Distribution System","3,833","$5,000,000",35,"$2,229,409,610",,Multi-Year
19815,Greene,COXSACKIE (V) / Coxsackie (V),"Lead Service Line Replacement., Upgrade Distribution System",210,"$1,294,945",30,"$2,230,704,555",,Multi-Year
19106,Greene,TANNERSVILLE (V) / Tannersville (V),"Emergency Water Storage Tank Replacement, Upgrade Storage",600,"$400,000",30,"$2,231,104,555",,Multi-Year
19808,Greene,COXSACKIE (V) / Coxsackie (V),"Lead Service Line Inventory., Upgrade Distribution System","1,300","$41,450",30,"$2,231,146,005",,Multi-Year
18430,Hamilton,BLUE MOUNTAIN LAKE WD / Indian Lake (T),"Upgrade Water Filtration Plant., Upgrade Surface Water Source",475,"$7,144,200",80,"$2,238,290,205",,Multi-Year
19094,Hamilton,SPECULATOR (V) / Speculator (V),"Elm Lake Road Water Main Replacement and Transmission Upgrades, Upgrade Transmission, Upgrade Distribution System",408,"$2,200,000",35,"$2,240,490,205",,Multi-Year
19260,Hamilton,LONG LAKE WD / Long Lake (T),"Rehab and replace existing Distribution System, well upgrades, WTP upgrades., Upgrade Ground Water Source, Upgrade Distribution System",800,"$46,350,000",35,"$2,286,840,205",,Multi-Year
18563,Herkimer,ILION (V) WATER WORKS / Ilion (V),"Medium Priority Distribution Imprvts and Eastern Mohawk Valley Regional Trans Main Connection. Related to Project #18897., Upgrade Distribution System, New System Consolidation","8,610",$0,1145,"$2,286,840,205",,Multi-Year
18715,Herkimer,FRANKFORT (V) WATER WORKS / Frankfort (V),"Distribution System Improvements and Eastern Mohawk Valley Regional Trans Main Connection. Related to Project #18897., New Transmission, Upgrade Distribution System, New System Consolidation","2,995",$0,1090,"$2,286,840,205",,Multi-Year
17422,Herkimer,"HERKIMER (T), WD NO. 3 / Herkimer (T)","New Storage, New Pump Station, Distribution System Improvements., New Storage, New Pump Station, Upgrade Distribution System",320,$0,1080,"$2,286,840,205",,Multi-Year
19425,Herkimer,ILION (V) WATER WORKS / Ilion (V),"Lead service line inventory., Upgrade Distribution System","7,646",$0,1045,"$2,286,840,205",,Multi-Year
19368,Herkimer,LITTLE FALLS (C) / Little Falls (C),"Lead service line inventory., Upgrade Distribution System","4,605",$0,1040,"$2,286,840,205",,Multi-Year
18860,Herkimer,HERKIMER (V) / Herkimer (V),"High Priority System Upgrades and Eastern Mohawk Valley Regional Trans Main Connection. Related to Project #18897., Upgrade Storage, Upgrade Distribution System, New Inter-Connection","7,606","$17,498,670",125,"$2,304,338,875",,Multi-Year
18711,Herkimer,EAST SCHUYLER WD / Schuyler (T),"New Distribution System and Eastern Mohawk Valley Regional Trans Main Connection. Related to Project #18897., New Transmission, New Distribution System, New System Consolidation",816,"$7,391,280",105,"$2,311,730,155",,Multi-Year
18897,Herkimer,HERKIMER COUNTY INDUSTRIAL DEV AGENCY / Herkimer County IDA,"Eastern Mohawk Valley Regional Transmission Main. Related to projects Nos. 18715, 18716, 18860, 18563, 18711., New Transmission","22,000","$16,620,000",100,"$2,328,350,155",,Multi-Year
18716,Herkimer,WEST HERKIMER WD EXT NO. 1 / Herkimer (T),"WD Ext 1 and Eastern Mohawk Valley Regional Trans Main Connection. Related to Project #18897., New Transmission, New Distribution System, New System Consolidation",150,"$1,839,580",95,"$2,330,189,735",,Multi-Year
18872,Herkimer,HERKIMER (V) / Herkimer (V),"Phase 2 (2nd Priority) Water System Improvements., New Ground Water Source, New Storage, Upgrade Distribution System","7,606","$20,597,940",85,"$2,350,787,675",,Multi-Year
18765,Herkimer,TOWN OF FRANKFORT / Frankfort (T),"Center and Zolad Roads WD., New Distribution System, New Water District",170,"$1,365,000",60,"$2,352,152,675",,Multi-Year
19261,Herkimer,LITTLE FALLS (C) / Little Falls (C),"Distribution system improvements, WTP improvements, Spruce Lake Dam Rehabilitation., Upgrade Water Treatment Plant, Upgrade Distribution System","4,946","$48,357,000",55,"$2,400,509,675",,Multi-Year
17048,Herkimer,DOLGEVILLE (V) / Dolgeville (V),"Manheim Elevated Storage Tank., New Storage","2,452","$5,830,000",55,"$2,406,339,675",,Multi-Year
19424,Herkimer,HERKIMER (V) / Herkimer (V),"Lead service line replacement., Upgrade Distribution System","7,500","$13,208,720",45,"$2,419,548,395",,Multi-Year
19426,Herkimer,ILION (V) WATER WORKS / Ilion (V),"Lead service line replacement., Upgrade Distribution System","7,646","$4,071,590",45,"$2,423,619,985",,Multi-Year
19423,Herkimer,HERKIMER (V) / Herkimer (V),"Lead service line inventory., Upgrade Distribution System","7,500","$801,340",45,"$2,424,421,325",,Multi-Year
19990,Herkimer,LITTLE FALLS (C) / Little Falls (C),"Lead Service Line Replacement., Upgrade Distribution System","3,340","$9,541,000",40,"$2,433,962,325",,Multi-Year
19446,Herkimer,DOLGEVILLE (V) / Dolgeville (V),"Lead service line inventory., Upgrade Distribution System","2,042","$352,260",35,"$2,434,314,585",,Multi-Year
19422,Herkimer,FRANKFORT (V) / Frankfort (V),"Lead service line replacement., Upgrade Distribution System","2,502","$551,050",35,"$2,434,865,635",,Multi-Year
19989,Herkimer,FRANKFORT (T) / Frankfort (T),"Lead Service Line Inventory., Upgrade Distribution System","1,493","$403,400",20,"$2,435,269,035",,Multi-Year
18173,Jefferson,BROWNVILLE (T) / Brownville (T),"(T) Brownville WD#2., New Distribution System",424,$0,1095,"$2,435,269,035",,Multi-Year
18126,Jefferson,BROWNVILLE (V) / Brownville (V),"Replace Severely Aged Distribution Mains and Tank., New Storage, Upgrade Distribution System","2,200",$0,1085,"$2,435,269,035",,Multi-Year
18936,Jefferson,ALEXANDRIA VILLAGE / Alexandria Bay (V),"WTP upgrades and water main replacement., Upgrade Water Treatment Plant, Upgrade Distribution System","1,900",$0,1070,"$2,435,269,035",,Multi-Year
16339,Jefferson,WELLESLEY ISLAND WATER CORP. / Wellesley Island Water Corp.,"New Water Treatment Plant, New Surface Water Source",548,"$6,354,590",140,"$2,441,623,625",,Multi-Year
19140,Jefferson,WATERTOWN WD #3 & #4 / Watertown (T),"System Water Looping to address disinfection byproducts and consolidate Northland Estates and Pine Meadows PWS, Upgrade Distribution System",660,"$10,135,200",105,"$2,451,758,825",,Multi-Year
18911,Jefferson,LERAY TOWN WD 2 / LeRay (T),"Consolidated Water District Extension along NYS Rt. 11 and former WD #3. Carey Well improvements, New Ground Water Source, Upgrade Distribution System, New Distribution System","2,500","$4,000,000",100,"$2,455,758,825",,Multi-Year
19240,Jefferson,WEST CARTHAGE (V) / West Carthage (V),"New storage tanks, distribution & transmission improvements, WTP improvements, Upgrade Water Treatment Plant, Upgrade Transmission, New Storage, Upgrade Distribution System","5,016","$21,945,180",100,"$2,477,704,005",,Multi-Year
17978,Jefferson,NORTHEAST WATER DISTRICT / Watertown (T),"New Northeast Water District, New Water District",550,"$8,085,000",100,"$2,485,789,005",,Multi-Year
19154,Jefferson,WATERTOWN (C) / Watertown (C),"WTP Upgrades to address DBPs, Upgrade Water Treatment Plant","65,000","$58,300,000",95,"$2,544,089,005",,Multi-Year
18097,Jefferson,CLAYTON VILLAGE / Clayton (V),"Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Pump Station, Upgrade Distribution System","2,100",$0,90,"$2,544,089,005",,Multi-Year
19119,Jefferson,PHILADELPHIA (T) / Philadelphia (T),"New Proposed Water System, New Distribution System",183,"$6,787,746",80,"$2,550,876,751",,Multi-Year
18425,Jefferson,HOUNSFIELD WATER DISTRICT NO. 7 / Hounsfield (T),"WD #7., New Distribution System",40,$0,80,"$2,550,876,751",,Multi-Year
18853,Jefferson,HOUNSFIELD WSA #8 / Hounsfield (T),"Water Service Area #8 to serve an area currently on individual wells., New Water District","1,250","$13,162,370",75,"$2,564,039,121",,Multi-Year
19527,Jefferson,BLACK RIVER (V) / Black River (V),"Distribution, Route 3 WTP, & New Source Improvements, New Ground Water Source, Upgrade Distribution System","4,170","$9,800,000",75,"$2,573,839,121",,Multi-Year
18180,Jefferson,CAPE VINCENT (T) WD#7 / Cape Vincent (T),"New Water District #7, New Water District",495,"$8,334,000",65,"$2,582,173,121",,Multi-Year
19510,Jefferson,LORRAINE WATER DISTRICT NO. 1 / Lorraine (T),"Construction of WD No. 1, New Water District",160,"$4,435,000",65,"$2,586,608,121",,Multi-Year
17301,Jefferson,ADAMS VILLAGE / Adams (V),"Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Distribution System","2,000",$0,55,"$2,586,608,121",,Multi-Year
19981,Jefferson,CAPE VINCENT (T) WD#9 / Cape Vincent (T),"New Water District No. 9, New Water District",72,"$8,334,300",55,"$2,594,942,421",,Multi-Year
18232,Jefferson,ADAMS VILLAGE / Adams (V),"Upgrade Ground Water Source, Upgrade Distribution System","2,000",$0,55,"$2,594,942,421",,Multi-Year
19159,Jefferson,SACKETS HARBOR (V) / Sackets Harbor (V),"E. Main St., E. Washington St., etc. Watermain Replacement, Upgrade Distribution System","1,503","$3,190,000",50,"$2,598,132,421",,Multi-Year
19910,Jefferson,WATERTOWN (C) / Watertown (C),"New 5 MG storage tank to replace existing tank, and partial transmission replacement, Upgrade Transmission, Upgrade Storage","65,000","$28,793,000",45,"$2,626,925,421",,Multi-Year
18175,Jefferson,SACKETS HARBOR VILLAGE / Sackets Harbor (V),"Replace existing intake piping and crib., Upgrade Surface Water Source, Upgrade Transmission","1,300",$0,45,"$2,626,925,421",,Multi-Year
18927,Jefferson,ADAMS (V) / Adams (V),"Water main and water meter replacement, Upgrade Distribution System","3,300","$6,162,490",45,"$2,633,087,911",,Multi-Year
19542,Jefferson,DEXTER (V) / Dexter (V),"Route 180 Water Line Replacement, Upgrade Distribution System","1,004","$3,071,975",45,"$2,636,159,886",,Multi-Year
19528,Jefferson,PAMELIA CONSOLIDATED WD NO. 1 / Pamelia (T),"Water Main Replacement and Chlorine Booster Station, Upgrade Other Expenses, Upgrade Distribution System, Upgrade Other (OT)","2,350","$8,786,000",45,"$2,644,945,886",,Multi-Year
18884,Jefferson,HOUNSFIELD WATER SYSTEM / Hounsfield (T),"NYS Rt 3 Corridor Upgrades., New Transmission, Upgrade Transmission, Upgrade Storage, Upgrade Distribution System","1,250",$0,40,"$2,644,945,886",,Multi-Year
19143,Jefferson,CLAYTON (V) / Clayton (V),"Water Main Replacement and New Raw Water Intake Line and Screen, Upgrade Distribution System","2,732",$0,40,"$2,644,945,886",,Multi-Year
18329,Jefferson,CHAUMONT VILLAGE / Chaumont (V),"Upgrade Transmission, Upgrade Distribution System",625,$0,35,"$2,644,945,886",,Multi-Year
19985,Jefferson,DEVELOPMENT AUTH OF NORTH COUNTRY / DANC,"Army Water Line Replacement - Phase 2, Upgrade Inter-Connection","40,237","$15,185,000",30,"$2,660,130,886",,Multi-Year
19461,Jefferson,ADAMS (V) / Adams (V),"Lead service line inventory., Upgrade Distribution System","1,775","$519,120",30,"$2,660,650,006",,Multi-Year
19521,Lewis,PORT LEYDEN (V) / Port Leyden (V),"Water System Improvements, Upgrade Water Treatment Plant, Upgrade Distribution System",704,$0,1095,"$2,660,650,006",,Multi-Year
18548,Lewis,HAMLET OF GLENFIELD WATER DISTRIBUTION S / Martinsburg (T),"Improvements to the existing water system including replacing the original water distribution system., Upgrade Distribution System",231,"$1,500,000",1080,"$2,662,150,006",,Multi-Year
18579,Lewis,TOWN OF DIANA WATER DISTRICT / Diana (T),"Upgrade Wells 1 and 3, Distribution Looping and New Water Meters., Upgrade Ground Water Source, Upgrade Distribution System",618,$0,1060,"$2,662,150,006",,Multi-Year
19802,Lewis,LYONSDALE (T) / Lyonsdale (T),"Replacement and extension of Lyonsdale (T) Water District No. 1., New Water District",783,"$5,871,000",115,"$2,668,021,006",,Multi-Year
19760,Lewis,CROGHAN (V) / Croghan (V),"Water System Improvements Project, Upgrade Transmission, Upgrade Distribution System, New Water District",900,"$10,197,000",110,"$2,678,218,006",,Multi-Year
19517,Lewis,TURIN (V) / Turin (V),"Water Main Replacement and Water Storage Tank Replacement, Upgrade Storage, Upgrade Distribution System",300,"$6,952,500",100,"$2,685,170,506",,Multi-Year
18756,Lewis,CONSTABLEVILLE (V) / Constableville (V),"Watermain replacement, raw water transmission main replacement, spring storage basin repair/upgrades., Upgrade Transmission, Upgrade Distribution System",310,"$13,600,000",95,"$2,698,770,506",,Multi-Year
18825,Lewis,COPENHAGEN (V) / Copenhagen (V),"Interconnection with Carthage / West Carthage - Source Capacity, Upgrade Water Treatment Plant",723,"$6,264,300",80,"$2,705,034,806",,Multi-Year
19998,Lewis,LOWVILLE (T) / Lowville (T),"New Water District along Markowski Rd., New Water District",80,"$4,063,350",60,"$2,709,098,156",,Multi-Year
19984,Lewis,LYONS FALLS (V) / Lyons Falls (V),"Water Distribution System improvements., Upgrade Distribution System",708,"$10,300,000",55,"$2,719,398,156",,Multi-Year
18735,Lewis,CASTORLAND (V) / Castorland (V),"Denmark Storage Tank Replacement., New Storage",365,"$915,000",45,"$2,720,313,156",,Multi-Year
19464,Lewis,PORT LEYDEN (V) / Port Leyden (V),"Lead service line inventory., Upgrade Distribution System",820,"$301,778",40,"$2,720,614,934",,Multi-Year
19877,Lewis,CROGHAN (V) / Croghan (V),"Lead service line inventory., Upgrade Distribution System",900,"$267,800",35,"$2,720,882,734",,Multi-Year
18746,Livingston,LIVINGSTON COUNTY WSA / Livingston County WSA,"Disinfection byproduct removal, new meters and SCADA, storage tank replacement, system consolidation., Upgrade Storage, Upgrade Distribution System, New System Consolidation","7,975","$2,750,000",1105,"$2,723,632,734",,Multi-Year
19225,Livingston,LIVINGSTON COUNTY WSA / Livingston County WSA,"Leicester/York Water Supply; Expansion to Communities Impacted by AKZO Salt Mine, Extend Distribution System","33,200","$35,800,000",140,"$2,759,432,734",,Multi-Year
19550,Livingston,AVON (V) / Avon (V),"Upgrade Water Tanks and Water Mains, Upgrade Distribution System","6,200","$4,828,640",80,"$2,764,261,374",,Multi-Year
19249,Livingston,TOWN OF LIMA WD #5 / Lima (T),"Water District No. 5, New Water District",600,"$15,260,000",65,"$2,779,521,374",,Multi-Year
19896,Livingston,LIVONIA (T) / Livonia (T),"Central Livonia WD, New Water District","1,100","$11,815,900",55,"$2,791,337,274",,Multi-Year
19428,Livingston,GROVELAND (T) / Groveland (T),"Water District No. 1, New Water District",350,"$9,100,000",55,"$2,800,437,274",,Multi-Year
19546,Livingston,GENESEO (T) / Geneseo (T),"Legacy WM Replacement - Crossett Rd., NYS Rts 63, 39 and 20A, Upgrade Distribution System",108,"$3,708,000",45,"$2,804,145,274",,Multi-Year
19969,Livingston,AVON (V) / Avon (V),"Replacement of transmission main and appurtenances., Upgrade Distribution System","6,220","$2,907,000",40,"$2,807,052,274",,Multi-Year
19549,Livingston,GENESEO (V) / Geneseo (V),"Replace WM approx 3,300 LF on Oak and Second Streets, Upgrade Distribution System",240,"$2,037,550",35,"$2,809,089,824",,Multi-Year
19658,Livingston,LEICESTER (T) / Leicester (T),"Replace Water Storage Tank, Upgrade Storage",625,"$1,560,000",30,"$2,810,649,824",,Multi-Year
19070,Livingston,YORK (T) / York (T),"Flat Road Pump Station Upgrades, Upgrade Pump Station","2,700","$1,300,000",30,"$2,811,949,824",,Multi-Year
19121,Livingston,AVON TOWN WATER DISTRICT / Avon (T),"Townwide Water Main Replacement and Tank Improvements, Upgrade Storage, Upgrade Distribution System","3,000","$8,577,750",25,"$2,820,527,574",,Multi-Year
18609,Livingston,LEICESTER (V) / Leicester (V),"Replacement of WM on South Pkwy, Pleasant St, & Maple Ln, Upgrade Distribution System",440,"$1,246,000",20,"$2,821,773,574",,Multi-Year
19747,Madison,TOWN OF LINCOLN WATER DISTRICT NO. 1 / Lincoln (T),"Water District No. 1, New Water District",500,"$13,750,500",60,"$2,835,524,074",,Multi-Year
18299,Madison,DERUYTER (V) / DeRuyter (V),"Water Systems Improvements - Storage, WTP, and Watermain upgrades., Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Distribution System",643,"$3,646,335",60,"$2,839,170,409",,Multi-Year
19501,Madison,WATER DISTRICT 14 / Lenox (T),"Water District 14 Waterline Extension, New Water District",50,"$1,100,000",60,"$2,840,270,409",,Multi-Year
18859,Madison,WHITELAW WD / Sullivan (T),"Whitelaw WD - Extend water service to areas served by private wells., New Water District",180,"$5,960,000",50,"$2,846,230,409",,Multi-Year
19343,Madison,ONEIDA (C) / Oneida (C),"Improvements to Glenmore Dam, New Surface Water Source","20,156","$13,940,000",40,"$2,860,170,409",,Multi-Year
19289,Madison,ONEIDA (C) / Oneida (C),"Lake St Pump Station Improvements., Upgrade Pump Station","21,832","$1,916,000",40,"$2,862,086,409",,Multi-Year
18829,Madison,ONEIDA (C) / Oneida (C),"Construction of a new clear well, and rehab existing clear well at Glenmore WTP., Upgrade Storage","20,516","$3,357,800",40,"$2,865,444,209",,Multi-Year
19113,Madison,O-WE-RA POINT WATER SUPPLY / Owera Water Works Transport,"Intallation of iron treatment system and other upgrades to aged infrastructure, New Water Treatment Plant, Upgrade Pump Station",100,"$484,100",35,"$2,865,928,309",,Multi-Year
19202,Madison,HAMILTON (V) / Hamilton (V),"NY Rt. 12B Water Main Replacement, new hydrants, valves and services, Upgrade Distribution System","4,017","$6,446,770",30,"$2,872,375,079",,Multi-Year
19310,Madison,MOUNT PLEASANT WD / Cazenovia (T),"Mount Pleasant WD Watermain Replacement, Upgrade Distribution System",60,"$750,000",15,"$2,873,125,079",,Multi-Year
18213,Monroe,ROCHESTER CITY / Rochester (C),"Cover Highland Reservoir, Upgrade Storage","214,000","$7,200,000",105,"$2,880,325,079",,Multi-Year
19777,Monroe,BROCKPORT (V) / Brockport (V),"Replacement of Watermains and Appurtenances on Various Areas, Upgrade Distribution System","7,300","$10,266,010",55,"$2,890,591,089",,Multi-Year
19835,Monroe,PARMA (T) / Parma (T),"Town of Parma Water Improvement Benefit Area No. 1, New Distribution System",213,"$3,435,037",50,"$2,894,026,126",,Multi-Year
19216,Monroe,ROCHESTER CITY / Rochester (C),"Hemlock Filtration Plant Filter Rehabilitation Project - Underdrain and Media Replacement, Upgrade Water Treatment Plant","214,000","$2,260,300",45,"$2,896,286,426",,Multi-Year
19313,Monroe,ROCHESTER CITY / Rochester (C),"Cleaning & lining of approximately 22,000lf of main and 175 LSL replacements, Upgrade Distribution System","214,000","$2,750,000",40,"$2,899,036,426",,Multi-Year
19895,Monroe,ROCHESTER (C) / Rochester (c),"Lead Service Line Replacement, Upgrade Distribution System","13,000","$24,000,000",40,"$2,923,036,426",,Multi-Year
19844,Monroe,ROCHESTER (C) / Rochester (C),"2025 Watermain Cleaning & Lining LSLR, Upgrade Distribution System","3,000","$8,334,000",40,"$2,931,370,426",,Multi-Year
19663,Monroe,ROCHESTER (C) / Rochester (C),"2023-24 WM Cleaning and Lining and Lead Service Line Replacement, Upgrade Distribution System","4,000","$8,333,000",40,"$2,939,703,426",,Multi-Year
18421,Monroe,MONROE COUNTY WATER AUTHORITY / Monroe County WA,Upgrade Water Treatment Plant,"650,000","$3,000,000",40,"$2,942,703,426",,Multi-Year
18485,Monroe,ROCHESTER CITY / Rochester (C),"Scottrville Road Water Main Replacement., Upgrade Distribution System","214,000","$2,200,000",40,"$2,944,903,426",,Multi-Year
19806,Monroe,ROCHESTER (C) / Rochester (C),"Lead Service Line Replacement, Upgrade Distribution System","12,000","$24,000,000",40,"$2,968,903,426",,Multi-Year
19908,Monroe,ROCH & GEN VALLEY RR MUSEUM / Roch & Gen Valley RR Museum,"Extension of MCWA system to serve Rochester & Genesee Valley Railroad Museum, New System Consolidation",20,"$176,000",30,"$2,969,079,426",,Multi-Year
18926,Monroe,MONROE COUNTY WATER AUTHORITY / Monroe County WA,"Installation of emergency scrubber for chlorine gas treatment., Upgrade Other Expenses, Upgrade Other (OT)","200,000","$300,000",25,"$2,969,379,426",,Multi-Year
19494,Monroe,MONROE COUNTY WATER AUTHORITY / Monroe County WA,"Shoremont WTP - Replacement of GAC media to remove PFOA/PFOS, Upgrade Water Treatment Plant","400,000","$3,050,000",25,"$2,972,429,426",,Multi-Year
19397,Monroe,MONROE COUNTY WATER AUTH / Monroe County WA,"Lead Service Line Inventory., Upgrade Distribution System","558,818","$25,390,000",25,"$2,997,819,426",,Multi-Year
19214,Monroe,MONROE COUNTY WATER AUTHORITY / Monroe County WA,"Glen Iris Dr. Watermain Replacement, Upgrade Distribution System",120,"$498,520",20,"$2,998,317,946",,Multi-Year
18448,Montgomery,FONDA (V) WATER WORKS / Fonda (V),"Water system improvements, Upgrade Surface Water Treatment Rule Compliance Facility, Upgrade Transmission, Upgrade Storage","1,080",$0,1095,"$2,998,317,946",,Multi-Year
19545,Montgomery,FLORIDA (T) / Florida (T),"Fort Hunter Extenstion & Tank Improvements for DBPs, Upgrade Storage, Extend Distribution System",432,"$8,111,250",105,"$3,006,429,196",,Multi-Year
19101,Montgomery,FORT PLAIN (V) / Fort Plain (V),"PFOS removal at Lincoln Street Wells, Upgrade Water Treatment Plant","2,250","$4,609,829",85,"$3,011,039,025",,Multi-Year
19556,Montgomery,ST JOHNSVILLE (V) / St. Johnsville (V),"Disinfection Upgrades, Tank Rehab, Monroe St. Main Replacement, Upgrade Storage, Upgrade Distribution System","1,643","$3,048,800",55,"$3,014,087,825",,Multi-Year
18412,Montgomery,CANAJOHARIE (V) WATER WORKS / Canajoharie (V),"Storage tank replacement; storage tank rehabilitation; distribution upgrades, New Storage, Upgrade Storage, Upgrade Distribution System","2,300",$0,50,"$3,014,087,825",,Multi-Year
19640,Montgomery,CANAJOHARIE (V) / Canajoharie (V),"Lead service line inventory., Upgrade Distribution System","2,300","$558,962",40,"$3,014,646,787",,Multi-Year
19639,Montgomery,ST. JOHNSVILLE (V) / St. Johnsville (V),"Lead service line inventory., Upgrade Distribution System",648,"$340,537",40,"$3,014,987,324",,Multi-Year
18894,Montgomery,PALATINE BRIDGE (V) WATER WORKS / Palatine Bridge (V),"Rt. 5 Watermain Replacement., Upgrade Distribution System",890,"$495,500",35,"$3,015,482,824",,Multi-Year
19337,Nassau,PORT WASHINGTON WD / Port Washington WD,"Installation of GAC treatment to remove PFAS at Hewlett Well No. 4, Upgrade Water Treatment Plant","30,000",$0,1080,"$3,015,482,824",,Multi-Year
18965,Nassau,TOWN OF HEMPSTEAD WD / Hempstead (T),"1,4-dioxane, PFOA/PFOS, and nitrate treatment for Well Nos. 1A & 2A at Levittown WD, Upgrade Water Treatment Plant","110,000","$6,001,000",130,"$3,021,483,824",,Multi-Year
18670,Nassau,HEMPSTEAD (V) / Hempstead (V),"1,4-dioxane and PFAS removal at Clinton Street Plant, Upgrade Water Treatment Plant, Upgrade Storage","56,000","$53,266,504",90,"$3,074,750,328",,Multi-Year
19859,Nassau,GLEN COVE (C) / Glen Cove (C),"Install GAC to remove PFAS at Nancy Court Well Station., Upgrade Water Treatment Plant","28,365","$10,892,857",80,"$3,085,643,185",,Multi-Year
19665,Nassau,MANHASSET LAKEVILLE WD / Manhasset Lakeville WD,"Installation of GAC Treatment for PFAS at Manhasset Lakeville WD Campbell Well No. 1, Upgrade Water Treatment Plant","43,000","$4,720,000",80,"$3,090,363,185",,Multi-Year
18849,Nassau,HICKSVILLE WD / Hicksville WD,"Plant 5 AOP treatment of 1,4-dioxane, PFOA and PFOS., Upgrade Other Expenses, New Water Treatment Plant, Upgrade Other (OT)","47,810","$9,419,000",80,"$3,099,782,185",,Multi-Year
