Project.Number,County,System Name,Borrower,Description,Pop.,Project Cost,Score,Cumulative Total,Code
18877,Washington,NORTH GRANVILLE WD #1,Granville (T),"Source development and distribution improvements for the North Granville WD., Upgrade Ground Water Source, Upgrade Distribution System",800,2825625,70,1088121491,
18322,Chemung,ELMIRA WATER BOARD,Elmira Water Board,"Elmira Refresh Initiative., Upgrade Transmission, Upgrade Distribution System",65000,6043913,70,1094165404,BGS
18321,Chautauqua,NCCRWP,Chautauqua County,"North Chautauqua County Regional Water Project., New Water District",31000,0,70,1094165404,FMP
19068,Chemung,HORSEHEADS VILLAGE,Horseheads (T),"Oak Hill Water District Extension, New Distribution System",11530,461000,70,1094626404,
18016,Steuben,WD #3,Campbell (T),"Serve private contaminated/poor yielding wells., Extend Water District",1025,908687,70,1095535091,
19110,Rensselaer,POESTENKILL WD #2,Poestenkill (T),"Creation of Poestenkill WD #2 to provide water to an area with PFAS contamination, New Water District",700,5711000,70,1101246091,BEC
18524,Saratoga,MALTAVILLE WATER DISTRICT,Malta (T),"Maltaville WD., New Water District",450,3636724,70,1104882815,
19145,St. Lawrence,MASSENA (T),Massena (T),"Proposed Service Area No. 1, New Water District",350,9270000,70,1114152815,BGS
19399,Chenango,SMITHVILLE (T),Smithville (T),"Smithville Flats New Water System, New Ground Water Source",350,8000000,70,1122152815,
18199,St. Lawrence,COOK STREET WD,Norfolk (T),Extend Distribution System,300,1122000,70,1123274815,
18917,Greene,ASHLAND WD,Ashland (T),"Ashland WD Extension Along NYS Rt. 23., Extend Distribution System",200,437750,70,1123712565,
19049,Westchester,KENSICO WATER DISTRICT,Mount Pleasant (T),"Kensico WD Storage Tank and Treatment Improvements, Upgrade Storage, Upgrade Distribution System",17452,9221695,65,1132934260,
19537,Columbia,VALATIE (V),Valatie (V),"New filtration and PFAS treatment facility., New Water Treatment Plant",2000,3942100,65,1136876360,
19171,Rockland,NYACK VILLAGE WATER SUPPLY,Nyack (V),"PFAS Treatment at Nyack Water Plant., New Other Expenses, New Other (OT)",14700,4749320,65,1141625679,BEC
18523,Albany,ALBANY CITY,Albany MWFA,"Feura Bush WTP Upgrades., Upgrade Water Treatment Plant, Upgrade Storage",101082,0,65,1141625679,FMP
19487,Clinton,PLATTSBURGH (C),Plattsburgh (C),"Phase 3 - drinking water system upgrades., Upgrade Water Treatment Plant, New Ground Water Source, Upgrade Transmission",19840,8832000,65,1150457679,
18540,Chautauqua,WD 2 EXT 1 NORTH & WTP RELOCATION,Chautauqua (T),"New Surface Water Treatment Rule Compliance Facility, Extend Transmission, Extend Distribution System",230,5125280,65,1155582959,
19184,Chenango,BAINBRIDGE (V),Bainbridge (V),"Water System Improvements - WM Replacement, New Well, Booster PS Improvements, New Ground Water Source, Upgrade Pump Station, Upgrade Distribution System",1600,7455600,65,1163038559,
18958,Otsego,VILLAGE OF OTEGO,Otego (V),"GW Source Development, WTP Resiliency, AC Pipe Replacement, Booster Station Replacement., Upgrade Water Treatment Plant, New Ground Water Source, Upgrade Distribution System",1010,6899315,65,1169937874,
18981,Clinton,MORRISONVILLE WD,Schuyler Falls (T),"Replacement of asbestos cement water main., Upgrade Distribution System",1300,5729375,65,1175667249,
19203,Ontario,MARBLETOWN-WHITE RD. WD,Phelps (T),"White Road WD Extension and Watermain Replacement, Upgrade Distribution System, Extend Water District",80,604776,65,1176272025,
18853,Jefferson,HOUNSFIELD WSA #8,Hounsfield (T),"Water Service Area #8 to serve an area currently on individual wells., New Water District",1250,13162370,65,1189434395,
19247,Chautauqua,POMFRET (T),Pomfret (T),"North End WD Phase 2, New Distribution System",1200,22263450,65,1211697845,
19194,Yates,TOWN OF TORREY WATER DISTRICT NO.1,Torrey (T),"New Water District No.1, New Water District",202,3727000,65,1215424845,
19510,Jefferson,WD NO. 1,Lorraine (T),"Construction of WD No. 1, New Water District",160,4435000,65,1219859845,
18893,Westchester,OAKRIDGE WATER DISTRICT,Lewisboro (T),"Addition of GAC for PFAS removal., Upgrade Water Treatment Plant",892,2000000,60,1221859845,
17548,Albany,MENANDS VILLAGE,Menands (V),"Upgrade Pump Station, Upgrade Distribution System",3900,6936000,60,1228795845,
19146,Dutchess,PINEWOOD KNOLLS WATER DISTRICT,East Fishkill (T),"Provide interconnections within the Town's existing water districts and develop new GW Sources to address PFOA/PFAS contamination, New Ground Water Source, Upgrade Distribution System",265,11183599,60,1239979444,
18133,Delaware,BOVINA CENTER WATER DIST. NO 1,Bovina (T),New Ground Water Source,142,657000,60,1240636444,
18821,Columbia,GREENPORT WD NO1,Greenport (T),"Source, Treatment and Distribution System Improvements., Upgrade Water Treatment Plant, Upgrade Ground Water Source, Upgrade Pump Station, Upgrade Distribution System",4050,6228500,60,1246864944,
18883,Oneida,ORISKANY FALLS VILLAGE,Oriskany Falls (V),"Booster pump station and water main upgrades on Cooper, College, and Cottage Streets, New Pump Station, Upgrade Distribution System, New Distribution System",682,1300000,60,1248164944,
18516,Steuben,GREENWOOD WATER DISTRICT,Greenwood (T),"New Fe/Mn Removal Treatment., New Water Treatment Plant, Upgrade Storage",330,856356,60,1249021300,
19326,Dutchess,AMENIA WATER DISTRICT NO 1,Amenia (T),"Lead Service Line Inventory., Upgrade Distribution System",1005,481000,60,1249502300,BLSLR
18743,Niagara,NORTH TONAWANDA CITY,North Tonawanda (C),"WTP Improvements., Upgrade Water Treatment Plant",33262,0,60,1249502300,FMP
18631,Orange,NEWBURGH CITY,Newburgh (C),"Replacement of filter media and installation of SCADA system., Upgrade Water Treatment Plant",28000,0,60,1249502300,FMP
19025,Orleans,ALBION VILLAGE,Albion (V),"Phase 2A and 2B WTP Improvements, Upgrade Water Treatment Plant, Upgrade Transmission, Upgrade Storage",6000,7855059,60,1257357359,
18896,Allegany,CUBA (V),Cuba (V),"Water main replacement and improvements to well site and storage tanks., Upgrade Ground Water Source, Upgrade Storage, Upgrade Distribution System",1500,7373770,60,1264731129,
18282,Oswego,CLEVELAND VILLAGE,Cleveland (V),"Storage & Transmission Upgrades., New Ground Water Source, Upgrade Storage, Upgrade Distribution System",925,0,60,1264731129,FMP
18587,Niagara,NIAGARA FALLS WATER BOARD,Niagara Falls Water Board,"Beech Ave Storage Tank Replacement., Upgrade Storage",48500,15240000,60,1279971129,
19211,Wayne,WOLCOTT (V),Wolcott (V),"Village of Wolcott WTP Upgrades, Upgrade Water Treatment Plant",2465,8400000,60,1288371129,
18126,Jefferson,BROWNVILLE (V),Brownville (V),"Replace Severely Aged Distribution Mains and Tank., New Storage, Upgrade Distribution System",2200,18948500,60,1307319629,
18751,Warren,NORTH CREEK WATER DISTRICT,Johnsburg (T),"New Storage tank to replace South Tank and Distribution System Upgrades., New Storage, Upgrade Pump Station, Upgrade Distribution System",1000,0,60,1307319629,FMP
18825,Lewis,COPENHAGEN (V),Copenhagen (V),"Woodbattle Road WTP and wells Rehabilitation., Upgrade Water Treatment Plant",1000,1134000,60,1308453629,
19213,Allegany,WELLSVILLE (V),Wellsville (V),"Village-Wide Watermain Replacement, Upgrade Distribution System",900,5166480,60,1313620109,
19521,Lewis,PORT LEYDEN (V),Port Leyden (V),"Water System Improvements, Upgrade Water Treatment Plant, Upgrade Distribution System",704,10197000,60,1323817109,
18579,Lewis,TOWN OF DIANA WATER DISTRICT,Diana (T),"Upgrade Wells 1 and 3, Distribution Looping and New Water Meters., Upgrade Ground Water Source, Upgrade Distribution System",618,6180000,60,1329997109,
19149,Chemung,WELLSBURG (V),Wellsburg (V),"Tank decommissioning & replacements, distribution upgrades, new emergency ground supply, New Ground Water Source, Upgrade Storage, Upgrade Distribution System",580,6536623,60,1336533732,
18835,Sullivan,NARROWSBURG WD,Tusten (T),"System-wide Infrastructure Upgrades., Upgrade Storage, Upgrade Distribution System",500,7635000,60,1344168732,
18890,Chemung,MILLPORT (V),Millport (V),"New Well and Upgrade Tank, Meters, and Telemetry., New Other Expenses, Upgrade Ground Water Source, Upgrade Storage, New Other (OT)",292,1604100,60,1345772832,
18797,Sullivan,MELODY LAKE ACRES,Thompson (T),"Well No. 1 Upgrades and Replace storage tank, chlorination and corrosion control systems., Upgrade Water Treatment Plant",150,725000,60,1346497832,
18813,Cattaraugus,FRANKLINVILLE VILLAGE,Franklinville (V),"South and North Wellhouse Improvements & Howard Street Water Main Replacement., Upgrade Ground Water Source, Upgrade Distribution System",1760,6000000,60,1352497832,
18198,Chenango,OXFORD VILLAGE,Oxford (V),"Upgrades to valve vault, distribution & transmission mains., Upgrade Transmission, Upgrade Distribution System",1738,0,60,1352497832,FMP
18812,Rensselaer,BATTISTI WATER DISTRICT NO. 10,Schodack (T),"Batisti WD No. 10. , Upgrade Distribution System, New System Consolidation, New Water District",130,2432000,60,1354929832,
19544,Seneca,TOWN OF FAYETTE WD NO. 8,Fayette (T),"WD No. 8 Phase 2, Extend Distribution System",450,1854000,60,1356783832,
19541,Onondaga,ROUTE 11A WATER DISTRICT,Tully (T),"Route 11A WD Improvement Project, Upgrade Water District",164,3694000,60,1360477832,
19104,Suffolk,SUFFOLK COUNTY WATER AUTHORITY,SCWA,"Connection of public water to residences in Calverton, Town of Brookhaven along South River road due to PFAS detection in private wells, Upgrade Distribution System",1009264,6850000,60,1367327832,BEC
18930,Oswego,WATER SERVICE AREA #6,Mexico (T),"Provide public water to Water Service Area #6, New Distribution System",479,549170,60,1367877002,
18932,Oswego,COUNTY RT. 57 / HUNTLEY RD WATER DISTRICT,Schroeppel (T),"County Route 57 / Huntley Road Water District., New Distribution System",253,2879571,60,1370756573,
19548,Wyoming,TOWN OF PERRY WD NO. 2,Perry (T),"New WD No. 2, Upgrade Distribution System",215,6360734,60,1377117307,
18765,Herkimer,FRANKFORT (T),Frankfort (T),"Center and Zolad Roads WD., New Distribution System, New Water District",150,1365000,60,1378482307,
19501,Madison,WATER DISTRICT 14,Lenox (T),"Water District 14 Waterline Extension, New Water District",50,1100000,60,1379582307,
19192,Yates,WATER DISTRICT NO. 5,Benton (T),"New Water District No.5, New Water District",39,1144000,60,1380726307,
15616,Ulster,PORT EWEN WATER DISTRICT,Esopus (T),New Storage,4800,0,55,1380726307,FMP
19158,Ontario,TOWN OF BRISTOL WD NO. 1,Bristol (T),"Day Road Tank Improvements to Address DBPs, Upgrade Storage",2136,203786,55,1380930092,
19420,Dutchess,GREENFIELD WATER DISTRICT,DCWWA,"Interconnection of Greenfields Water System to Hyde Park Regional Water System to address PFAS contamination, Upgrade Water Treatment Plant, New Pump Station, New Inter-Connection",1050,13617622,55,1394547714,BEC
19568,Putnam,KENT WD NO. 1 AND 2,Kent (T),"Installation of Ion Exchange to remove PFAS and replacement of two wells and a storage tank, Upgrade Water Treatment Plant, Upgrade Ground Water Source, Upgrade Storage",636,2482300,55,1397030014,
19496,Putnam,STARR RIDGE MANOR,Southeast (T),"Installation of GAC treatment system to address PFAS contamination, Upgrade Water Treatment Plant",295,2000000,55,1399030014,BEC
19495,Putnam,BIRCH HILL ACRES,Southeast (T),"Installation of GAC treatment system to address PFAS contamination, Upgrade Water Treatment Plant",60,1200000,55,1400230014,BEC
19107,NY City,NEW YORK CITY-CATSKILL,DELAWARE SYSTEM / NYCMWFA,"Kensico-Eastview Connection - Phase 1, Upgrade Transmission",6552718,50000000,55,1450230014,
18659,Albany,WESTERLO WD 1,Westerlo (T),"Aeration for DBP treatment at well sources, Upgrade Water Treatment Plant",265,200000,55,1450430014,
17301,Jefferson,ADAMS VILLAGE,Adams (V),"Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Distribution System",2000,0,55,1450430014,FMP
18822,Dutchess,WAPPINGERS FALLS (V),Wappingers Falls (V),"New Greensand WTP for Mn Removal, New Water Treatment Plant, Upgrade Ground Water Source, Upgrade Storage",6500,3042840,55,1453472854,
16236,Dutchess,RED HOOK VILLAGE,Red Hook (V),"New Ground Water Source, Upgrade Ground Water Source, New Storage, Upgrade Distribution System",2214,0,55,1453472854,FMP
18814,Otsego,EDMESTON (T),Edmeston (T),"Treatment and Distribution System Improvements., Upgrade Water Treatment Plant, Upgrade Distribution System",900,9647000,55,1463119854,
18585,Rensselaer,PETERSBURGH WATER DISTRICT,Petersburgh (T),"Address PFAS, Develop Additional GW Source, Storage and Distribution Improvements., Upgrade Water Treatment Plant, New Ground Water Source, Upgrade Storage, Upgrade Distribution System",240,0,55,1463119854,FMP
19267,Franklin,MALONE V,Malone (V),"New production well, trans. main, upgrades well buildings, WTP and water meters. , Upgrade Water Treatment Plant, New Ground Water Source, Upgrade Transmission",13000,8681872,55,1471801726,
18069,Madison,HAMILTON VILLAGE,Hamilton (V),"New Redundant Source., New Ground Water Source, Upgrade Distribution System",3904,3872800,55,1475674526,
19046,Delaware,DELHI (V),Delhi (V),"Distribution, Storage, & Pump Station Upgrades, Upgrade Storage, Upgrade Pump Station, Upgrade Distribution System",3833,6500000,55,1482174526,
18622,Allegany,ALFRED VILLAGE WATER SUPPLY,Alfred (V),"Upgrade Transmission, Upgrade Storage, Upgrade Pump Station, Upgrade Distribution System",3500,0,55,1482174526,FMP
18232,Jefferson,ADAMS VILLAGE,Adams (V),"Upgrade Ground Water Source, Upgrade Distribution System",2000,0,55,1482174526,FMP
19133,Cayuga,WEEDSPORT (V),Weedsport (V),"Water Systems Improvements, Upgrade Storage, Upgrade Distribution System",1945,22008000,55,1504182526,
19574,Steuben,PRATTSBURGH WD,Prattsburgh (T),"Water distribution system improvements , Upgrade Other Expenses, Upgrade Storage, Upgrade Distribution System, Upgrade Other (OT)",594,7107000,55,1511289526,
19243,Steuben,COHOCTON (T),Cohocton (T),"Tank rehab, distribution upgrades and looping, well house improvements, Upgrade Ground Water Source, Upgrade Storage, Upgrade Distribution System",485,3759150,55,1515048676,
19165,Onondaga,SYRACUSE CITY,Syracuse (C),"Guilford, Brookford and Westminster Booster Pump Station Replacement, New Pump Station",192000,3707200,55,1518755876,
19056,Niagara,NIAGARA FALLS WATER BOARD,Niagara Falls Water Board,"Water Main Replacement and WTP Upgrades, Upgrade Water Treatment Plant, Upgrade Distribution System",55593,10025000,55,1528780876,
18995,Rensselaer,TROY (C) PWS,Troy (C),"Phase 2 (North Section) RW Transmsission Main., Upgrade Transmission",51400,2000000,55,1530780876,FMP
17867,Rensselaer,TROY CITY PWS,Troy (C),"Replace raw water transmission mains between Tomhannock and Troy WTP., Upgrade Transmission",49170,0,55,1530780876,FMP
18208,Orange,KIRYAS JOEL VILLAGE,Kiryas Joel (V),"Interconnection NYC Aqueduct, Water Filtration Plant, Transmission main., Upgrade Water Treatment Plant, New Transmission, New Inter-Connection",21750,0,55,1530780876,FMP
18856,Allegany,WELLSVILLE VILLAGE PUBLIC WATER,Wellsville (V),"Replacement of WTP pumps and controls, meters, and aged water mains., Upgrade Water Treatment Plant, Upgrade Distribution System",5700,1596912,55,1532377788,
19232,Wayne,CLYDE (V),Clyde (V),"New vertical turbine pumps, new well houses, treatment improvements, emergency backup power, Upgrade Water Treatment Plant, Upgrade Ground Water Source",2269,1659000,55,1534036788,
18809,Clinton,ROUSES POINT WATER DISTRICT,Rouses Point (V),"WTP Replacement with membrane microfiltration with raw water pump station. , New Water Treatment Plant, New Surface Water Source, New Pump Station",2139,10000000,55,1544036788,
15902,Steuben,ADDISON VILLAGE,Addison (V),"Main replacement & looping, new High Street Tank, wellhouse VFD improvements, Upgrade Ground Water Source, Upgrade Storage, Upgrade Distribution System",1797,1690000,55,1545726788,
19515,Oswego,OSWEGO (C),Oswego (C),"Ellen St. and Gardiner Hill HSZ Interconnect, and rehab Gardiner Hill Tank, Upgrade Storage, Upgrade Distribution System",1700,11200000,55,1556926788,
19512,Columbia,KINDERHOOK (T),Kinderhook (T),"Watermain replacement and extension, New Distribution System, Upgrade Distribution System",600,2266000,55,1559192788,
18534,Onondaga,SKYRIDGE/SALT SPRINGS JOINT PROJECT,Manlius (T) | Skyridge WD,"Salt Springs WD Joint Water Project., New System Consolidation, New Water District",100,11227000,55,1570419788,
18737,Chemung,BIG FLATS WD #4,Big Flats (T),"Smith Valley and Ponderosa Drive Extension., Extend Distribution System",231,2277534,55,1572697322,
19188,Oswego,TOWN OF CONSTANTIA WD NO. 3,Constantia (T),"Water District 3 formation w/ new DI mains, valves, and services, New Water District",140,3230080,55,1575927402,
19036,Ontario,GORHAM TOWN WD,Gorham (T),"Comprehensive WTP Improvements, Upgrade Water Treatment Plant, Upgrade Pump Station",4500,0,50,1575927402,FMP
19527,Jefferson,BLACK RIVER (V),Black River (V),"Distribution, Maple St. Well, & New Source Improvements, New Ground Water Source, Upgrade Distribution System",4170,18200000,50,1594127402,
18869,Essex,KEENE WD,Keene (T),"WD #2. New redundant well and upgrades to well building., New Ground Water Source",165,5025999,50,1599153401,
18007,Cortland,MARATHON VILLAGE,Marathon (V),"New Storage, New Pump Station, Upgrade Distribution System",1107,2947345,50,1602100746,
17787,Schoharie,SCHOHARIE VILLAGE,Schoharie (V),"Water System Improvements., Upgrade Water Treatment Plant, Upgrade Storage, New Pump Station, Upgrade Distribution System",1030,0,50,1602100746,FMP
19262,Warren,CHESTERTOWN WD,Chester (T),"New well, upgrade distribution system, replace AC pipe, New Ground Water Source, Upgrade Distribution System",750,2947000,50,1605047746,
18305,Onondaga,OCWA,Onondaga County Water Auth.,"Lake Ontario Water Treatment Plant Improvements Phase 3 - Clearwells., Upgrade Water Treatment Plant",256000,33250000,50,1638297746,
18979,Schenectady,SCHENECTADY CITY WATER WORKS,Schenectady (C),"Phase 1 Rice Road Source and WTP Improvements, New Ground Water Source",61821,7775470,50,1646073216,
16069,Suffolk,RIVERHEAD WD,Riverhead (T),"Construction of Replacement Production Well, Upgrade Water Treatment Plant, Upgrade Ground Water Source",28000,2754000,50,1648827216,
18058,Ulster,KINGSTON (CITY) WATER DISTRICT,City of Kingston Water Dep.,"Replacement of Mink Hollow Raw Water Intake, Upgrade Other Expenses, Upgrade Other (OT)",24000,0,50,1648827216,FMP
18906,Wyoming,ARCADE VILLAGE,Arcade (V),"Hamlet of Sandusky Water System Improvements, Upgrade Storage, Upgrade Distribution System",2400,4617490,50,1653444706,
19253,Franklin,CHATEAUGAY (V),Chateaugay (T),"Replacing spring house with new wells, water meters, and distribution work., New Ground Water Source, Upgrade Distribution System",1100,22911278,50,1676355984,
18386,Clinton,REDFORD WATER DISTRICT,Saranac (T),"Upgrade Ground Water Source, Upgrade Storage, Upgrade Distribution System",486,1984430,50,1678340414,
19379,Delaware,ANDES (T),Andes (T),"Installation of two wells, new treatment process, connection to distribution system, line existing reservoir, Upgrade Water Treatment Plant, Upgrade Surface Water Source, New Ground Water Source",350,2588550,50,1680928964,
18706,Onondaga,SYRACUSE CITY,Syracuse (C),"Intake No. 2 Extension., Upgrade Surface Water Source",192000,14011500,50,1694940464,
18428,Oswego,OSWEGO CITY,Oswego (C),"McCaffrey WTP Upgrades., Upgrade Water Treatment Plant",29400,750000,50,1695690464,FMP
19013,Nassau,GARDEN CITY (V),Garden City (V),"Well No. 9 - AOP/GAC treatment for 1,4-dioxane and PFOA/PFOS removal, Upgrade Water Treatment Plant",25000,7200000,50,1702890464,
18294,Niagara,LOCKPORT CITY WTP,Lockport (C),Upgrade Transmission,22279,0,50,1702890464,FMP
19519,Yates,PENN YAN (V),Penn Yan (V),"Upgrades to WTP to improve water quality and system reliability, Upgrade Water Treatment Plant, Upgrade Storage",8159,5610000,50,1708500464,
18759,Orleans,ALBION VILLAGE,Albion (V),"Improvements to the existing WTP, and pump station, and replacement of aged transmission main., Upgrade Water Treatment Plant, Upgrade Transmission, Upgrade Pump Station",6000,0,50,1708500464,FMP
18820,Steuben,BATH (V),Bath (V),"W. Washington, Liberty, Geneva, W. Morris St, E Steuben Distribution Improvements, Upgrade Distribution System",5500,11834000,50,1720334464,
18332,Saratoga,SOUTH GLENS FALLS VILLAGE,South Glens Falls (V),"Rehabilitate Storage Tank; New GAC for PFOA/PFOS Removal., Upgrade Storage, Upgrade Distribution System",3700,2000000,50,1722334464,FMP
18565,Steuben,CANISTEO VILLAGE,Canisteo (V),"Replace critical sections of the water main within the Village's distribution system, and upgrades to storage tank and meters., Upgrade Storage, Upgrade Distribution System",2320,0,50,1722334464,FMP
18412,Montgomery,CANAJOHARIE (V) WATER WORKS,Canajoharie (V),"Storage tank replacement; storage tank rehabilitation; distribution upgrades, New Storage, Upgrade Storage, Upgrade Distribution System",2300,0,50,1722334464,FMP
19553,Erie,WEST SENECA (T),West Seneca (T),"ECWA Connection/Conversion, Extend Distribution System, Upgrade Distribution System",1968,10327707,50,1732662171,
18206,Cortland,CORTLAND (C),Cortland (C),"Clinton Avenue Distribution System Upgrade, Upgrade Distribution System",20095,2009463,50,1734671634,
19488,Fulton,GLOVERSVILLE (C),Gloversville (C),"Water Meter Replacement project, Upgrade Other Expenses, Upgrade Other (OT)",15300,1350000,50,1736021634,
18671,Nassau,HEMPSTEAD (V),Hempstead (V),"1,4-dioxane Treatment at Laurel Ave Plant (Well Nos. 7 and 9), Upgrade Water Treatment Plant",56000,6263074,50,1742284708,
19533,Oswego,PARISH (V),Parish (V),"New Village Municipal Water System, New Water District",534,13047010,50,1755331718,
17058,Jefferson,HOUNSFIELD WD 2,Hounsfield (T),Extend Distribution System,500,794439,50,1756126157,
19193,Yates,TOWN OF BENTON WATER DISTRICT NO.6,Benton (T),"New Water District No.6, New Water District",450,26889000,50,1783015157,
18047,Genesee,RTE 98 WD,Batavia (T),"New Water District to serve areas East and West of Rte. 98, New Water District",318,5322464,50,1788337621,
18859,Madison,WHITELAW WD,Sullivan (T),"Whitelaw WD - Extend water service to areas served by private wells, New Water District",180,5960000,50,1794297621,
18045,Genesee,CREEK RD. WD,Batavia (T),New Water District,136,1407623,50,1795705244,
18046,Genesee,PRATT RD. WD,Batavia (T),New Water District,55,1067974,50,1796773218,
19425,Herkimer,ILION (V),Ilion (V),"Lead service line inventory, Upgrade Distribution System",7646,1077380,45,1797850598,BLSLR
19426,Herkimer,ILION (V),Ilion (V),"Lead service line replacement, Upgrade Distribution System",7646,4071590,45,1801922188,BLSLR
19423,Herkimer,HERKIMER (V),Herkimer (V),"Lead service line inventory, Upgrade Distribution System",7500,801340,45,1802723528,BLSLR
19424,Herkimer,HERKIMER (V),Herkimer (V),"Lead service line replacement, Upgrade Distribution System",7500,13208720,45,1815932248,BLSLR
19370,Orange,WARWICK (V),Warwick (V),"Lead Service Line Inventory, Upgrade Distribution System",6652,575770,45,1816508018,BLSLR
18918,Dutchess,RHINEBECK VILLAGE WATER,Rhinebeck (V),"Upgrade Water Treatment Plant, Upgrade Storage",4300,6649680,45,1823157698,
19131,Erie,ECWA DIRECT,Erie County Water Authority,"Rehabilitation of Filters 1 through 4 - Van de Water WTP, Upgrade Water Treatment Plant",228869,28706700,45,1851864398,
18458,Washington,FORT EDWARD VILLAGE,Fort Edward (V),"Hill Storage Tank Replacement and Upgrade PS and Distribution, New Storage, Upgrade Pump Station, Upgrade Distribution System",3150,0,45,1851864398,FMP
19555,Saratoga,SCHUYLERVILLE-VICTORY WATER BOARD,Schuylerville-Victory WB,"Joint Water System Improvements, Upgrade Water Treatment Plant, Upgrade Distribution System",2200,9187900,45,1861052298,
17974,Steuben,SOUTH CORNING VILLAGE,South Corning (V),"Upgrade Storage, Upgrade Distribution System",1147,0,45,1861052298,FMP
18026,Tioga,CANDOR VILLAGE WATER DEPT.,Candor (V),"Upgrade Storage, Upgrade Distribution System",1020,3047237,45,1864099535,
19118,Erie,ECWA DIRECT,Erie County Water Authority,"Replacement of the Van de Water Raw Water Pumping System, Upgrade Pump Station",228869,14280000,45,1878379535,
18572,Albany,COHOES CITY,Cohoes (C),"WTP Improvements Phase I, Upgrade Water Treatment Plant",15550,9609256,45,1887988791,
18984,Albany,COHOES CITY,Cohoes (C),"Phase 2 WTP Upgrades, Upgrade Water Treatment Plant",15550,9738811,45,1897727602,
18444,Schenectady,SCOTIA VILLAGE WATER WORKS,Scotia (V),"Water System Improvements, Upgrade Ground Water Source, Upgrade Storage, Upgrade Distribution System",9500,3000000,45,1900727602,
18927,Jefferson,VILLAGE OF ADAMS,Adams (V),"Water main and water meter replacement, Upgrade Distribution System",3300,6162490,45,1906890092,
19588,Saratoga,CORINTH (V),Corinth (V),"Replace/Repair WTP Pumps, Replace water main along Main St, Hill Ave and Heath Ave, Upgrade Water Treatment Plant, Upgrade Distribution System",3000,14996000,45,1921886092,
19186,Tompkins,TRUMANSBURG (V),Trumansburg (V),"Village-Wide Storage, Treatment, and Pump Station Upgrades, Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Pump Station",2300,3884000,45,1925770092,
18052,Jefferson,CAPE VINCENT VILLAGE,Cape Vincent (V),Upgrade Water Treatment Plant,1500,3200000,45,1928970092,
18522,Chenango,NEW BERLIN VILLAGE,New Berlin (V),"Distribution, source, and storage improvements, Upgrade Ground Water Source, Upgrade Storage, Upgrade Distribution System",1500,4877339,45,1933847431,
18175,Jefferson,SACKETS HARBOR VILLAGE,Sackets Harbor (V),"Replace existing intake piping and crib, Upgrade Surface Water Source, Upgrade Transmission",1300,0,45,1933847431,FMP
19514,St.Lawrence,TOWN OF EDWARDS WD NO.1,Edwards (T),"Well No.2 Improvements, Upgrade Surface Water Source",465,800000,45,1934647431,
18913,Onondaga,ONONDAGA COUNTY WATER AUTHORITY,Onondaga County Water Auth,"Replacement of Solvay Potable Water Pump Station, New Pump Station",340000,2000000,45,1936647431,
18929,Oneida,MOHAWK VALLEY WATER AUTHORITY,MVWA,"Hanger Zone Tank Reconfiguration and main replacement, New Storage, Upgrade Storage, Upgrade Distribution System",130000,14700000,45,1951347431,
18997,Nassau,HICKSVILLE WD,Hicksville Water District,"Plant No. 6 - AOP/GAC treatment for 1,4-dioxane and PFOA/PFOS removal, Upgrade Water Treatment Plant",47810,12296000,45,1963643431,BEC
18507,Ulster,KINGSTON (CITY) WATER DISTRICT,Kingston (C),"Phase 2 transmission main and SCADA rehabilitation, Upgrade Transmission, Upgrade Distribution System",24000,0,45,1963643431,FMP
19278,Fulton,GLOVERSVILLE (C) WATER WORKS,Gloversville Water Works,"New Transmission Main and upgrades to the distribution system, New Transmission, Upgrade Distribution System",17991,5309551,45,1968952982,
19153,Otsego,ONEONTA CITY,Oneonta (C),"Distribution and Storage Improvements, Upgrade Storage, Upgrade Distribution System",15779,12525830,45,1981478812,
18767,Chemung,HORSEHEADS VILLAGE,Horseheads (V),"Upgrade water mains and appurtenances in Ridge Road, Number Street and Center Street areas, Upgrade Distribution System",11530,0,45,1981478812,FMP
18614,Greene,CATSKILL VILLAGE,Catskill (V),"Storage, Distribution, and Booster Pump Improvements, New Storage, New Pump Station, Upgrade Distribution System",8000,5270000,45,1986748812,
18830,Dutchess,WAPPINGERS FALLS VILLAGE,Wappingers Falls (V),"Interconnection between Wappingers Falls (V) and Wappinger (T), New Inter-Connection",6000,1440252,45,1988189064,
18406,Wyoming,WARSAW VILLAGE,Warsaw (V),"Upgrade Water Treatment Plant, Upgrade Distribution System",3850,4988250,45,1993177314,
18087,Oswego,PULASKI VILLAGE,Pulaski (V),Upgrade Distribution System,2398,18849810,45,2012027124,
19505,Delaware,MARGARETVILLE (V),Margaretville (V),"Hospital Tank replacement, meters, control system upgrades, Upgrade Storage, Upgrade Distribution System",514,1508801,45,2013535925,
18543,Onondaga,SYRACUSE CITY,Syracuse (C),"Replace chlorine gas systems with NaOCl, Upgrade Water Treatment Plant",192000,3543200,45,2017079125,
18559,Onondaga,SYRACUSE CITY,Syracuse (C),"One of the three transmission conduits, which supply water to the City of Syracuse, is to have sections replaced, Upgrade Transmission",192000,1671175,45,2018750300,
19166,Onondaga,SYRACUSE CITY,Syracuse (C),"PRV Replacement Project, Upgrade Other Expenses, Upgrade Other (OT)",192000,746750,45,2019497050,
