Project.Number,County,System.Name,Borrower,Description,Pop,Project.Cost,Score,Cumulative.Total
19345,Dutchess,RED HOOK WD NO. 1,Red Hook (T),"Storage Tank Replacement on Kelly Road, Upgrade Storage",1600,4038900,20,881269169
19380,Dutchess,MILLERTON (V),Millerton (V),"Lead Service Line Inventory, Upgrade Distribution System",2000,128000,20,881397169
18568,Dutchess,BRINKERHOFF WATER DISTRICT,Fishkill (T),"Install bypass loop and new isolation valves, Upgrade Transmission",3788,1126600,20,882523769
19435,Dutchess,DUTCHESS COUNTY WWA,Dutchess County WA,"Lead Service Line Inventory, Upgrade Distribution System",15979,121326,15,882645095
19189,Dutchess,UNITED WAPPINGER WATER IMPROVEMENT DIST.,Wappinger (T),"Installation of 3 Wells, 1 MG Tank, New Ground Water Source, New Storage",14000,5922000,15,888567095
19564,Dutchess,BEACON (C),Beacon (C),"Cargill Reservoir Hypolimnetic Aeration System, Upgrade Surface Water Source",14370,2727167,15,891294262
19389,Dutchess,RED HOOK WATER DISTRICT NO. 1,Red Hook (T),"Lead Service Line Inventory, Upgrade Distribution System",1600,178000,15,891472262
19562,Dutchess,BEACON (C),Beacon (C),"Melzingah Reservoir Hypolimnetic Aeration System, Upgrade Surface Water Source",14370,1485384,15,892957646
19418,Dutchess,BRINKERHOFF WATER DISTRICT,Fishkill (T),"Installation of looping main, Upgrade Distribution System",3788,725000,10,893682646
19340,Dutchess,UNITED WAPPINGER WATER IMPROVEMENT DIST.,Wappinger (T),"Distribution main extension along Route 9., Extend Distribution System",14000,8326405,10,902009051
17700,Dutchess,DUTCHESS COUNTY WATER/WASTEWATER PLANT,DCWWA,"Rehabilitate/replace approximately 35,800 linear feet of water main associated with Crumwold Acres Subdivision, Upgrade Distribution System",7012,8806500,10,910815551
17693,Dutchess,DUTCHESS COUNTY WATER/WASTEWATER PLANT,DCWWA,"Replace Route 9 water main from Horseshoe Lane to Vanderbilt Lane,",7012,5014200,10,915829751
19547,Erie,AKRON VILLAGE,Akron (V),"Improve Water Storage Tank. Install TTHM Removal System, Upgrade Storage",2900,6500000,85,922329751
19553,Erie,WEST SENECA (T),West Seneca (T),"ECWA Connection/Conversion, Extend Distribution System, Upgrade Distribution System",1968,10327707,50,932657458
19118,Erie,ECWA DIRECT,Erie County Water Authority,"Replacement of the Van de Water Raw Water Pumping System, Upgrade Pump Station",228869,14280000,45,946937458
19131,Erie,ECWA DIRECT,Erie County Water Authority,"Rehabilitation of Filters 1 through 4 - Van de Water WTP, Upgrade Water Treatment Plant",228869,28706700,45,975644158
19053,Erie,CAYUGA CREEK WD,Alden (T),"Cayuga Creek Water District, New Water District",56,887600,45,976531758
19276,Erie,ALDEN (T),Alden (T),"Water District No. 5, New Water District",1500,20497000,45,997028758
19137,Erie,ECWA DIRECT,Erie County Water Authority,"Sturgeon Point WTP Washwater Tank Replacement., New Water Treatment Plant",228869,3744250,40,1000773008
18862,Erie,BUFFALO WATER AUTHORITY,Buffalo Water Board,"Water main and lead service line replacement., Upgrade Distribution System",276000,21450000,40,1022223008
19117,Erie,ECWA DIRECT,Erie County Water Authority,"Replacement of the Van de Water High Service Pump System, Upgrade Pump Station",228869,46440000,40,1068663008
19409,Erie,BUFFALO (C),Buffalo (C),"Lead Service Line Replacement., Upgrade Distribution System",900,5460000,40,1074123008
19442,Erie,GRAND ISLAND (T),Grand Island (T),"WTP Filtration and Pump Upgrades, Upgrade Water Treatment Plant, Upgrade Pump Station",21389,8717000,40,1082840008
19023,Erie,ECWA DIRECT,Erie County Water Authority,"Castle Hill Pump Station Replacement, Upgrade Pump Station",228869,2940400,40,1085780408
19116,Erie,ECWA DIRECT,Erie County Water Authority,"Transmission Main Improvements - Town Cheektowaga and City of Lackawanna, Upgrade Transmission",228869,9069860,35,1094850268
19431,Erie,ECWA DIRECT,ECWA,"Sandridge Water Storage Tank Rehabilitation, Upgrade Storage",228869,3485000,35,1098335268
19195,Erie,ECWA DIRECT,Erie County Water Authority,"Sturgeon Point WTP Filtered Water Bypass, Upgrade Water Treatment Plant",228869,2950400,35,1101285668
19219,Erie,ECWA DIRECT,Erie County Water Authority,"Van de Water WTP - Additional Filters No.5 and No.6, Upgrade Water Treatment Plant",228869,30246400,35,1131532068
19055,Erie,ECWA DIRECT,ECWA,"30-Inch Transmission Main Replacement on Various Areas, Upgrade Transmission",228869,4240300,35,1135772368
19288,Erie,ECWA DIRECT,Erie County Water Authority,"Lead Service Line Inventory., Upgrade Distribution System",550000,1221000,30,1136993368
18996,Erie,"TONAWANDA, TOWN WATER DEPT.",Tonawanda (T),"Water Treatment Plant Filtration Upgrades, Upgrade Water Treatment Plant",61729,5000000,30,1141993368
19115,Erie,ECWA DIRECT,Erie County Water Authority,"Interconnection to City of Buffalo to provide 20MGD, New Inter-Connection",228869,34127800,30,1176121168
19111,Erie,ECWA DIRECT,Erie County Water Authority,"Replacement of 18 Mile Creek Transmission Crossings, Upgrade Transmission",228869,16850000,30,1192971168
19282,Erie,TONAWANDA (T),Tonawanda (T),"Lead service line inventory., Upgrade Distribution System",88990,260245,25,1193231413
19114,Erie,ECWA DIRECT,Erie County Water Authority,"Line Maintenance Facility at Sturgeon Point WTP, Upgrade Other Expenses, Upgrade Other (OT)",228869,2997200,25,1196228613
19122,Erie,ECWA DIRECT,Erie County Water Authority,"Van De Water WTP and RWPS HVAC Upgrades, Upgrade Water Treatment Plant",228869,3831863,25,1200060476
19274,Erie,AKRON (V),Akron (V),"East Avenue Water Main Replacement, Upgrade Distribution System",3085,3028200,25,1203088676
18316,Erie,ANGOLA VILLAGE,Angola (V),"Upgrade Storage, Upgrade Distribution System",4200,5554415,25,1208643091
19112,Erie,ECWA DIRECT,Erie County Water Authority,"Water Main Replacement Town of Amherst, Upgrade Distribution System",228869,11490000,25,1220133091
19509,Erie,TONAWANDA (T),Tonawanda (T),"Electrical Upgrades at WTP and Pump Station, New Water Treatment Plant",72100,37080000,25,1257213091
19237,Erie,ECWA DIRECT,Erie County Water Authority,"Union Road Watermain Replacement, Upgrade Distribution System",228869,10439606,25,1267652697
18901,Erie,BOSTON (T),Boston (T),"Water Districts No.1 & 2 Water System Improvements, Upgrade Pump Station, Upgrade Distribution System",6604,16123067,20,1283775764
18605,Erie,GRAND ISLAND TOWN WATER DEPT.,Grand Island (T),"Baseline Road Water Main Improvements, Upgrade Distribution System",19500,5370000,15,1289145764
17690,Erie,CONSOLIDATED WATER DISTRICT,Lancaster (T),Upgrade Distribution System,500,2725000,10,1291870764
18323,Erie,ORCHARD PARK VILLAGE,Orchard Park (V),"Quaker St Water Line Replacement., Upgrade Distribution System",3100,1900000,10,1293770764
18595,Erie,EAST AURORA VILLAGE,East Aurora (V),"Oakwood Ave Water Main Replacement. , Upgrade Distribution System",7200,1463000,10,1295233764
19052,Erie,LANCASTER (T),Lancaster (T),"Cemetery Road Water Main Replacement, Upgrade Distribution System",3825,2200000,10,1297433764
17629,Essex,ESSEX WD,Essex (T),"WTP Upgrades and New GW Source., Upgrade Water Treatment Plant, New Ground Water Source",300,0,1165,1297433764
18275,Essex,KEESEVILLE V,Chesterfield (T),"WTP, storage, and distribution improvements., Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Distribution System",2300,0,1155,1297433764
18184,Essex,CROWN POINT WD,Crown Point (T),"Rehab and upgrades to contaminated wells and replacing mains with severe break history., Upgrade Water Treatment Plant, New Ground Water Source, Upgrade Distribution System",995,0,1135,1297433764
18291,Essex,LAKE PLACID V,Lake Placid (V),"Upgrade Water Treatment Plant, New Storage, Upgrade Distribution System",5000,6209996,1070,1303643760
18270,Essex,CHILSON-EAGLE LAKE WD,Ticonderoga (T),"Chilson-Eagle Lake SWTR Compliance Project., New Surface Water Treatment Rule Compliance Facility, New Ground Water Source, Upgrade Distribution System",200,14000000,140,1317643760
18709,Essex,ELIZABETHTOWN WD,Elizabethtown (T),"New well to meet capacity standards, address use of springs (GWUDI), Telemetry & Treatment., Upgrade Water Treatment Plant, New Ground Water Source",800,3744565,115,1321388325
18982,Essex,WILLSBORO WD,Willsboro (T),"Phase I - new WTP, intake improvements, pump station upgrades., New Water Treatment Plant, New Storage, Upgrade Distribution System",1571,10310300,90,1331698625
18844,Essex,TICONDEROGA WD,Ticonderoga (T),"New Meters and Storage., New Storage, Upgrade Distribution System",5000,10104679,50,1341803304
18869,Essex,KEENE WD,Keene (T),"WD #2. New redundant well and upgrades to well building., New Ground Water Source",165,5025999,50,1346829303
19421,Essex,LAKE PLACID (V),Lake Placid (V),"Lead service line inventory., Upgrade Distribution System",2229,440632,30,1347269935
18423,Essex,RAY BROOK WD,North Elba (T),"Upgrade Storage, Upgrade Distribution System",400,0,30,1347269935
18887,Essex,MINERVA WD,Minerva (T),"Replacement of Approx. 6,400-ft of water main., Upgrade Distribution System",800,2400000,20,1349669935
18061,Franklin,TUPPER LAKE V,Tupper Lake (V),"New wells to replace SW source and inadequate DE plant., New Ground Water Source, Upgrade Distribution System",5500,0,1230,1349669935
19258,Franklin,TUPPER LAKE V,Tupper Lake (V),"Tupper Lake Intake and WTP Rehab. , Upgrade Water Treatment Plant, Upgrade Surface Water Source",5500,8867991,110,1358537926
19267,Franklin,MALONE V,Malone (V),"New production well, trans. main, upgrades well buildings, WTP and water meters. , Upgrade Water Treatment Plant, New Ground Water Source, Upgrade Transmission",13000,8681872,55,1367219798
19253,Franklin,CHATEAUGAY (V),Chateaugay (T),"Replacing spring house with new wells, water meters, and distribution work., New Ground Water Source, Upgrade Distribution System",1100,22911278,50,1390131076
19467,Franklin,MALONE (V),Malone (V),"Lead service line inventory., Upgrade Distribution System",8560,190358,40,1390321433
18531,Franklin,SARANAC LAKE V,Saranac Lake (V),"Distribution main replacement, Upgrade Distribution System",5800,10665000,30,1400986433
19427,Franklin,SARANAC LAKE (V),Saranac Lake (V),"Lead service line inventory., Upgrade Distribution System",5800,1151160,15,1402137593
18315,Fulton,GLOVERSVILLE (C) WATER WORKS,Gloversville (C),"New Storage, Upgrade Distribution System",17991,1000000,80,1403137593
18976,Fulton,GLOVERSVILLE (C) WATER WORKS,Gloversville (C),"WTP and Water Distribution system improvements. New booster pump station., Upgrade Water Treatment Plant, New Pump Station, Upgrade Distribution System",17991,5036753,70,1408174346
19488,Fulton,GLOVERSVILLE (C),Gloversville (C),"Water Meter Replacement project., Upgrade Other Expenses, Upgrade Other (OT)",15300,1350000,50,1409524346
18331,Fulton,MAYFIELD (V) WATER WORKS,Mayfield (V),"Replace Elevated Storage Tank., New Storage",817,90000,45,1409614346
19278,Fulton,GLOVERSVILLE (C) WATER WORKS,Gloversville Water Works,"New Transmission Main and upgrades to the distribution system., New Transmission, Upgrade Distribution System",17991,5309551,45,1414923897
17882,Fulton,BROADALBIN (V),Broadalbin (V),"Replace Aged Storage Tank, New Storage",1397,0,45,1414923897
19436,Fulton,GLOVERSVILLE WATER WORKS,Gloversville Water Works,"Lead service line replacement., Upgrade Distribution System",3838,7701485,40,1422625382
19092,Fulton,NORTHAMPTON (T) WATER DISTRICT,Northampton (T),"State Route 30 / Bridge Street Area Distribution Improvements, Upgrade Distribution System",1000,1188000,30,1423813382
18991,Genesee,WD NO. 6,Alexander (T),"New Water District No.6, New Distribution System",350,6270000,60,1430083382
19352,Genesee,STAFFORD (T),Stafford (T),"Town of Stafford Water District No. 12, New Water District",2409,3414000,60,1433497382
19057,Genesee,BATAVIA CITY,Batavia (C),"Water Treatment Plant and Source Improvements, Upgrade Water Treatment Plant, Upgrade Ground Water Source",16310,3679300,60,1437176682
18047,Genesee,RTE 98 WD,Batavia (T),"New Water District to serve areas East and West of Rte. 98, New Water District",318,5322464,50,1442499146
18045,Genesee,CREEK RD. WD,Batavia (T),New Water District,136,1407623,50,1443906769
18046,Genesee,PRATT RD. WD,Batavia (T),New Water District,55,1067974,50,1444974743
19136,Genesee,BETHANY (T),Bethany (T),"Water District No.5, New Water District",1000,12180000,50,1457154743
19224,Genesee,LEROY (T) WD 12,LeRoy (T),"WD #12 New Water Mains, New Water District",920,22200620,45,1479355363
19222,Genesee,GENESEE COUNTY WATER SUPPLY,Genesee County,"Phase 3 Water Supply Project, Part 2. Funding Phase 2 of #19559., New Distribution System",30000,46520000,35,1525875363
19223,Genesee,GENESEE COUNTY WATER SUPPLY,Genesee County,"Phase 3 Water Supply Project, Part 3. Funding Phase 3 of #19559., New Distribution System",30000,55680000,35,1581555363
19559,Genesee,GENESEE COUNTY,Genesee County,"Phase 3 Water Supply Project., New Distribution System",30000,155486524,35,1737041887
19221,Genesee,GENESEE COUNTY WATER SUPPLY,Genesee County,"Phase 3 Water Supply Project, Part 1. Funding Phase 1 of #19559. , New Distribution System",30000,50800000,35,1787841887
19497,Genesee,GENESEE COUNTY WATER SUPPLY,Genesee County,"Phase 2 - Chlorination Booster Upgrades, Tank THM Treatment, and Transmission Upgrades, Upgrade Water Treatment Plant, Upgrade Transmission, Upgrade Storage",57808,2812000,30,1790653887
18919,Genesee,MONROE COUNTY WATER AUTHORITY,Monroe County Water Authority,"1.5MG Tank Installation in Town of Pavilion., New Storage",8820,2317500,20,1792971387
15958,Greene,PRATTSVILLE WATER DISTRICT,Prattsville (T),"Address organics violations and inadequate source capacity, New Ground Water Source",410,0,1155,1792971387
18764,Greene,CATSKILL VILLAGE,Catskill (V),"WTP improvements to control DBPs and replace water mains on Main Street. , Upgrade Water Treatment Plant, Upgrade Distribution System",8000,0,1090,1792971387
18239,Greene,GREENVILLE WATER DISTRICT NO 1,Greenville (T),"Pressure, storage, and SCADA Improvements. Extend distribution system to serve contaminated private wells., New Storage, Extend Distribution System, Upgrade Distribution System",765,500000,1075,1793471387
19506,Greene,ATHENS (V),Athens (V),"Surface Water Treatment Plant Rehabilitation, Upgrade Surface Water Treatment Rule Compliance Facility",1586,1331338,95,1794802725
15704,Greene,COXSACKIE VILLAGE,Coxsackie (V),"New storage tank and transmission main upgrades. , Upgrade Transmission, New Storage",4010,0,75,1794802725
18917,Greene,ASHLAND WD,Ashland (T),"Ashland WD Extension Along NYS Rt. 23., Extend Distribution System",200,437750,70,1795240475
18614,Greene,CATSKILL VILLAGE,Catskill (V),"Storage, Distribution, and Booster Pump Improvements., New Storage, New Pump Station, Upgrade Distribution System",8000,5270000,45,1800510475
19579,Greene,SLEEPY HOLLOW LAKE WATER COMPANY,Sleepy Hollow Lake APO,"Sleepy Hollow Lake WTP Upgrades, Upgrade Water Treatment Plant",2460,8376498,40,1808886973
19106,Greene,TANNERSVILLE (V),Tannersville (V),"Emergency Water Storage Tank Replacement, Upgrade Storage",600,400000,30,1809286973
18430,Hamilton,BLUE MT LAKE WD,Indian Lake (T),"DBP Compliance Project., New Ground Water Source",400,5000000,80,1814286973
19260,Hamilton,LONG LAKE WD,Long Lake (T),"Rehab and replace existing Distribution System, well upgrades, WTP upgrades., Upgrade Ground Water Source, Upgrade Distribution System",800,46350000,35,1860636973
19094,Hamilton,SPECULATOR (V),Speculator (V),"Elm Lake Road Water Main Replacement and Transmission Upgrades, Upgrade Transmission, Upgrade Distribution System",408,2200000,35,1862836973
18562,Herkimer,ILION (V) WATER WORKS,Ilion (V),"Dedicated Well Transmission Main and High Priority Distribution Improvements., Upgrade Ground Water Source, New Transmission, Upgrade Storage, Upgrade Distribution System",8610,0,1135,1862836973
17422,Herkimer,"HERKIMER (T), WD NO. 3",Herkimer (T),"New Storage, New Pump Station, Distribution System Improvements., New Storage, New Pump Station, Upgrade Distribution System",320,0,1080,1862836973
18563,Herkimer,ILION (V) WATER WORKS,Ilion (V),"Medium Priority Distribution Imprvts and Eastern Mohawk Valley Regional Trans Main Connection. Related to Project #18897., Upgrade Distribution System, New System Consolidation",8610,28474350,145,1891311323
18860,Herkimer,HERKIMER VILLAGE,Herkimer (V),"High Priority System Upgrades and Eastern Mohawk Valley Regional Trans Main Connection. Related to Project #18897., Upgrade Storage, Upgrade Distribution System, New Inter-Connection",7606,17498670,125,1908809993
18711,Herkimer,EAST SCHUYLER WD,Schuyler (T),"New Distribution System and Eastern Mohawk Valley Regional Trans Main Connection. Related to Project #18897., New Transmission, New Distribution System, New System Consolidation",816,7391280,105,1916201273
18897,Herkimer,HERKIMER COUNTY INDUSTRIAL DEV AGENCY,Herkimer County IDA,"Eastern Mohawk Valley Regional Transmission Main. Related to projects Nos. 18715, 18716, 18860, 18563, 18711., New Transmission",22000,16620000,100,1932821273
18716,Herkimer,WEST HERKIMER WD EXT NO. 1,Herkimer (T),"WD Ext 1 and Eastern Mohawk Valley Regional Trans Main Connection. Related to Project #18897., New Transmission, New Distribution System, New System Consolidation",150,1839580,95,1934660853
18715,Herkimer,FRANKFORT (V) WATER WORKS,Frankfort (V),"Distribution System Improvements and Eastern Mohawk Valley Regional Trans Main Connection. Related to Project #18897., New Transmission, Upgrade Distribution System, New System Consolidation",2995,8667450,90,1943328303
18872,Herkimer,HERKIMER VILLAGE,Herkimer (V),"Phase 2 (2nd Priority) Water System Improvements., New Ground Water Source, New Storage, Upgrade Distribution System",7606,20597940,85,1963926243
18765,Herkimer,FRANKFORT (T),Frankfort (T),"Center and Zolad Roads WD., New Distribution System, New Water District",150,1365000,60,1965291243
17048,Herkimer,DOLGEVILLE (V) PWS,Dolgeville (V),"Manheim Elevated Storage Tank., New Storage",2166,5830000,55,1971121243
19425,Herkimer,ILION (V),Ilion (V),"Lead service line inventory., Upgrade Distribution System",7646,1077380,45,1972198623
19426,Herkimer,ILION (V),Ilion (V),"Lead service line replacement., Upgrade Distribution System",7646,4071590,45,1976270213
19423,Herkimer,HERKIMER (V),Herkimer (V),"Lead service line inventory., Upgrade Distribution System",7500,801340,45,1977071553
19424,Herkimer,HERKIMER (V),Herkimer (V),"Lead service line replacement., Upgrade Distribution System",7500,13208720,45,1990280273
18834,Herkimer,POLAND (V),Polland (V),"Well and Treatment Improvements., Upgrade Other Expenses, Upgrade Ground Water Source, Upgrade Transmission, Upgrade Pump Station, Upgrade Other (OT)",463,1400000,40,1991680273
19368,Herkimer,LITTLE FALLS (C),Little Falls (C),"Lead service line inventory., Upgrade Distribution System",4605,541780,40,1992222053
19261,Herkimer,LITTLE FALLS WATER SYSTEM,Little Falls (C),"Distribution system improvements, WTP improvements, Spruce Lake Dam rehab, Upgrade Other Expenses, Upgrade Water Treatment Plant, Upgrade Distribution System, Upgrade Other (OT)",4946,28428000,40,2020650053
18453,Herkimer,ILION (V) WATER WORKS,Ilion (V),"Replace Supplemental DE Filtration System, Upgrade Water Treatment Plant",8610,1113000,35,2021763053
19422,Herkimer,FRANKFORT (V),Frankfort (V),"Lead service line replacement., Upgrade Distribution System",2502,551050,35,2022314103
19446,Herkimer,DOLGEVILLE (V),Dolgeville (V),"Lead service line inventory., Upgrade Distribution System",2042,352260,35,2022666363
18528,Jefferson,PAMELIA WATER SYSTEM PROJECT,Pamelia (T),"Water system improvements and expansion., Upgrade Storage, Upgrade Distribution System, New Inter-Connection, Extend System Consolidation",2000,3750000,1165,2026416363
18418,Jefferson,PHILADELPHIA VILLAGE,Philadelphia (V),"Upgrade Surface Water Source, New Storage, New Pump Station",1800,0,1140,2026416363
18537,Jefferson,ORLEANS WATER IMPROVEMENTS,Orleans Water Improvements,"Consolidation of PWS w/ violations and to serve contaminated private wells. Related to DWSRF# 18096., Extend Distribution System",450,0,1135,2026416363
18173,Jefferson,BROWNVILLE (T),Brownville (T),"(T) Brownville WD#2., New Distribution System",424,0,1095,2026416363
16339,Jefferson,WELLESLEY ISLAND WATER CORP.,Wellesley Island Water Corp.,"New Water Treatment Plant, New Surface Water Source",548,2336000,140,2028752363
18911,Jefferson,LERAY TOWN WD 2,LeRay (T),"Consolidated Water District Extension along NYS Rt. 11 and former WD #3. Carey Well improvements, New Ground Water Source, Upgrade Distribution System, New Distribution System",2500,4000000,100,2032752363
19240,Jefferson,WEST CARTHAGE (V),West Carthage (V),"New storage tanks, distribution & transmission improvements, WTP improvements, Upgrade Water Treatment Plant, Upgrade Transmission, New Storage, Upgrade Distribution System",5016,21945180,100,2054697543
19154,Jefferson,WATERTOWN (C),Watertown (C),"WTP Upgrades to address DBPs, Upgrade Water Treatment Plant",50000,51500000,95,2106197543
19140,Jefferson,WATERTOWN TOWN WD 4,Watertown (T),"System Water Looping to address disinfection byproducts and consolidate Northland Estates and Pine Meadows PWS, Upgrade Distribution System",750,10135200,95,2116332743
18097,Jefferson,CLAYTON VILLAGE,Clayton (V),"Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Pump Station, Upgrade Distribution System",2100,0,90,2116332743
18006,Jefferson,WATER DISTRICT NO. 6,Hounsfield (T),"Upgrade Transmission, Upgrade Distribution System, Extend Distribution System",450,7715000,85,2124047743
19119,Jefferson,PHILADELPHIA (T),Philadelphia (T),"New Proposed Water System, New Distribution System",183,6787746,80,2130835489
18425,Jefferson,WD#7,Hounsfield (T),"WD #7., New Distribution System",40,0,80,2130835489
18936,Jefferson,ALEXANDRIA VILLAGE,Alexandria Bay (V),"WTP upgrades and water main replacement., Upgrade Water Treatment Plant, Upgrade Distribution System",1900,13103000,70,2143938489
18853,Jefferson,HOUNSFIELD WSA #8,Hounsfield (T),"Water Service Area #8 to serve an area currently on individual wells., New Water District",1250,13162370,65,2157100859
19510,Jefferson,WD NO. 1,Lorraine (T),"Construction of WD No. 1., New Water District",160,4435000,65,2161535859
18876,Jefferson,TOWN OF LYME WATER DISTRICT NO. 6,Lyme (T),"New Distribution System - Three Mile Bay/Chaumont/Cape Vincent Areas., New Distribution System",150,6413810,65,2167949669
18180,Jefferson,CAPE VINCENT (T) WD#7,Cape Vincent (T),"New Water District #7, New Water District",495,8334000,65,2176283669
18126,Jefferson,BROWNVILLE (V),Brownville (V),"Replace Severely Aged Distribution Mains and Tank., New Storage, Upgrade Distribution System",2200,18948500,60,2195232169
18232,Jefferson,ADAMS VILLAGE,Adams (V),"Upgrade Ground Water Source, Upgrade Distribution System",2000,0,55,2195232169
17301,Jefferson,ADAMS VILLAGE,Adams (V),"Upgrade Water Treatment Plant, Upgrade Storage, Upgrade Distribution System",2000,0,55,2195232169
19527,Jefferson,BLACK RIVER (V),Black River (V),"Distribution, Maple St. Well, & New Source Improvements, New Ground Water Source, Upgrade Distribution System",4170,18200000,50,2213432169
17058,Jefferson,HOUNSFIELD WD 2,Hounsfield (T),Extend Distribution System,500,794439,50,2214226608
19528,Jefferson,PAMELIA CONSOLIDATED WD NO. 1,Pamelia (T),"Water Main Replacement and Chlorine Booster Station, Upgrade Other Expenses, Upgrade Distribution System, Upgrade Other (OT)",2350,8786000,45,2223012608
18175,Jefferson,SACKETS HARBOR VILLAGE,Sackets Harbor (V),"Replace existing intake piping and crib., Upgrade Surface Water Source, Upgrade Transmission",1300,0,45,2223012608
18927,Jefferson,VILLAGE OF ADAMS,Adams (V),"Water main and water meter replacement, Upgrade Distribution System",3300,6162490,45,2229175098
18052,Jefferson,CAPE VINCENT VILLAGE,Cape Vincent (V),Upgrade Water Treatment Plant,1500,3200000,45,2232375098
19126,Jefferson,DANC,Dev Authority of North Country,"Army Water Line Replacement - Phase 1, Upgrade Transmission",40237,0,45,2232375098
18884,Jefferson,TOWN OF HOUNSFIELD WATER SYSTEM,Hounsfield (T),"NYS Rt 3 Corridor Upgrades., New Transmission, Upgrade Transmission, Upgrade Storage, Upgrade Distribution System",1250,0,40,2232375098
19542,Jefferson,DEXTER (V),Dexter (V),"Route 180 Water Line Replacement, Upgrade Distribution System",1004,2380369,40,2234755467
19143,Jefferson,CLAYTON (V),Clayton (V),"Water Main Replacement and New Raw Water Intake Line and Screen, Upgrade Distribution System",2732,8481020,40,2243236487
18627,Jefferson,"WATERTOWN, CITY OF",Watertown (C),"Upgrades to soda ash system and replacement of filter backwash tank., Upgrade Water Treatment Plant",27861,1700000,40,2244936487
19453,Jefferson,CHAMPION WD#2,Champion (T),"Lead service line inventory., Upgrade Distribution System",712,26766,35,2244963254
18329,Jefferson,CHAUMONT VILLAGE,Chaumont (V),"Upgrade Transmission, Upgrade Distribution System",625,0,35,2244963254
19454,Jefferson,CLAYTON (V),Clayton (V),"Lead service line inventory., Upgrade Distribution System",2079,82391,35,2245045645
19466,Jefferson,LERAY (T),Leray (T),"Lead service line inventory., Upgrade Distribution System",10000,87962,30,2245133607
19461,Jefferson,ADAMS (V),Adams (V),"Lead service line inventory., Upgrade Distribution System",1775,519120,30,2245652727
19470,Jefferson,RUTLAND (T),Rutland (T),"Lead service line inventory., Upgrade Distribution System",1250,48419,30,2245701146
18236,Jefferson,LERAY TOWN WD 2,Leray (T),"Upgrade Ground Water Source, New Storage",2500,350000,30,2246051146
19471,Jefferson,SACKETS HARBOR (V),Sackets Harbor (V),"Lead service line inventory., Upgrade Distribution System",1550,54610,20,2246105757
19159,Jefferson,SACKETS HARBOR (V),Sackets Harbor (V),"E. Main St., E. Washington St., etc. Watermain Replacement, Upgrade Distribution System",871,2907000,15,2249012757
16549,Jefferson,NORTHLAND ESTATES,Northland Park Inc.,New Storage,540,82416,15,2249095173
18021,Jefferson,WATER DISTRICT #3,Ellisburg (T),"Serve private contaminated/poor yielding wells., Extend Distribution System",200,9000000,10,2258095173
18548,Lewis,HAMLET OF GLENFIELD WATER DISTRIBUTION S,Martinsburg (T),"Improvements to the existing water system including replacing the original water distribution system., Upgrade Distribution System",231,0,1080,2258095173
18745,Lewis,LOWVILLE VILLAGE,Lowville (V),"Groundwater Project Phase 1., Upgrade Water Treatment Plant, New Ground Water Source, New Pump Station",4000,3000000,1080,2261095173
19517,Lewis,VILLAGE OF TURIN,Turin (V),"Water Main Replacement and Water Storage Tank Replacement, Upgrade Storage, Upgrade Distribution System",300,6952500,100,2268047673
18658,Lewis,TOWN OF LOWVILLE WD 1,Lowville (T),"DBP related system improvements, Upgrade Water Treatment Plant",350,1500000,80,2269547673
19521,Lewis,PORT LEYDEN (V),Port Leyden (V),"Water System Improvements, Upgrade Water Treatment Plant, Upgrade Distribution System",704,10197000,60,2279744673
18579,Lewis,TOWN OF DIANA WATER DISTRICT,Diana (T),"Upgrade Wells 1 and 3, Distribution Looping and New Water Meters., Upgrade Ground Water Source, Upgrade Distribution System",618,6180000,60,2285924673
18825,Lewis,COPENHAGEN (V),Copenhagen (V),"Woodbattle Road WTP and wells Rehabilitation., Upgrade Water Treatment Plant",1000,1134000,60,2287058673
18756,Lewis,CONSTABLEVILLE (V),Constableville (V),"Replace watermain on N. Main street, Main street, W. Main street, Schuyler street, James street, John street, and High street., Upgrade Distribution System",310,4102000,45,2291160673
18735,Lewis,CASTORLAND (V),Castorland (V),"Denmark Storage Tank Replacement., New Storage",365,793000,45,2291953673
19464,Lewis,PORT LEYDEN (V),Port Leyden (V),"Lead service line inventory., Upgrade Distribution System",820,301778,40,2292255451
16683,Lewis,CONSTABLEVILLE VILLAGE,Constableville (V),Upgrade Transmission,310,1575000,35,2293830451
19458,Lewis,DIANA (T),Diana (T),"Lead service line inventory., Upgrade Distribution System",650,28818,30,2293859269
18746,Livingston,LIVINGSTON COUNTY WSA,Livingston County WSA,"Disinfection byproduct removal, new meters and SCADA, storage tank replacement, system consolidation., Upgrade Storage, Upgrade Distribution System, New System Consolidation",7975,1500000,1105,2295359269
19225,Livingston,LIVINGSTON COUNTY WSA,Livingston County WSA,"Leicester/York Water Supply; Expansion to Communities Impacted by AKZO Salt Mine, Extend Distribution System",3100,51345500,140,2346704769
19550,Livingston,AVON (V),Avon (V),"Upgrade Water Tanks and Water Mains, Upgrade Distribution System",6200,4828640,70,2351533409
19428,Livingston,GROVELAND (T),Groveland (T),"Water District No. 1, New Water District",350,6405000,55,2357938409
19249,Livingston,TOWN OF LIMA WD #5,Lima (T),"New Water District #5, New Water District",1500,24771500,50,2382709909
