RANK,SYSTEM,PROJECT,PROJECT ID,POINTS,POPULATION,PROJECT COST
322,Calumet,Watermain - 6th Ave & Shipka St,1310004-6,10,341,"$540,160.00"
323,Calumet,Watermain - Buckmaster Rd to 7th/8th,1310004-7,10,341,"$325,045.00"
324,Calumet,Watermain - 9th Ave & Morgan St,1310004-8,10,341,"$324,701.00"
325,Boyd,Storage - Tower Rehab,1370002-2,10,175,"$701,000.00"
326,Boyd,Conservation - Repl Meters,1370002-4,10,175,"$243,000.00"
327,Boyd,Watermain - Replacement (Phase 2),1370002-5,10,175,"$3,187,000.00"
328,Lewisville,Watermain - Replace Cast Iron WMs,1830003-6,10,333,"$3,509,000.00"
329,Lewisville,Storage - Replace Tower,1830003-7,10,333,"$1,015,000.00"
330,Lewisville,Other - LSL Replacement,1830003-8,10,333,"$65,250.00"
331,Wabasso,Treatment - Manganese Plant Rehab,1640013-3,10,738,"$1,310,000.00"
332,Bellingham,Storage - Replace Tower,1370001-2,10,168,"$1,500,000.00"
333,Bellingham,Watermain - Repl CIP,1370001-3,10,168,"$500,000.00"
334,Bellingham,Conservation - Install Meters,1370001-4,10,168,"$400,000.00"
335,Willernie,Watermain - Repl CSAH 12,1820022-1,10,507,"$417,743.00"
336,Garfield,Storage - Tower Rehab,1210021-4,10,362,"$206,000.00"
337,Garfield,Conservation - Meter Replacement,1210021-5,10,362,"$190,000.00"
338,Olivia,Treatment - RO addition,1650011-6,10,"2,397","$5,200,000.00"
339,South Haven,Watermain -Repl portions of distribution,1860021-4,10,179,"$5,400,000.00"
340,South Haven,Storage - Replace Tower,1860021-5,10,179,"$1,471,000.00"
341,South Haven,Conservation - Replace Water Meters,1860021-6,10,179,"$160,000.00"
342,Sauk Rapids,Other - LSL Replacement - Private,1050004-3,10,"13,083","$154,700.00"
343,Waubun,Storage - Water Tower Rehabilitation,1440004-4,10,433,"$418,500.00"
344,Campbell,Source - New Well & Seal Well No. 1,1840003-1,10,159,"$187,620.00"
345,Kennedy,"Storage - Booster Stat., Gen. Demo Tower",1350003-4,10,165,"$1,925,500.00"
346,Sherburn,Watermain - Replace Existing & Add Loop,1460007-3,10,"1,033","$927,430.00"
347,Dassel,Watermain - First St. Main Replacement,1470003-9,10,"1,506","$941,440.00"
348,Hokah,Source - Phase 1 - Upgrade Wells & Reser,1280004-2,10,649,"$1,025,000.00"
349,Hokah,Source - Construction Well No. 3,1280004-3,10,649,"$565,000.00"
350,Hokah,Watermain - Distribution System Imp.,1280004-6,10,649,"$3,540,000.00"
351,Sauk Rapids,Watermain - Rplcment Along Division St.,1050004-4,10,"13,926","$973,464.00"
352,Sauk Rapids,Other - LSL Repl Along Division St.,1050004-5,10,"13,926","$354,062.00"
353,Russell,Watermain - Replacement Phase 1,1420008-4,10,312,"$3,804,000.00"
354,Russell,Watermain - Replacement Phase 2,1420008-5,10,312,"$4,837,000.00"
355,Russell,Other - LSL Replacement Phase 1,1420008-6,10,312,"$69,000.00"
356,Russell,Other - LSL Replacement Phase 2,1420008-7,10,312,"$84,000.00"
357,Comfrey,Watermain - Replace Cast Iron Main,1080001-5,10,360,"$1,678,000.00"
358,Swanville,Conservation - Repl Meters,1490007-11,10,311,"$211,000.00"
359,Swanville,"Storage - New 100,000 Gal Tower",1490007-9,10,311,"$1,200,000.00"
360,Minnesota Lake,Storage - Replacement Tank,1220013-2,10,562,"$1,500,000.00"
361,Gilbert,Watermain - Virginia-Midway Booster,1690020-9,10,"1,850","$741,000.00"
362,Audubon,Storage - Tower Rehab,1030001-5,10,625,"$406,000.00"
363,Wabasha,Source - Well #1 Rehab,1790013-2,10,"2,655","$180,000.00"
364,Wabasha,Other - Booster Station Replacement,1790013-3,10,"2,655","$1,080,000.00"
365,Wabasha,Watermain - Downtown Reconstruction,1790013-4,10,"2,655","$6,328,350.00"
366,Wabasha,Watermain - Cast Iron Replacement,1790013-5,10,"2,655","$16,295,250.00"
367,Duluth,Other - Rehab Woodland Booster Station,1690011-11,10,"85,852","$3,658,560.00"
368,Duluth,Other - LSL Repl - Phase 1,1690011-12,10,"85,915","$2,500,000.00"
369,Duluth,Other - LSL Repl - Phase 2,1690011-14,10,"85,852","$2,500,000.00"
370,Duluth,Other - LSL Repl - Phase 3,1690011-15,10,"85,852","$2,500,000.00"
371,Duluth,Other - LSL Repl - Phase 4,1690011-16,10,"85,852","$2,500,000.00"
372,Clara City,Watermain - Distribution Improvements,1120001-5,10,"1,402","$10,672,204.00"
373,Red Lake Falls,Storage - Tower Rehab,1630003-3,10,"1,381","$1,290,144.00"
374,Red Lake Falls,Watermain - Repl Bottineau Ave/River St.,1630003-4,10,"1,381","$3,239,160.00"
375,Shelly,Storage - Water Tower Replacement,1540007-1,10,133,"$1,025,000.00"
376,Shelly,Conservation - Meter Replacements,1540007-2,10,133,"$76,500.00"
377,Shelly,Source - Well House Rehabilitation,1540007-3,10,133,"$325,000.00"
378,Royalton,Other - LSL Replacement,1490006-8,10,"1,236","$250,000.00"
379,Royalton,Watermain - Improvements & Looping,1490006-9,10,"1,172","$1,850,000.00"
380,Atwater,Watermain - North Side Improvements,1340001-10,10,"1,141","$3,101,140.00"
381,Atwater,Treatment - Manganese Treatment & Well,1340001-9,10,"1,141","$7,303,000.00"
382,Hector,Watermain - Replacement,1650009-6,10,"1,127","$1,292,000.00"
383,Taconite,"Storage - Repl 50,000 Gal. Tower",1310028-1,10,329,"$1,164,000.00"
384,Two Harbors,Watermain - Repl 4th St.,1380005-5,10,"3,718","$388,000.00"
385,Two Harbors,Watermain - Repl 7th Ave & 4th St.,1380005-6,10,"3,718","$477,000.00"
386,Two Harbors,Watermain - Repl 7th Ave 11th - 15th St.,1380005-7,10,"3,718","$815,000.00"
387,Two Harbors,Watermain - Repl Old Rail Yard,1380005-8,10,"3,718","$357,000.00"
388,New London,Watermain - Repl Norwood St.,1340005-3,10,"1,251","$840,200.00"
389,New London,Watermain - Distribution Improvements,1340005-5,10,"1,197","$2,162,213.00"
390,Warren,Watermain - Ross Ave. Utility Repl Prjct,1450012-6,10,"1,700","$520,000.00"
391,Beardsley,Storage - Tower Interior Recoat,1060002-3,10,195,"$84,800.00"
392,Beardsley,Source - Pumphouse Rehab,1060002-5,10,195,"$526,520.00"
393,Beardsley,Conservation - Install Meters,1060002-6,10,195,"$132,000.00"
394,Pemberton,Storage - Tower Rehab,1070015-5,10,255,"$710,000.00"
395,Pemberton,Treatment - New Well House,1070015-6,10,255,"$1,143,000.00"
396,Pemberton,Watermain - System Improvements,1070015-7,10,255,"$3,952,000.00"
397,Pemberton,Conservation - Replace Meters,1070015-8,10,255,"$237,000.00"
398,Lake Lillian,Watermain - Repl & Loop - Phase 2,1340004-6,10,304,"$5,634,000.00"
399,Lake Lillian,Storage - Tower Rehab,1340004-7,10,304,"$1,039,000.00"
400,Lincoln-Pipestone Rural Water Syste,Treatment - New Dawson-Boyd WTP & Wells,1410007-2,10,"24,500","$19,787,000.00"
401,Lincoln-Pipestone Rural Water Syste,Storage - New Burr Reservoir,1410007-3,10,"24,500","$1,025,000.00"
402,Lincoln-Pipestone Rural Water Syste,Treatment - New Burr Contact Basin,1410007-4,10,"24,500","$2,895,000.00"
403,Brewster,Source - New Connection to LPRWS,1530003-1,10,550,"$5,421,002.00"
404,Red Wing,Treatment - Charlson Crest Upgrades,1250013-10,10,"16,366","$200,000.00"
405,Red Wing,Storage - Sorin's Bluff Reservior Rehab,1250013-11,10,"16,366","$1,800,000.00"
406,Red Wing,Storage - Charlson Crest Tower Rehab,1250013-12,10,"16,366","$600,000.00"
407,Red Wing,Storage - River Bluffs Tower Rehab,1250013-13,10,"16,366","$550,000.00"
408,Red Wing,Other - LSL Replacement,1250013-14,10,"16,366","$4,471,000.00"
409,Red Wing,Treatment - Twin Bluffs Plant Rehab,1250013-7,10,"16,366","$2,950,000.00"
410,Red Wing,Watermain - 7th St. Main Replace,1250013-8,10,"16,366","$860,600.00"
411,Red Wing,Other - Booster Station Rehab,1250013-9,10,"16,366","$350,000.00"
412,Delavan,Treatment - Manganese Plant Rehab,1220003-1,10,206,"$566,460.00"
413,Upsala,Source - New Well,1490008-1,10,497,"$260,000.00"
414,Upsala,Treatment - Plant Rehab,1490008-2,10,497,"$480,000.00"
415,Upsala,Storage - Tower Rehab,1490008-3,10,497,"$463,000.00"
416,Upsala,Conservation - Repl Meters,1490008-5,10,497,"$211,000.00"
417,Felton,Treatment - Plant addition,1140012-1,10,135,"$2,016,000.00"
418,Fairfax,Treatment - RO Addition,1650005-5,10,"1,135","$2,500,000.00"
419,Avoca,Treatment - Manganese TP & Well Pump,1510001-2,10,142,"$210,435.00"
420,Kandiyohi,Watermain - Repl McLaughlin & 3rd St.,1340003-6,10,554,"$473,000.00"
421,Kandiyohi,Watermain - Phase 1 - Replacement,1340003-7,10,554,"$1,326,000.00"
422,Kandiyohi,Watermain - Phase 2 - Replacement,1340003-8,10,554,"$2,584,000.00"
423,Kandiyohi,Watermain - Phase 3 - Replacement,1340003-9,10,554,"$609,000.00"
424,Minneota,Watermain - Replacement,1420007-1,10,"1,307","$3,250,000.00"
425,Minneota,Watermain - Watermain Improvements,1420007-3,10,"1,307","$350,000.00"
426,Saint Paul Regional Water Services,Treatment - Process Imp.(McCarrons),1620026-22,10,"385,796","$160,000,000.00"
427,Saint Paul Regional Water Services,Other - LSL Replacement Phase 2,1620026-24,10,"304,547","$500,000.00"
428,Saint Paul Regional Water Services,Other - LSL Replacement Phase 3,1620026-25,10,"305,877","$15,000,000.00"
429,Wood Lake,Watermain - Repl Cast Iron & AC Mains,1870008-4,10,381,"$6,351,000.00"
430,Wood Lake,Storage - Repl Tower,1870008-5,10,381,"$1,950,000.00"
431,Wood Lake,Other - LSL Replacement,1870008-6,10,381,"$84,000.00"
432,Altura,Source - Rehab Well Houses,1850018-1,10,451,"$1,099,000.00"
433,Altura,Watermain - Replacement,1850018-2,10,451,"$3,691,000.00"
434,Moorhead,Watermain - Distribution Phase 2,1140008-11,10,"43,409","$2,330,000.00"
435,Moorhead,Other - LSL Replacement Phase 2,1140008-12,10,"43,409","$500,000.00"
436,Moorhead,Watermain - Distribution Phase 3,1140008-14,10,"43,409","$1,900,000.00"
437,Moorhead,Other - LSL Replacement Phase 3,1140008-15,10,"43,409","$687,500.00"
438,Moorhead,Watermain - Distribution Phase 4,1140008-17,10,"43,409","$2,375,000.00"
439,Moorhead,Other - LSL Replacement Phase 4,1140008-18,10,"43,409","$375,000.00"
440,Moorhead,Storage - Reservoirs Improvement,1140008-20,10,"43,409","$1,250,000.00"
441,Moorhead,Other - LSL Replacement No Watermain,1140008-21,10,"43,409","$937,500.00"
442,Moorhead,Source - Transmission Pipeline Repl,1140008-23,10,"43,409","$13,000,000.00"
443,Moorhead,Watermain - Distribution Phase 1,1140008-8,10,"43,409","$1,350,500.00"
444,Moorhead,Other - LSL Replacement Phase 1,1140008-9,10,"43,409","$500,000.00"
445,Howard Lake,Watermain - Replacement,1860010-10,10,"1,897","$2,875,500.00"
446,Howard Lake,Other - LSL Replacement,1860010-11,10,"1,897","$121,500.00"
447,Howard Lake,Treatment - Replace Existing Plant,1860010-8,10,"1,897","$11,610,000.00"
448,Howard Lake,Storage - Replace Tower No. 1,1860010-9,10,"1,897","$2,700,000.00"
449,Big Lake,Source - Additional Well #8,1710002-5,10,"9,000","$1,350,000.00"
450,Mounds View,Treatment - Plant Rehab,1620008-1,10,"12,959","$2,340,000.00"
451,South Saint Paul,Other - LSL Replacement,1190020-4,10,"20,132","$3,115,000.00"
452,South Saint Paul,Watermain - I494 Crossing and 7th Ave,1190020-5,10,"20,132","$6,680,000.00"
453,Foley,Source - New Well #6 & Seal Well #4,1050001-3,10,"2,658","$223,600.00"
454,Lexington,Source - New Well,1020032-1,10,"2,276","$1,490,000.00"
455,Lexington,Storage - New Tower,1020032-3,10,"2,276","$1,503,000.00"
456,Lexington,Watermain - New Watermain & Looping,1020032-4,10,"2,276","$1,796,000.00"
457,Fridley,Treatment - PFAS Treatment Locke Park TP,1020031-3,10,"27,789","$5,237,000.00"
458,Minneapolis,Other - LSL Replacement Streets Year 1,1270024-14,10,"424,536","$3,338,500.00"
459,Minneapolis,Other - LSL Replacement Streets Year 2,1270024-15,10,"424,536","$8,064,900.00"
460,Minneapolis,Other - LSL Replacement Streets Year 3,1270024-16,10,"424,536","$8,306,847.00"
461,Minneapolis,Other - LSL Replacement Streets Year 4,1270024-17,10,"424,536","$8,556,052.00"
462,Minneapolis,Other - LSL Repl Green Zones Year 1,1270024-18,10,"424,536","$2,730,000.00"
463,Minneapolis,Other - LSL Repl Green Zones Year 2,1270024-19,10,"424,536","$5,840,100.00"
464,Minneapolis,Other - LSL Repl Green Zones Year 3,1270024-20,10,"424,536","$6,015,303.00"
465,Minneapolis,Other - LSL Repl Green Zones Year 4,1270024-21,10,"424,536","$6,195,762.00"
466,Buffalo,Storage - Tower #1 Rehab,1860005-7,10,"16,413","$815,000.00"
467,Buffalo,Watermain - TH 25 South Recon,1860005-8,10,"16,413","$1,170,000.00"
468,Shafer,Storage - Tower Rehab & 2 New Generators,1130014-2,10,"1,083","$635,000.00"
469,Shafer,Other - Generator for Well,1130014-3,10,"1,083","$79,200.00"
470,Montrose,Treatment - Manganese Plant,1860016-5,10,"3,505","$13,850,000.00"
471,Montrose,"Storage - Repl Tower w/100,000 Gal Tower",1860016-6,10,"3,505","$4,650,000.00"
472,Zimmerman,Treatment - Upgrade SCADA,1710006-5,10,"5,334","$25,000.00"
473,Zimmerman,Watermain - Repl Lake Fremont Area,1710006-6,10,"5,334","$1,300,000.00"
474,Okabena,Watermain - Repl CIP,1320005-2,10,208,"$4,408,000.00"
475,Hampton,"Storage - New 100,000 Gal Tower",1190010-5,10,691,"$1,365,000.00"
476,Jordan,Storage -Tower Imprvmnts & Booster Rehab,1700003-3,10,"6,230","$4,800,000.00"
477,Henderson,Treatment - New Iron Removal Plant,1720006-2,10,926,"$5,645,920.00"
478,Henderson,Watermain - Replacement & Upgrades,1720006-3,10,926,"$4,500,000.00"
479,Harris,Storage - Tower Rehab,1130005-4,10,"1,065","$378,445.00"
480,Coon Rapids,Storage - Tower Replacement,1020017-3,10,"62,706","$5,500,000.00"
481,Clearbrook,Conservation - Meter Install,1150003-1,10,671,"$195,480.00"
482,Clearbrook,Storage - Tower Rehab,1150003-2,10,671,"$871,382.00"
483,Murdock,Source - Two Replacement Wells,1760007-3,8,282,"$225,490.00"
484,Truman,Source - New Well & Seal Well #3,1460010-7,8,"1,115","$287,800.00"
485,New Ulm,Source - 11 Wellfield Upgrades,1080003-2,8,"13,522","$2,489,000.00"
486,Minnesota Lake,Watermain - Connect to Wells,1220013-1,8,683,"$5,100,000.00"
487,Lowry,Source - New Wells,1610007-6,8,345,"$369,200.00"
488,Minnetrista,Source - Replacement Well #9,1270036-6,8,"7,989","$1,360,000.00"
489,Marble,Watermain - Replace and Loop Main,1310023-2,7,626,"$905,000.00"
490,Kerkhoven,Treatment - Remove Fe/Mn/As,1760006-1,7,714,"$3,537,460.00"
491,Plummer,Watermain - Loop Poplar Street,1630002-5,7,292,"$105,000.00"
492,Willmar,Treatment - Biological Filtration NE TP,1340016-1,7,"19,610","$24,100,000.00"
493,Murdock,Treatment - New Fe/Mn Treatment Plant,1760007-4,7,282,"$1,883,950.00"
494,Murdock,Watermain - Replace & Loop,1760007-6,7,282,"$618,000.00"
495,Lamberton,Watermain - Looping Project,1640003-13,7,828,"$390,500.00"
496,Cloquet,Treatment - New Mn Plant at Well 11,1090005-3,7,"12,156","$1,838,200.00"
497,Waseca,Watermain - Move Watermain to 3rd & 4th,1810004-3,7,"9,124","$224,904.00"
498,Gilbert,Treatment - Plant Upgrade,1690020-3,7,"1,799","$3,000,000.00"
499,Truman,Treatment - Rehab Plant w/RO System,1460010-8,7,"1,115","$1,892,900.00"
500,Hanska,"Treatment - New Plant, Remove Fe/Mn",1080002-2,7,419,"$1,352,000.00"
501,Red Rock Rural Water System,Treatment - New Plant,1170009-2,7,"5,840","$14,400,000.00"
502,New Ulm,Source - New Well #28,1080003-3,7,"13,522","$1,159,000.00"
503,Lamberton,Treatment - New Plant,1640003-10,7,831,"$6,491,000.00"
504,Lamberton,"Source - New Well, Rehab Well 1",1640003-9,7,831,"$972,000.00"
505,Litchfield,Treatment - Rehab Plant,1470008-7,7,"6,671","$4,936,422.00"
506,LeRoy,Source - Backup Well,1500009-1,7,900,"$775,056.00"
507,Campbell,"Storage - New 40,000 Gal GSR w/chem feed",1840003-2,7,159,"$1,035,510.00"
508,Campbell,Watermain - Looping in Various Areas,1840003-3,7,159,"$2,423,240.00"
509,Holdingford,Treatment - Well House Rehab,1730014-1,7,770,"$181,200.00"
510,Audubon,Watermain - Falcon Street Loop,1030001-6,7,519,"$98,000.00"
511,Hanley Falls,Watermain - Replace & Loop Main,1870005-4,7,304,"$2,625,000.00"
512,Wanamingo,Source - Well House Rehab,1250018-2,7,"1,089","$400,000.00"
513,Wanamingo,Watermain - Looping,1250018-4,7,"1,089","$764,000.00"
514,Ghent,Watermain - Looping Dead End Water Lines,1420004-3,7,497,"$4,203,400.00"
515,Rollingstone,Watermain - Looping Rolling Meadows,1850008-3,7,664,"$164,480.00"
516,Jackson,Watermain - River Crossing,1320003-5,7,"3,208","$522,663.00"
517,Silver Lake,Treatment - New Pressure Filter Plant,1430008-7,7,837,"$2,399,909.00"
518,Elizabeth,Treatment - Plant Rehab,1560028-2,7,175,"$343,000.00"
519,Plato,Source - Additional Well #4,1430007-1,7,355,"$475,000.00"
520,Plato,"Treatment - New Plant, Remove Fe/Mn",1430007-2,7,355,"$2,655,375.00"
521,Madison Lake,"Watermain-Repl & Loop Main, 7th & Maple",1070007-9,7,"1,017","$1,084,010.00"
522,Darwin,Watermain - 1st St. & Loop,1470002-4,7,302,"$1,025,900.00"
523,Argyle,Source - New Well,1450002-3,7,650,"$219,000.00"
524,Argyle,Treatment - Plant Rehab + Softening,1450002-4,7,650,"$1,916,000.00"
525,Rice,"Source - New Well #4, Well House",1050002-4,7,"1,279","$600,000.00"
526,Rice,Watermain - Looping,1050002-7,7,"1,279","$625,000.00"
527,Lowry,Watermain - Replace & Loop,1610007-8,7,345,"$2,324,100.00"
528,Rice Lake,Watermain - Loop Howard Gnesen & Martin,1690049-4,7,"1,323","$793,800.00"
529,Adams,Watermain - Loop & Connect Well No. 5,1500001-2,7,820,"$460,000.00"
530,Adams,Source - Well No. 5 & Pumphouse,1500001-3,7,820,"$1,542,800.00"
531,Lewiston,Watermain - TH 14 Loop,1850006-8,7,"1,620","$385,000.00"
532,Vernon Center,Treatment - New Plant,1070019-1,7,332,"$2,764,300.00"
533,Saint Augusta,Treatment - New Fe/Mn Plant & Wells,1730063-6,7,"1,425","$7,548,900.00"
534,Loretto,Treatment - New Fe/Mn Plant,1270019-5,7,661,"$970,000.00"
535,Rosemount,Treatment - New Fe/Mn/Ra Plant,1190019-2,7,"22,445","$20,218,000.00"
536,Ramsey,Treatment - Plant Improvements,1020035-6,7,"14,252","$46,000,000.00"
537,Alpha,Treatment - Plant & Well Rehab,1320001-1,7,162,"$2,074,950.00"
538,Lindstrom,Treatment - New Plant,1130007-2,7,"4,662","$3,544,000.00"
539,Lino Lakes,Treatment - Manganese Treatment Plant,1020023-3,7,"21,748","$23,080,750.00"
540,Medina,Tretment - Plant Expansion,1270023-2,7,"6,549","$2,365,000.00"
541,Minnetonka Beach,Treatment - Replace Plant,1270034-1,7,590,"$4,200,000.00"
542,Pennock,"Storage - Repl with 50,000 Gal Tower",1340006-1,6,508,"$768,400.00"
543,Murdock,"Storage - New 50,000 Gal Tower",1760007-5,6,282,"$916,500.00"
544,Ghent,"Storage - New 50,000 Gal Tower",1420004-1,6,497,"$1,520,400.00"
545,Foley,"Storage - New 200,000 Gal Tower",1050001-5,6,"2,658","$1,712,600.00"
546,Rock County Rural Water System,"Storage - New 500,000 Gallon Tower",1670007-11,6,"2,256","$3,133,350.00"
547,Adams,"Storage - New 125,000 Gallon Tower",1500001-4,6,820,"$1,911,000.00"
548,Saint Augusta,"Storage - New 150,000 Gal Tower",1730063-7,6,"1,425","$1,292,000.00"
549,Wykoff,Watermain - County Road 5,1230013-4,5,444,"$297,000.00"
550,Plummer,"Storage - New 50,000 Gal Tower",1630002-4,5,292,"$994,000.00"
551,Plummer,Conservation - Install Meters,1630002-6,5,292,"$211,500.00"
552,Paynesville,Distribution - Booster Station,1730018-3,5,"2,298","$630,000.00"
553,Watkins,"Storage - New 50,000 Gal Tower",1470010-2,5,948,"$774,700.00"
554,Verndale,"Storage - New 75,000 Gal Tower",1800003-10,5,559,"$830,000.00"
555,Verndale,Conservation - 50 New Meters,1800003-11,5,559,"$120,000.00"
556,Murdock,Conservation - Install Meters,1760007-7,5,282,"$132,180.00"
557,Lakefield,Treatment - Add RO/Plant Rehab,1320004-3,5,"1,694","$2,593,137.00"
558,Adams,Watermain - Repl Various Areas,1500001-1,5,800,"$1,106,000.00"
559,Badger,Treatment - Repl Plant Piping System,1680001-2,5,474,"$102,182.00"
560,Badger,Storage - Replace Riser Pipe,1680001-3,5,474,"$38,318.00"
561,Badger,Watermain - Repl Area 1,1680001-4,5,369,"$836,000.00"
562,Badger,Watermain - Repl Area 2,1680001-5,5,369,"$667,000.00"
563,Badger,Storage - Rehab Tower,1680001-6,5,369,"$296,000.00"
564,Benson,Storage - Tower Rehab,1760008-3,5,"3,240","$790,000.00"
565,Morristown,"Treatment - New Plant, Remove Radium",1660007-1,5,"1,042","$1,254,000.00"
566,Kennedy,Watermain - Replace Various Areas,1350003-3,5,191,"$1,282,500.00"
567,Gilbert,Storage - Two Tank Rehabs,1690020-4,5,"1,799","$575,000.00"
568,Gilbert,Watermain - TH37 Replacement,1690020-5,5,"1,799","$633,000.00"
569,Gilbert,Conservation - Repl Meters,1690020-6,5,"1,799","$540,000.00"
570,Gilbert,Watermain - Replace Hydrants,1690020-7,5,"1,799","$256,000.00"
571,Truman,Storage - Rehab Water Tower,1460010-6,5,"1,115","$765,200.00"
572,Fairmont,Storage - New 3.0 MG Reservoir,1460003-2,5,"10,666","$2,063,000.00"
573,Fairmont,Treatment - Decommission Lime Ponds,1460003-3,5,"10,328","$2,906,250.00"
574,Grygla,Storage - Tower Rehab,1450003-1,5,221,"$386,000.00"
575,Grygla,Treatment - New Wellhouse,1450003-2,5,221,"$813,750.00"
576,Grygla,Watermain - Hydrant Valve Replacement,1450003-3,5,221,"$115,015.00"
577,Campbell,Conservation - New Meters,1840003-4,5,159,"$90,040.00"
578,Waldorf,Treatment - Plant Rehab & Well Valves,1810003-1,5,227,"$409,182.00"
579,Waldorf,Storage - Tower Rehab,1810003-2,5,227,"$461,626.00"
580,Waldorf,Watermain - Replace with Meters,1810003-3,5,227,"$2,183,344.00"
581,Winthrop,Watermain - Replace First Street,1720008-3,5,"1,399","$569,717.00"
582,Gibbon,"Watermain - Repl Clark,Allen Ave,8th St",1720004-3,5,825,"$855,914.00"
583,Hanska,"Storage - Repl w/100,000 Gal Tower",1080002-3,5,419,"$638,000.00"
584,Saint Cloud,Conservation - Rem. Read Meter Upgrade,1730027-7,5,"66,169","$5,215,000.00"
585,Lamberton,Storage - Ground Storage Rehab,1640003-11,5,831,"$788,000.00"
586,Lamberton,Watermain - Replace & Loop,1640003-12,5,831,"$9,301,600.00"
587,Silver Lake,"Storage - New 115,000 Gallon Tank",1430008-1,5,837,"$1,000,000.00"
588,Richmond,"Storage - Recoat 70,000 Gallon Tower",1730022-4,5,"1,325","$92,000.00"
589,Mountain Iron,Treatment - Repl Filter Vessel,1690035-4,5,"2,869","$999,460.00"
590,Mountain Iron,Storage - Tower Rehab,1690035-5,5,"2,869","$715,038.00"
591,Greenbush,Watermain - Repl Area 7 - Main & Park,1680002-10,5,719,"$821,544.00"
592,Greenbush,Watermain - Repl Area 8 -2nd & Johnson,1680002-11,5,719,"$837,537.00"
593,LeRoy,"Storage - Repl with 120,000 Gallon Tower",1500009-2,5,900,"$811,589.00"
594,LeRoy,Watermain - Replace for East County Rd.,1500009-3,5,900,"$560,232.00"
595,LeRoy,Treatment - Rehab Filter,1500009-4,5,900,"$373,001.00"
596,Proctor,Watermain - Replace Various Blocks,1690042-4,5,"2,854","$1,807,404.00"
597,Kent,Source - New Pumphouse & Equipment,1840004-1,5,90,"$427,000.00"
598,Hawley,"Watermain - Replace, Phase 3",1140006-7,5,"1,850","$3,650,000.00"
599,Hanley Falls,Watermain - Replace,1870005-5,5,275,"$2,491,000.00"
600,Hanley Falls,Conservation - Replace Meters,1870005-6,5,275,"$134,000.00"
601,Barnesville,Watermain - Replacement - Phase 1,1140001-4,5,"2,600","$3,500,000.00"
602,Barnesville,Watermain - Repl 3 Blocks of Front St.,1140001-5,5,"2,635","$450,000.00"
603,Wanamingo,Storage - New Tower,1250018-3,5,"1,089","$1,270,000.00"
604,Moorhead,Treatment - Lime Sludge Dewatering Fac.,1140008-5,5,"42,005","$6,347,040.00"
605,Moorhead,Storage - Southside Tower,1140008-6,5,"42,005","$3,380,000.00"
606,Waltham,Watermain - Reconstruct Distr Sys,1500016-3,5,168,"$1,074,900.00"
607,Waltham,Storage - Replace Elevated Tank,1500016-4,5,168,"$1,455,000.00"
608,Grand Meadow,Watermain - Repl Cast Iron Mains,1500008-1,5,"1,154","$2,150,000.00"
609,Cottonwood,Watermain - Repl Cast Iron Mains,1420002-1,5,"1,180","$5,477,830.00"
610,Ghent,Conservation - Meter Replacements,1420004-4,5,497,"$180,200.00"
611,Brooklyn Park,Watermain - Repl BLRT Project (CIP4033),1270005-10,5,"78,195","$1,225,000.00"
612,Brooklyn Park,Source - Rehab Wellhouses 10 & 11,1270005-3,5,"75,781","$1,300,000.00"
613,Brooklyn Park,Watermain - Repl W. Broadway (CSAH 103),1270005-5,5,"75,781","$1,875,000.00"
614,Brooklyn Park,Watermain - Replace CSAH 81 (CIP4032),1270005-8,5,"78,195","$700,000.00"
615,Brooklyn Park,Watermain - Replace Mississippi & 81st.,1270005-9,5,"78,195","$300,000.00"
616,Silver Lake,Source - Rehab Wells,1430008-5,5,837,"$583,930.00"
617,Silver Lake,Storage - New Standpipe,1430008-6,5,837,"$1,399,000.00"
618,Silver Lake,Watermain - Distribution Reconstruction,1430008-8,5,837,"$6,018,028.00"
619,Foley,Treatment - Manganese Treatment Plant,1050001-4,5,"2,658","$5,075,700.00"
620,Foley,Storage - Tower Rehab,1050001-6,5,"2,658","$398,400.00"
621,Elizabeth,Watermain - Repl and Loop,1560028-3,5,175,"$2,258,000.00"
622,Plato,"Storage - Repl w/100,000 Gallon Tower",1430007-3,5,355,"$841,000.00"
623,Dexter,"Storage - Replace 50,000 Gallon Tower",1500006-1,5,338,"$1,687,500.00"
624,Dexter,Watermain - Replacement,1500006-2,5,338,"$2,494,888.00"
625,Ottertail,Source - Transmission Improvements,1560032-3,5,575,"$427,500.00"
626,Ottertail,Storage - Tower Rehab,1560032-4,5,575,"$492,500.00"
627,Beaver Bay,Treatment -Raw Water intake replacement,1380001-2,5,98,"$1,020,000.00"
628,Darwin,Conservation - Install Meters,1470002-3,5,244,"$140,000.00"
629,Lonsdale,Watermain - Repl Cast Iron Main - Area 5,1660006-2,5,"3,800","$1,752,300.00"
630,Prinsburg,Storage - Tower Rehab,1340007-2,5,561,"$1,003,000.00"
631,Prinsburg,Watermain - Phase 2 Repl Cast Iron Mains,1340007-3,5,561,"$4,432,000.00"
632,Prinsburg,Conservation - Replace Meters,1340007-4,5,561,"$333,000.00"
633,Argyle,"Storage - New 100,000 Gal Tower",1450002-5,5,650,"$1,738,000.00"
634,Argyle,Watermain - Repl Transmission Line,1450002-6,5,650,"$720,000.00"
635,Rice,Treatment - Plant Rehab,1050002-5,5,"1,279","$570,000.00"
