"SelfScore1",Municipality,"ProjectNumber",Project Description,"EstimatedProject Cost",Region,CME,"FederalEquivalency2"
76,"MONTICELLO, VILLAGE OF",4853‐03,Replace WMs Along E Lake Ave,"$2,750,000.00",SC,Zettl,No
76,"MELLEN, CITY OF",5444‐04,Replace WMs on STH 13,"$500,000.00",NO,Andruczyk,No
76,"LA FARGE, VILLAGE OF",4827‐05,"Replace WMs and Looping on Main, Cherry, Snow...","$1,265,000.00",WC,Cameron,No
76,"RIDGEWAY, VILLAGE OF",5206‐10,"Replace Watermains on Kirby St, Pierce St and Wells St","$1,400,000.00",SC,Zettl,No
76,"RIDGEWAY, VILLAGE OF",5206‐09,Replace WM on Farwell St. from Richards to Main,"$385,000.00",SC,Zettl,No
76,"LIVINGSTON, VILLAGE OF",5248‐08,"Replace Watermains on Park St, Clifton St and Florence St","$2,070,000.00",SC,Zettl,No
75,"MILWAUKEE, CITY OF",4851‐43,BIL SFY24 LSL Program ‐ Municipal,"$11,520,000.00",SE,Binder,Yes
75,"KENOSHA, CITY OF",4825‐07,BIL SFY24 LSL Program ‐ Municipal,"$2,400,000.00",SE,Binder,Yes
75,"SHEBOYGAN, CITY OF",4901‐11,BIL SFY24 LSL Program,"$3,352,000.00",SE,Binder,Yes
75,"MONROE, CITY OF",4852‐18,Replace Public‐Side LSLs (2023),"$1,500,000.00",SC,Zettl,Yes
75,"BLACK EARTH, VILLAGE OF",5484‐03,Well Rehab/Upgrade,"$1,600,000.00",SC,Zettl,No
74,"LAKE GENEVA, CITY OF",5607‐04,Replace WMs on Evergreen/Lakewood/Lakeshore,"$825,000.00",SE,Binder,No
74,"WATERLOO, CITY OF",4962‐06,"Upgrade electrical, pumping, controls, chem feed @ well 2","$1,000,000.00",SC,Zettl,No
74,"MATTOON, VILLAGE OF",4842‐02,Rehab Elevated Storage Tank,"$400,000.00",NE,Hannes,No
73,"ASHLAND, CITY OF",4759‐22,"Replace Watermain on STH 13, between 2nd and 11th Street","$1,215,000.00",NO,Andruczyk,No
73,"RIPON, CITY OF",5289‐16,Replace Watermains on Griswold St,"$500,000.00",NE,Hannes,No
73,"COLBY, CITY OF",4786‐13,Replace Watermain on STH 13,"$800,000.00",WC,Cameron,No
73,"CAMP DOUGLAS, VILLAGE OF",5468‐04,Replace WMs on Murray and Good Sts.,"$1,500,000.00",WC,Cameron,No
72,"OSHKOSH, CITY OF",4874‐17,Replace Oxygen Storage Tanks & Ozone Generators/SCADA,"$10,976,400.00",NE,Hannes,Yes
72,"CEDARBURG, CITY OF",5628‐02,BIL SFY24 LSL Program,"$376,000.00",SE,Binder,Yes
72,"HIGHLAND, VILLAGE OF",4818‐05,Replace Watermain on Isabell St and Grand St,"$1,400,000.00",SC,Zettl,No
72,"CASCADE, VILLAGE OF",5281‐04,Construct Well #3,"$1,700,000.00",SE,Binder,No
71,"SHAWANO, CITY OF",5124‐09,"Replace Watermains on Smalley St, Lafayette St and Franklin St","$903,465.00",NE,Hannes,No
71,"WAUZEKA, VILLAGE OF",4932‐02,Replace Watermains on Main from Dousman to Timber,"$770,000.00",WC,Zettl,No
70,"BEAVER DAM, CITY OF",4764‐05,"Watermain Replacement, Third St","$725,729.00",SC,Zettl,Yes
70,"BEAVER DAM, CITY OF",4764‐06,"Watermain Replacement, Haskell St","$598,195.00",SC,Zettl,Yes
70,"BEAVER DAM, CITY OF",4764‐10,"Replace Watermain on Front St, Beaver St and West St","$4,000,000.00",SC,Zettl,Yes
70,"WHITEFISH BAY, VILLAGE OF",5214‐13,BIL SFY24 LSL Program,"$1,500,000.00",SE,Binder,Yes
70,"NEW RICHMOND, CITY OF",4861‐11,BIL SFY24 LSL Program,"$300,000.00",WC,Cameron,Yes
70,"COLUMBUS, CITY OF",5188‐05,BIL SFY24 LSL Program,"$200,000.00",SC,Zettl,Yes
70,"WHITEFISH BAY, VILLAGE OF",5214‐12,"Replace Watermains on Wilshire, Oakland, Cumberland and Bartlett","$1,500,000.00",SE,Binder,No
70,"BRUCE, VILLAGE OF",5545‐03,Construct WTP for Wells #1 and 3 Mn,"$718,846.00",NO,Andruczyk,No
69,"HAYWARD, CITY OF",5198‐04,BIL SFY24 LSL Program,"$1,040,000.00",NO,Andruczyk,Yes
69,"HAYWARD, CITY OF",5198‐03,Replace WMs on West 2nd St and connecting streets,"$1,040,000.00",NO,Andruczyk,No
68,"KAUKAUNA, CITY OF",5120‐14,BIL SFY24 LSL Program ‐ Census Tract 123,"$15,000.00",NE,Hannes,Yes
68,"WEYAUWEGA, CITY OF",4936‐03,BIL SFY24 LSL Program,"$43,500.00",NE,Hannes,Yes
68,"ARGYLE, VILLAGE OF",5658‐01,BIL SFY24 LSL Program,"$20,000.00",SC,Zettl,Yes
68,"MAYVILLE, CITY OF",5443‐12,Replace WMs on Alley Street; Looping Main,"$357,013.00",SC,Zettl,No
68,"COBB, VILLAGE OF",5264‐03,Replace WMs Along Clifton St & School St,"$715,000.00",SC,Zettl,No
68,"MERRIMAC, VILLAGE OF",4849‐02,Rehab Well #1,"$460,000.00",SC,Zettl,No
68,"PIGEON FALLS, VILLAGE OF",5162‐01,Construct New Well & Connections; Upgrade Treatmnt Facility,"$2,000,000.00",WC,Cameron,No
66,"BEAVER DAM, CITY OF",4764‐07,"Watermain Replacement, East Davis St","$871,285.00",SC,Zettl,Yes
66,"LAKE GENEVA, CITY OF",5607‐03,Replace WM on STH 50 (Main St.),"$1,000,000.00",SE,Binder,No
66,"MAYVILLE, CITY OF",5443‐11,Replace Watermains on Muzzy St and Allen St,"$1,631,508.00",SC,Zettl,No
66,"HORICON, CITY OF",5318‐13,Replace WM on Nebraska St.,"$484,433.00",SC,Zettl,No
66,"HORICON, CITY OF",5318‐10,Replace WM on Center St.,"$266,401.00",SC,Zettl,No
66,"HORICON, CITY OF",5318‐11,Replace WM on Juneau St.,"$958,678.00",SC,Zettl,No
66,"PARK FALLS, CITY OF",5249‐09,"Replace 4500 ft WM on Case, Sherry, Avery, Paddock & Linden","$400,000.00",NO,Andruczyk,No
66,"NEW AUBURN, VILLAGE OF",5202‐09,Replace Watermain on North St,"$1,235,125.00",WC,Cameron,No
66,"LA VALLE, VILLAGE OF",4831‐02,"Construct Well #2 Including Well House, Treatment, SCADA","$1,500,000.00",SC,Zettl,No
66,"WHEELER, VILLAGE OF",5651‐03,Rehab/Upgrade Well #1,"$1,000,000.00",WC,Cameron,No
66,"WHEELER, VILLAGE OF",5651‐02,Construct Well #2,"$1,000,000.00",WC,Cameron,No
65,"WEST ALLIS, CITY OF",5404‐09,BIL SFY24 LSL Program,"$400,000.00",SE,Binder,Yes
65,"BEAVER DAM, CITY OF",4764‐12,BIL SFY24 LSL Program,"$700,000.00",SC,Zettl,Yes
65,"HARTFORD, CITY OF",4814‐04,BIL SFY24 LSL Program,"$1,450,000.00",SE,Binder,Yes
65,"SHOREWOOD, VILLAGE OF",5630‐02,BIL SFY24 LSL Program,"$1,360,000.00",SE,Binder,Yes
65,"MOSINEE, CITY OF",5536‐06,BIL SFY24 LSL Program,"$50,000.00",WC,Andruczyk,Yes
65,"THORP, CITY OF",4922‐18,BIL SFY24 LSL Program,"$144,000.00",WC,Cameron,Yes
65,GLIDDEN SD,5157‐09,BIL SFY24 LSL Program,"$2,550,000.00",NO,Andruczyk,Yes
65,"SHEBOYGAN FALLS, CITY OF",5656‐01,Replace Existing Fond du Lac Ave Booster Station,"$2,250,000.00",SE,Binder,No
65,"DODGEVILLE, CITY OF",4795‐09,Rehab/Upgrade Well #6,"$2,000,000.00",SC,Zettl,No
65,"BALDWIN, VILLAGE OF",5384‐06,Replace Watermain on Curtis St and 8th Ave,"$500,000.00",WC,Cameron,No
65,"PHILLIPS, CITY OF",4878‐04,Replace Watermains on Avon Ave,"$1,200,000.00",NO,Andruczyk,No
65,"STRUM, VILLAGE OF",5569‐02,Construct Looping Watermain from Butternut to E Walnut,"$1,218,000.00",WC,Cameron,No
64,"WAUPACA, CITY OF",4929‐08,BIL SFY24 LSL Program,"$215,000.00",NE,Hannes,Yes
64,"KEWAUNEE, CITY OF",5508‐05,BIL SFY24 LSL Program,"$60,000.00",NE,Hannes,Yes
64,"GRATIOT, VILLAGE OF",5197‐04,Water Tower Rehabilitation,"$525,000.00",SC,Zettl,No
63,"ABBOTSFORD, CITY OF",4748‐10,Replace WM along Cedar St.,"$389,771.00",WC,Cameron,No
62,"BELOIT, CITY OF",5471‐06,Replace Watermain less than 6 inch diameter,"$13,000,000.00",SC,Zettl,Yes
62,"BEAVER DAM, CITY OF",4764‐09,Replace Existing Fe Treatment,"$16,100,000.00",SC,Zettl,Yes
62,"OMRO, CITY OF",5091‐11,Replace WM on Larabee St,"$1,100,000.00",NE,Hannes,No
62,"CAMPBELLSPORT, VILLAGE OF",5467‐03,Replace WMs on Ladwig St,"$2,000,000.00",NE,Hannes,No
62,"CRANDON, CITY OF",5397‐04,"Replace WMs Along E Glen St, S Park St & Polk St","$1,609,214.00",NO,Andruczyk,No
62,"CRANDON, CITY OF",5397‐05,Replace WMs Along W Glen St/USH 8,"$2,033,728.00",NO,Andruczyk,No
62,"STRATFORD, VILLAGE OF",5290‐09,Replace WM along Allington St.,"$247,340.00",WC,Andruczyk,No
62,"STRATFORD, VILLAGE OF",5290‐10,Replace WM along Monarch St.,"$747,446.00",WC,Andruczyk,No
62,"HILBERT, VILLAGE OF",4987‐02,Upgrade Well #4; Fe Treatment,"$650,000.00",NE,Hannes,No
62,"OAKDALE, VILLAGE OF",5451‐02,"Construct Well #2, Connecting Main, SCADA","$1,600,000.00",WC,Cameron,No
62,THREE LAKES SD #1,5441‐05,"Replace Watermains, Loop Dead Ends on Lake Dr","$400,000.00",NO,Andruczyk,No
61,"DODGEVILLE, CITY OF",4795‐10,Rehab/Upgrade Well #5,"$2,000,000.00",SC,Zettl,No
61,"DODGEVILLE, CITY OF",4795‐07,Rehab/Upgrade Well #8,"$2,000,000.00",SC,Zettl,No
61,"MEDFORD, CITY OF",4844‐02,Replace Watermains on STH 64,"$500,000.00",NO,Andruczyk,No
61,"PHILLIPS, CITY OF",4878‐03,Replace Watermains on Fifield St,"$800,000.00",NO,Andruczyk,No
60,"RACINE, CITY OF",4887‐17,Rehab/Improve Water Treatment Filtration,"$19,000,000.00",SE,Binder,Yes
60,"EAU CLAIRE, CITY OF",5449‐09,Treat PFAS at WTP; 8 MGD System (EC),"$16,000,000.00",WC,Cameron,Yes
60,"EAU CLAIRE, CITY OF",5449‐08,Treat PFAS at WTP; 20 MGD System (EC),"$46,000,000.00",WC,Cameron,Yes
60,"MARSHFIELD, CITY OF",5364‐09,"South Wellfield‐‐Temporary Treatment for PFAs, Wells 4, 5, 6 & 25 (EC)","$700,000.00",WC,Cameron,Yes
60,"LAKE GENEVA, CITY OF",5607‐05,BIL SFY24 LSL Program,"$750,000.00",SE,Binder,Yes
60,"LODI, CITY OF",4835‐07,BIL SFY24 LSL Program,"$3,000,000.00",SC,Zettl,Yes
60,"LA VALLE, VILLAGE OF",4831‐04,"Rehab Well #1 Including Radium Removal, Treatment, SCADA","$640,000.00",SC,Zettl,No
60,SHELBY SD #2,4902‐10,Modifications at Well #1 and Well #2,"$300,000.00",WC,Cameron,No
59,"ANTIGO, CITY OF",4754‐14,BIL SFY24 LSL Program,"$350,000.00",NO,Andruczyk,Yes
59,"NEW LONDON, CITY OF",5564‐06,Replace Watermains on N Water St,"$1,000,000.00",NE,Hannes,No
59,"ST. CROIX FALLS, CITY OF",5430‐08,"New Well 12, wellhouse, chemical feed, and appurtenances","$2,500,000.00",NO,Andruczyk,No
59,"IRON RIDGE, VILLAGE OF",5608‐02,Replace WMs in the North Main Street Area,"$1,000,000.00",SC,Zettl,No
58,"ROTHSCHILD, VILLAGE OF",4896‐13,Construct Treatment Facility for PFAs (EC),"$6,400,000.00",WC,Andruczyk,Yes
58,"MAYVILLE, CITY OF",5443‐13,Reroute WM to CTH V from N Main St,"$307,800.00",SC,Zettl,No
58,"LODI, CITY OF",4835‐05,Rehab Wellhouse #2 and appurtenances,"$700,000.00",SC,Zettl,No
58,"RANDOLPH, VILLAGE OF",4888‐07,"Replace WMs along 1st, 2nd, Center, and Grove Sts.","$1,400,000.00",SC,Zettl,No
58,"RANDOLPH, VILLAGE OF",4888‐08,Replace Watermains on 1st St and 2nd St,"$4,000,000.00",SC,Zettl,No
58,"FOX LAKE, CITY OF",5583‐01,Replace WM STH 33: Jansen Dr to Brower Blvd,"$1,500,000.00",SC,Zettl,No
58,SENECA SD #1,5514‐02,Construct Well #2 Including Well House And Connecting Mains,"$760,000.00",WC,Cameron,No
57,"WAUSAU, CITY OF",4930‐21,Construct Watermain on Stettin Dr to Stewart Park,"$1,200,000.00",WC,Andruczyk,Yes
57,"PRINCETON, CITY OF",5427‐04,Add looping from STH 23 to Farmer St,"$2,500,000.00",NE,Hannes,No
56,"MARSHFIELD, CITY OF",5364‐07,Wildwood Wellfield Replacement: Replace Wells 8 & 10 (EC),"$5,000,000.00",WC,Cameron,Yes
56,"POTOSI, VILLAGE OF",5604‐02,"Upgrade Well & Booster Pumps, Update SCADA","$750,000.00",SC,Zettl,No
55,"GLENDALE, CITY OF",5626‐02,BIL SFY24 LSL Program,"$250,000.00",SE,Binder,Yes
55,"PLATTEVILLE, CITY OF",4881‐10,BIL SFY24 LSL Program,"$125,400.00",SC,Zettl,Yes
55,"NORTH FOND DU LAC, VILLAGE OF",4863‐15,BIL SFY24 LSL Program,"$500,000.00",NE,Hannes,Yes
55,"LADYSMITH, CITY OF",5369‐20,BIL SFY24 LSL Program,"$1,000,000.00",NO,Andruczyk,Yes
55,"JUNEAU, CITY OF",4824‐06,BIL SFY24 LSL Program,"$750,000.00",SC,Zettl,Yes
54,"ASHLAND, CITY OF",4759‐28,BIL SFY24 LSL Program,"$215,000.00",NO,Andruczyk,Yes
54,"MILTON, CITY OF",4850‐04,BIL SFY24 LSL Program,"$100,000.00",SC,Zettl,Yes
54,"EVANSVILLE, CITY OF",4803‐07,BIL SFY24 LSL Program,"$350,000.00",SC,Zettl,Yes
54,"ABBOTSFORD, CITY OF",4748‐14,"Replace Watermains, 5th and Birch Streets","$1,000,000.00",WC,Cameron,No
54,"STRATFORD, VILLAGE OF",5290‐07,Replace WM along Legacy St.,"$1,374,500.00",WC,Andruczyk,No
54,"STRATFORD, VILLAGE OF",5290‐08,Replace WM along Legion St.,"$1,328,000.00",WC,Andruczyk,No
54,"STRATFORD, VILLAGE OF",5290‐11,Replace WM along Jasper St.,"$266,950.00",WC,Andruczyk,No
54,"THORP, CITY OF",4922‐15,Replace WM on School & Church Streets,"$909,109.00",WC,Cameron,No
54,"EAGLE RIVER, CITY OF",5383‐11,Replace WMs on North 3rd St,"$1,293,418.00",NO,Andruczyk,No
54,"THERESA, VILLAGE OF",5655‐02,Replace Watermains on Mayville St,"$1,029,650.00",SC,Zettl,No
54,"LUCK, VILLAGE OF",5486‐07,Replace WM on Park St,"$1,100,000.00",NO,Andruczyk,No
54,"TIGERTON, VILLAGE OF",5438‐03,Replace Water Meters,"$75,000.00",NE,Hannes,No
54,"HAWKINS, VILLAGE OF",5507‐05,Rehabilitate Well #2,"$500,000.00",NO,Andruczyk,No
54,"HAWKINS, VILLAGE OF",5507‐04,Rehabilitate Well #1,"$500,000.00",NO,Andruczyk,No
54,"HAWKINS, VILLAGE OF",5507‐03,Water Tower Repairs and Coating,"$500,000.00",NO,Andruczyk,No
53,"KRONENWETTER, VILLAGE OF",5533‐04,Treat Well #2 for Mn,"$4,000,000.00",WC,Andruczyk,No
52,"MARSHFIELD, CITY OF",5364‐08,"South Wellfield Treatment for PFAs for Wells 4, 5, 6 & 25 (EC)","$5,000,000.00",WC,Cameron,Yes
52,"KEWASKUM, VILLAGE OF",5548‐02,Replace Watermain on USH 45,"$2,159,000.00",SE,Binder,No
52,"WALWORTH, VILLAGE OF",5652‐02,Replace Watermain on N Randolph St,"$800,000.00",SE,Binder,No
52,"BLUE MOUNDS, VILLAGE OF",4768‐03,Watermain Replacement on Division St and Mound Rd,"$1,500,000.00",SC,Zettl,No
52,"POTOSI, VILLAGE OF",5604‐04,Construct Spruce Park Looping Main,"$210,000.00",SC,Zettl,No
52,"CLAYTON, VILLAGE OF",5631‐01,Treat Manganese at Well #3,"$4,500,000.00",NO,Andruczyk,No
50,"RIPON, CITY OF",5289‐18,BIL SFY24 LSL Program,"$600,000.00",NE,Hannes,Yes
50,"MCFARLAND, VILLAGE OF",4990‐06,Rehab Water Tower #1,"$1,000,000.00",SC,Zettl,No
50,"MCFARLAND, VILLAGE OF",4990‐05,Rehab Water Tower #2,"$1,000,000.00",SC,Zettl,No
50,"ABBOTSFORD, CITY OF",4748‐11,Water Tower Rehab,"$501,655.00",WC,Cameron,No
50,"DURAND, CITY OF",4797‐02,Replace Watermain on Madison St,"$607,545.00",WC,Cameron,No
50,"BIRCHWOOD, VILLAGE OF",5478‐06,Elevated Tank Repairs,"$600,000.00",NO,Andruczyk,No
50,"STURGEON BAY, CITY OF",5557‐04,Rehab Big Hill Storage Tank,"$600,000.00",NE,Hannes,No
49,"WAUSAU, CITY OF",4930‐16,Replace Watermains on Northwest Side,"$600,000.00",WC,Andruczyk,Yes
49,"WAUSAU, CITY OF",4930‐15,Replace Watermains on Eau Claire Blvd,"$600,000.00",WC,Andruczyk,Yes
49,"MENASHA, CITY OF",4845‐22,Replace Watermains on Racine St,"$600,000.00",NE,Hannes,Yes
49,"LOGANVILLE, VILLAGE OF",4372‐05,Replace WMs along HWY 23,"$1,119,918.00",SC,Zettl,No
48,"ASHLAND, CITY OF",4759‐24,Replace WMs on McArthur Ave,"$750,000.00",NO,Andruczyk,No
48,"EDGERTON, CITY OF",4800‐07,Replace Watermain West Rollin St,"$2,000,000.00",SC,Zettl,No
48,"BROOKLYN, VILLAGE OF",5114‐03,Replace Watermain on Hotel St,"$140,000.00",SC,Zettl,No
47,"GREENWOOD, CITY OF",5246‐07,Replace WM on West Miller St,"$1,200,000.00",WC,Cameron,No
46,"BEAVER DAM, CITY OF",4764‐11,Replace Watermain on Currie St,"$1,700,000.00",SC,Zettl,Yes
46,"ABBOTSFORD, CITY OF",4748‐12,"Upgrades to Power, Control Equipment, and SCADA","$975,000.00",WC,Cameron,No
46,"FREDERIC, VILLAGE OF",5541‐03,Replace WMs on Wisconsin Ave,"$2,000,000.00",NO,Andruczyk,No
46,"ROCKLAND, VILLAGE OF",5093‐06,Construct Elevated Storage Tank; Demo Existing Reservoir,"$1,235,000.00",WC,Cameron,No
46,"BAYFIELD, CITY OF",5385‐08,"Replace Aged/Undersized WMs; Abandon 4""; Replace Services","$2,000,000.00",NO,Andruczyk,No
45,"MILWAUKEE, CITY OF",4851‐45,BIL SFY24 LSL Program ‐ Census Tract,"$4,257,000.00",SE,Binder,Yes
45,"JANESVILLE, CITY OF",5119‐08,BIL SFY24 LSL Program,"$1,296,000.00",SC,Zettl,Yes
45,"WAUSAU, CITY OF",4930‐14,BIL SFY24 LSL Program,"$5,334,000.00",WC,Andruczyk,Yes
45,"SUN PRAIRIE, CITY OF",5576‐06,BIL SFY24 LSL Program,"$250,000.00",SC,Zettl,Yes
45,"OCONOMOWOC, CITY OF",5452‐06,BIL SFY24 LSL Program,"$750,000.00",SE,Binder,Yes
45,"RICHLAND CENTER, CITY OF",4893‐08,BIL SFY24 LSL Program,"$600,000.00",SC,Zettl,Yes
45,"SAUK CITY, VILLAGE OF",5629‐02,BIL SFY24 LSL Program,"$1,370,000.00",SC,Zettl,Yes
45,"RANDOLPH, VILLAGE OF",4888‐09,BIL SFY24 LSL Program,"$420,000.00",SC,Zettl,Yes
45,"MONTREAL, CITY OF",5621‐04,BIL SFY24 LSL Program,"$210,000.00",NO,Andruczyk,Yes
45,"BLACK CREEK, VILLAGE OF",5328‐03,Replace WMs on S Main St,"$1,333,304.00",NE,Hannes,No
45,"BIRON, VILLAGE OF",5395‐03,Water Meter Replacement,"$200,000.00",WC,Cameron,No
44,"APPLETON, CITY OF",4755‐05,BIL SFY24 LSL Program,"$500,000.00",NE,Hannes,Yes
44,"WEST MILWAUKEE, VILLAGE OF",5558‐04,BIL SFY24 LSL Program,"$2,747,090.00",SE,Binder,Yes
44,"BARABOO, CITY OF",4762‐06,Replace Watermain on 8th Ave and 8th St,"$2,800,000.00",SC,Zettl,No
44,"WINDSOR, VILLAGE OF",5649‐01,Replace Watermain System Wide,"$730,000.00",SC,Zettl,No
44,"EDGERTON, CITY OF",4800‐03,Replace WMs on S Main St,"$750,000.00",SC,Zettl,No
44,"POYNETTE, VILLAGE OF",5426‐09,"Replace Watermains on Lincoln St, Cleveland St and Grant St","$282,000.00",SC,Zettl,No
43,"LA CROSSE, CITY OF",5406‐10,Replace Watermain on La Crosse St,"$901,000.00",WC,Cameron,Yes
43,"BLANCHARDVILLE, VILLAGE OF",4767‐05,"Watermain Replacement, Baker and Mound Streets","$1,100,000.00",SC,Zettl,No
43,"JUNCTION CITY, VILLAGE OF",4989‐12,Construct Looping Main between Case and 3rd Streets,"$1,505,196.00",WC,Andruczyk,No
43,"JUNCTION CITY, VILLAGE OF",4989‐11,Recoat Water Tank,"$1,505,196.00",WC,Andruczyk,No
42,"JUNEAU, CITY OF",4824‐07,Replace Watermain on Oak St,"$1,900,000.00",SC,Zettl,No
42,"FENNIMORE, CITY OF",5619‐02,"Replace WMs on Grant, 13th, Madison, 5th, and Cleveland Stre","$2,000,000.00",SC,Zettl,No
42,"BLAIR, CITY OF",5263‐05,Replace Wms on Broadway St. and Pearl St.,"$794,000.00",WC,Cameron,No
42,"WEBSTER, VILLAGE OF",5517‐04,Replace WM and construct new looping mains,"$750,000.00",NO,Andruczyk,No
42,"CLYMAN, VILLAGE OF",5609‐05,"Well #4 Rehab, SCADA","$600,000.00",SC,Zettl,No
42,"CLYMAN, VILLAGE OF",5609‐04,"Well #2 Rehab, SCADA","$600,000.00",SC,Zettl,No
42,"CLYMAN, VILLAGE OF",5609‐03,"Well #3 Rehab, Generator, SCADA","$600,000.00",SC,Zettl,No
42,"CLYMAN, VILLAGE OF",5909‐02,"Rehabilitate and Paint Water Tank, SCADA","$600,000.00",SC,Zettl,No
42,"EMBARRASS, VILLAGE OF",5653‐01,Replace Aging Asbestos Concrete Water Main,"$1,324,400.00",NE,Hannes,No
41,"MILWAUKEE, CITY OF",4851‐44,Replace Watermains 2023,"$5,827,000.00",SE,Binder,Yes
41,"PLAINFIELD, VILLAGE OF",4880‐06,"Replace WMs on Clark, Elizabeth, West, Alley Main; Looping","$1,360,000.00",NE,Hannes,No
40,"SHEBOYGAN FALLS, CITY OF",5656‐02,BIL SFY24 LSL Program,"$2,000,000.00",SE,Binder,Yes
40,"OMRO, CITY OF",5091‐16,BIL SFY24 LSL Program,"$200,000.00",NE,Hannes,Yes
40,"SHEBOYGAN FALLS, CITY OF",5656‐03,"Replace Watermains on Lynwood, Jackson, Oak and Adams","$2,000,000.00",SE,Binder,No
40,"CASCADE, VILLAGE OF",5281‐05,Replace Water Meters,"$250,000.00",SE,Binder,No
40,PORT WING SD,5648‐01,Repaint Water Tower to Remove Lead‐Based Paint,"$250,000.00",NO,Andruczyk,No
40,"HAUGEN, VILLAGE OF",5633‐02,Rehab Elevated Storage Tank,"$600,000.00",NO,Andruczyk,No
39,"SPENCER, VILLAGE OF",5436‐08,Replace Watermain on S Park St,"$482,000.00",WC,Andruczyk,No
39,"BLACK EARTH, VILLAGE OF",5484‐02,"Replace Aged 6"" WMs w/ Larger Ductile Iron; Replace Services","$1,850,000.00",SC,Zettl,No
39,"BLANCHARDVILLE, VILLAGE OF",4767‐06,Replace Watermain on STH 78,"$760,000.00",SC,Zettl,No
38,"MARINETTE, CITY OF",4841‐08,"Replace Watermains on Ludington St, Wells St and Main St","$1,266,950.00",NE,Hannes,No
38,"ANTIGO, CITY OF",4754‐11,Rehabilitate 0.2MG Tower,"$600,000.00",NO,Andruczyk,No
38,"CROSS PLAINS, VILLAGE OF",5337‐06,"Replace WM, Brewery Rd","$1,650,000.00",SC,Zettl,No
38,"OMRO, CITY OF",5091‐07,Replace WM Crossing at River Bend Park,"$250,000.00",NE,Hannes,No
38,"LADYSMITH, CITY OF",5369‐21,Replace WMs on Corbett Ave,"$628,231.00",NO,Andruczyk,No
38,"BARRON, CITY OF",5473‐09,"Watermain Replacement on La Salle Ave, between Mill and 7th","$1,400,000.00",NO,Andruczyk,No
38,"ARCADIA, CITY OF",4756‐12,Watermain Replacement‐‐ Oak St,"$250,000.00",WC,Cameron,No
38,"OSSEO, CITY OF",4875‐07,Replace WM along US HWY 10,"$962,000.00",WC,Cameron,No
38,"WEST BARABOO, VILLAGE OF",4933‐05,Replace WMs on Linn St.,"$970,000.00",SC,Zettl,No
38,"GALESVILLE, CITY OF",4809‐02,"Replace undersized WMs ‐ Gale Ave, 5th St, 7th St","$820,000.00",WC,Cameron,No
38,"AUGUSTA, CITY OF",5186‐07,Looping Watermain between Wells 9 and 11,"$180,080.00",WC,Cameron,No
38,"AUGUSTA, CITY OF",5186‐11,Construct WM loop between Wells #7 and #11,"$465,000.00",WC,Cameron,No
38,"LENA, VILLAGE OF",5464‐06,Replace WMs on W Maple & N 3rd St,"$642,000.00",NE,Hannes,No
38,"MINONG, VILLAGE OF",5447‐07,Replace Watermains on Richards Ave and W 5th Ave (STH77),"$500,000.00",NO,Andruczyk,No
38,"LA VALLE, VILLAGE OF",4831‐03,"Replace WMs Along Commercial, Madison & Franklin St","$615,000.00",SC,Zettl,No
37,"WAUSAU, CITY OF",4930‐19,Construct GAC Treatment System for PFAs (EC),"$20,000,000.00",WC,Andruczyk,Yes
37,"WAUSAU, CITY OF",4930‐20,Interim Treatment for PFAs (EC only),"$20,000,000.00",WC,Andruczyk,Yes
37,"STOUGHTON, CITY OF",5403‐08,Replace Watermains South St (Fourth),"$214,232.00",SC,Zettl,No
37,"STOUGHTON, CITY OF",5403‐07,Replace Watermains on Fourth St,"$314,756.00",SC,Zettl,No
37,"STOUGHTON, CITY OF",5403‐05,Replace Watermains on North St,"$115,356.00",SC,Zettl,No
36,"JEFFERSON, CITY OF",5463‐06,Improve Well #3,"$1,500,000.00",SC,Zettl,No
35,"ORFORDVILLE, VILLAGE OF",5488‐02,WM Replacement,"$950,000.00",SC,Zettl,No
35,"ORFORDVILLE, VILLAGE OF",5488‐04,Rehab/Paint Water Tower,"$350,000.00",SC,Zettl,No
34,"WATERLOO, CITY OF",4962‐11,Replace Watermains on Hendricks St,"$500,000.00",SC,Zettl,No
34,"LADYSMITH, CITY OF",5369‐17,Replace WMs along W. 5th St. N.,"$532,374.00",NO,Andruczyk,No
34,"LADYSMITH, CITY OF",5369‐19,Replace Watermains on Miner Ave,"$1,250,000.00",NO,Andruczyk,No
34,"ARCADIA, CITY OF",4756‐11,Watermain Replacement‐‐ Main St,"$1,775,000.00",WC,Cameron,No
34,"AUGUSTA, CITY OF",5186‐09,Replace Watermain on Peace St,"$140,000.00",WC,Cameron,No
34,"EDGAR, VILLAGE OF",5360‐03,Replace WM on Wisconsin Ave and George Wagner Dr,"$283,900.00",WC,Andruczyk,No
34,"THERESA, VILLAGE OF",5655‐01,Replace Watermains on Milwaukee St and STH 175,"$1,369,163.00",SC,Zettl,No
34,"DRESSER, VILLAGE OF",4796‐06,Replace WMs on 1st and 2nd Streets,"$900,000.00",NO,Andruczyk,No
34,"RIB LAKE, VILLAGE OF",5367‐02,Water Tower Rehabilitation,"$500,000.00",NO,Andruczyk,No
34,"ELEVA, VILLAGE OF",5391‐04,Rehab and Paint Well Tower,"$508,000.00",WC,Cameron,No
33,"WAUSAU, CITY OF",4930‐17,Upgrade SCADA System‐wide,"$450,000.00",WC,Andruczyk,Yes
