RANK,SYSTEM,PROJECT,PROJECT ID,POINTS,POPULATION,PROJECT COST
308,Sebeka,Watermain - Repl CIP - Phase 4,1800002-13,10.0,676,"$877,000.00"
309,Sebeka,Conservation - Automated Meter Reading,1800002-14,10.0,676,"$250,000.00"
310,Sebeka,"Treatment - New Plant, Remove Iron",1800002-7,10.0,710,"$1,750,000.00"
311,Sebeka,Source - New Wellhouse,1800002-9,10.0,676,"$750,000.00"
312,Ostrander,"Storage - New 50,000 Gal Tower",1230008-1,10.0,256,"$758,100.00"
313,Bagley,Treatment - Plant Rehab,1150001-3,10.0,"1,398","$143,525.00"
314,Bagley,Storage - tower rehab,1150001-4,10.0,"1,398","$546,354.00"
315,Bagley,Watermain - Distribution Replacement,1150001-5,10.0,"1,398","$7,465,513.00"
316,Riverton,Watermain - Replace,1180025-4,10.0,114,"$104,000.00"
317,Staples,Conservation - Meter Replacement,1770011-12,10.0,"1,859","$75,000.00"
318,Staples,Watermain - 2024 Improvements,1770011-8,10.0,"1,859","$3,365,650.00"
319,Staples,Watermain - 4th St NE Impvrovements,1770011-9,10.0,"1,859","$1,884,900.00"
320,Buhl,Storage - Elevated Water & Storage Tank,1690006-1,10.0,963,"$1,183,300.00"
321,Jeffers,Storage - Tower Rehab,1170002-1,10.0,342,"$666,000.00"
322,Henning,Watermain - Inman St. Underground Imprvm,1560016-8,10.0,853,"$533,391.00"
323,Albert Lea,Treatment - Nitrification Solution,1240001-3,10.0,"18,016","$700,000.00"
324,Waubun,"Storage - Repl w/100,000 Gallon Tower",1440004-1,10.0,388,"$635,000.00"
325,Starbuck,Storage - Tank Rehab,1610008-4,10.0,"1,274","$92,400.00"
326,Herman,Source - New Well #2/Rehab #1,1260005-2,10.0,425,"$200,000.00"
327,Herman,Storage - Replace Elevated Tower,1260005-3,10.0,425,"$750,000.00"
328,Herman,Watermain - Loop and Replace,1260005-4,10.0,425,"$580,000.00"
329,Rushmore,Watermain - Connection to LPRWS,1530009-4,10.0,342,"$2,910,000.00"
330,Rushmore,"Storage - New 50,000 Gal Tower",1530009-5,10.0,342,"$1,363,000.00"
331,Menahga,Watermain - Main Street East Repl,1800001-3,10.0,"1,228","$458,430.00"
332,Menahga,Watermain - First Street NW Repl,1800001-4,10.0,"1,228","$360,378.00"
333,Pipestone,Watermain - Replace NE Area - Phase 3,1590005-10,10.0,"4,317","$801,894.00"
334,Pipestone,Watermain - Replace NE Area - Phase 2,1590005-9,10.0,"4,317","$2,400,000.00"
335,Sandstone,Treatment - Plant Rehab,1580010-4,10.0,"1,549","$270,000.00"
336,Little Falls,Treatment - Phase 1- Filter Rehab,1490002-5,10.0,"8,797","$1,400,000.00"
337,Little Falls,Treatment - Phase 2 - Reclaim Tank Rehab,1490002-6,10.0,"8,797","$1,300,000.00"
338,Little Falls,Treatment - Phase 3 - Plant Rehab,1490002-7,10.0,"8,797","$280,500.00"
339,Tracy,Watermain - Loop and Replace,1420010-4,10.0,"2,179","$5,413,000.00"
340,Henning,Watermain - Replace Cast Iron Main,1560016-9,10.0,806,"$8,325,000.00"
341,Clarkfield,Treatment - Rehab Treatment Plant,1870002-7,10.0,841,"$2,971,000.00"
342,Houston,"Watermain - Jackson, Lincoln, Spruce Sts",1280005-4,10.0,980,"$556,000.00"
343,Nielsville,Storage - Repl Tower,1600012-4,10.0,89,"$1,424,097.00"
344,Nielsville,Conservation - Repl Water Meters,1600012-5,10.0,89,"$89,592.00"
345,Mabel,Watermain - Repl Various Street,1230007-2,10.0,747,"$1,550,000.00"
346,Henning,Treatment - Facility Rehab,1560016-12,10.0,776,"$3,366,360.00"
347,Saint James,Watermain - Repl 11th St.,1830006-7,10.0,"4,611","$1,108,680.00"
348,Hendrum,"Storage - Repl 50,000 Gal Tower",1540004-3,10.0,307,"$1,430,000.00"
349,Deer Creek,Source - Wellhouse Rehab,1560007-4,10.0,195,"$127,000.00"
350,Deer Creek,Storage - Water Tower Rehab,1560007-5,10.0,195,"$297,000.00"
351,Breckenridge,Conservation - Meter Replacement,1840002-2,10.0,"3,198","$586,806.00"
352,Breckenridge,Other - Generator for Wells,1840002-3,10.0,"3,198","$99,474.00"
353,Breckenridge,Other - Old Plant Demo,1840002-4,10.0,"3,198","$1,354,500.00"
354,Fergus Falls,"Storage - Replace 750,000 Gallon GSR",1560014-1,10.0,"13,754","$2,000,000.00"
355,Crosby,Watermain - Phase 4 Improvements,1180008-10,10.0,"2,749","$2,774,300.00"
356,Crosby,Watermain - Phase 5 Improvements,1180008-11,10.0,"2,749","$2,835,700.00"
357,Crosby,Watermain -  Phase 3B Improvements,1180008-13,10.0,"2,749","$2,384,800.00"
358,Bovey,Conservation - Repl Meters,1310003-2,10.0,802,"$240,000.00"
359,Walker,Watermain - NW Distribution Improvements,1110013-8,10.0,890,"$1,714,102.00"
360,Little Falls,Watermain - 4th Street Improvements,1490002-8,10.0,"9,049","$2,763,300.00"
361,Little Falls,Watermain - 1st Street Improvements,1490002-9,10.0,"9,049","$3,030,900.00"
362,Menahga,Watermain - First St. SW/Second St N,1800001-6,10.0,"1,087","$1,504,000.00"
363,Perham,Watermain - Main Street Reconstruction,1560023-11,10.0,"3,460","$7,802,750.00"
364,LaSalle,Conservation - Repl Meters,1830009-4,10.0,90,"$85,000.00"
365,Boyd,Conservation -  Repl Meters,1370002-4,10.0,170,"$243,000.00"
366,Boyd,Watermain - Replacement (Phase 2),1370002-5,10.0,170,"$3,187,000.00"
367,Baudette,"Storage - Repl w/50,000 Gal East Tower",1390001-3,10.0,"1,022","$1,200,000.00"
368,Baudette,Watermain - Hwy 72 Watermain Replace,1390001-5,10.0,"1,022","$2,400,000.00"
369,Baudette,Watermain - Westwood Watermain & Service,1390001-6,10.0,"1,022","$1,103,626.00"
370,Lanesboro,Watermain - Repl TH250,1230006-3,10.0,788,"$1,261,898.00"
371,Braham,Watermain - Repl Various Areas,1300001-3,10.0,"1,800","$11,950,000.00"
372,Ely,Watermain - Repl Various Areas,1690014-3,10.0,"3,280","$4,513,000.00"
373,Ely,Watermain - Raw Water Intake/WM Repl,1690014-4,10.0,"3,280","$4,513,000.00"
374,Ely,Watermain - Water Plant to Tower,1690014-5,10.0,"3,280","$369,700.00"
375,Detroit Lakes,Watermain -Repl Campbell Ave/Linden Ln,1030005-5,10.0,"9,200","$1,264,802.00"
376,Winton,Source - Pumphouse,1690057-2,10.0,116,"$134,500.00"
377,Winton,Storage - Vault Improvements,1690057-3,10.0,116,"$156,000.00"
378,Winton,Watermain - Repl - 4 Zones,1690057-4,10.0,116,"$3,481,400.00"
379,Ruthton,"Storage - New 50,000 Gal Tower",1590007-2,10.0,282,"$1,838,000.00"
380,Frazee,Watermain - Replace East Main Ave.,1030014-5,10.0,"1,146","$735,000.00"
381,Fosston,Watermain - Replace Various Areas,1600010-4,10.0,"1,434","$4,488,183.00"
382,Madison,Treatment - Plant Rehab,1370004-6,10.0,"1,483","$5,550,000.00"
383,New York Mills,Watermain - CSAH 84 to Cornwell Ave,1560017-7,10.0,"1,307","$984,600.00"
384,New York Mills,Watermain - Various City Street,1560017-8,10.0,"1,307","$1,576,000.00"
385,Mankato,Storage - Repl West Reservoir,1070009-8,10.0,"42,803","$2,770,000.00"
386,Annandale,Storage - Tower Rehab,1860002-8,10.0,"3,420","$699,000.00"
387,McKinley,Watermain - Grand Ave. Improvements,1690033-3,10.0,131,"$2,143,952.00"
388,Glenwood,Watermain - Replace Old Mains,1610003-12,10.0,"2,563","$3,735,570.00"
389,Glenwood,Storage - Ground Storage Tank Rehab,1610003-13,10.0,"2,563","$884,400.00"
390,Hayward,Watermain - Replacement,1240012-2,10.0,227,"$2,554,000.00"
391,Lake Park,Watermain - Repl 2nd Street,1030016-4,10.0,797,"$812,518.00"
392,Lake Park,Conservation - Repl Water Meters,1030016-5,10.0,797,"$382,049.00"
393,Blue Earth Light and Water,Treatment - RO for Softening,1220001-4,10.0,"3,138","$13,860,000.00"
394,Osakis,Treatment - Plant Rehab,1210020-7,10.0,"1,552","$2,360,000.00"
395,Osakis,Storage - Rehab Tower,1210020-8,10.0,"1,552","$617,100.00"
396,Chisholm,Watermain - 5th St South Replacement,1690007-3,10.0,"4,784","$527,040.00"
397,Browerville,Watermain - Creamery Ave. Improvements,1770002-7,10.0,920,"$1,838,000.00"
398,Morgan,Storage - Tower Rehab,1640006-5,10.0,896,"$407,000.00"
399,Hibbing,Source - Well Houses Rehab,1690022-10,10.0,"15,923","$850,000.00"
400,Hibbing,Treatment - Plant Rehab,1690022-11,10.0,"15,923","$2,500,000.00"
401,Hibbing,Treatment - Plant for Carey Valley Well,1690022-7,10.0,"15,923","$14,000,000.00"
402,Hibbing,Storage - Mesabi Tower Rehab,1690022-8,10.0,"15,923","$1,560,000.00"
403,International Falls,Watermain - Replace 9th Street,1360002-3,10.0,"5,816","$1,480,000.00"
404,Ortonville,Watermain - Repl Various Areas - Phase 2,1060008-7,10.0,"2,045","$3,725,939.00"
405,Ortonville,Watermain - Phase 3,1060008-8,10.0,"2,045","$10,000,000.00"
406,Wells,Watermain - 2024 Street - Phase 1,1220010-3,10.0,"2,283","$3,588,086.00"
407,Wells,Watermain - CSAH 60 St.  - Phase 2,1220010-4,10.0,"2,283","$1,359,745.00"
408,Claremont,Storage - Tower Rehab,1200001-3,10.0,538,"$532,493.00"
409,Comfrey,Watermain -  Distribution Reconstruction,1080001-9,10.0,282,"$381,000.00"
410,Danube,Watermain - Repl Cast Iron Mains,1650004-3,10.0,493,"$5,500,000.00"
411,Danube,Conservation - Replace Meters,1650004-5,10.0,493,"$290,000.00"
412,Sanborn,Conservation - Water Meter Improvements,1640011-3,10.0,361,"$170,000.00"
413,Sanborn,Storage - Water Tower Improvements,1640011-4,10.0,361,"$420,000.00"
414,Kiester,Watermain - Distribution Improvements,1220008-3,10.0,549,"$5,231,330.00"
415,Kiester,Storage - Tank Improvements,1220008-4,10.0,549,"$585,000.00"
416,Kiester,Treatment - Plant Improvements,1220008-5,10.0,549,"$6,102,330.00"
417,Pipestone,Watermain - Replace Main St. area,1590005-12,10.0,"4,185","$7,500,000.00"
418,Holland,Storage - Tower Rehab,1590010-1,10.0,227,"$867,000.00"
419,Holland,Watermain - Replacement,1590010-2,10.0,227,"$7,505,000.00"
420,Holland,Conservation - Meter Replacement,1590010-3,10.0,227,"$256,000.00"
421,Granada,Watermain - Distribution System Upgrades,1460004-2,10.0,247,"$3,347,000.00"
422,Granada,Conservation - Replace Meters,1460004-5,10.0,247,"$163,000.00"
423,Edgerton,Watermain - Repl Cast Iron Mains,1590001-2,10.0,"1,171","$8,000,000.00"
424,Fertile,Conservation - Meter Replacement,1600008-5,10.0,931,"$454,000.00"
425,Porter,Watermain - Replace & Loop,1870006-1,10.0,186,"$6,253,000.00"
426,Detroit Lakes,Storage - 2.0 MG Elevated Storage Tank,1030005-6,10.0,"9,197","$8,355,000.00"
427,Pelican Rapids,Storage - Recoat Water Tower,1560019-3,10.0,"2,374","$500,000.00"
428,Pelican Rapids,Watermain - TH59 and TH108,1560019-8,10.0,"2,515","$4,800,000.00"
429,Braham,Source - New Well,1300001-4,10.0,"1,687","$750,000.00"
430,Braham,Treatment - Plant Improvements,1300001-5,10.0,"1,687","$750,000.00"
431,Hanska,Source - Replace Well #1 with #4,1080002-1,10.0,419,"$255,000.00"
432,Hanska,Watermain - Repl Transite Main - Phase 2,1080002-6,10.0,419,"$2,335,000.00"
433,Stewart,Watermain - Distribution Reconstruction,1430009-8,10.0,610,"$3,178,300.00"
434,Winnebago,Storage - Water Tank Rehabilitation,1220011-3,10.0,"1,417","$585,000.00"
435,Hibbing,Watermain - Capital Improvements Phase 1,1690022-12,10.0,"16,224","$6,437,000.00"
436,Hibbing,Watermain - Capital Improvements Phase 2,1690022-14,10.0,"16,224","$5,126,000.00"
437,Lake Wilson,Storage - Tank Rehab,1510008-2,10.0,222,"$590,000.00"
438,Balaton,Watermain - Replacement,1420001-4,10.0,601,"$1,700,900.00"
439,Saint Cloud,Other - LSL Replacement Wilson Ave,1730027-10,10.0,"40,112","$364,000.00"
440,Saint Cloud,Other - LSL Replacement Germain St,1730027-12,10.0,"40,112","$56,000.00"
441,Randall,Watermain - Water System Improvements,1490005-2,10.0,581,"$4,000,000.00"
442,Randall,Storage - Storage Improvements,1490005-3,10.0,581,"$425,000.00"
443,Randall,Conservation - Meter Replacement,1490005-4,10.0,581,"$75,000.00"
444,Halstad,Storage - Water Tower Rehab,1540003-1,10.0,581,"$440,000.00"
445,Halstad,Other - New West Central Regional Water,1540003-2,10.0,587,"$16,785,530.00"
446,Calumet,Watermain - 4th Ave & Alley,1310004-5,10.0,341,"$287,933.00"
447,Calumet,Watermain - 6th Ave & Shipka St,1310004-6,10.0,341,"$540,160.00"
448,Calumet,Watermain - Buckmaster Rd to 7th/8th,1310004-7,10.0,341,"$325,045.00"
449,Calumet,Watermain - 9th Ave & Morgan St,1310004-8,10.0,341,"$324,701.00"
450,Brooten,"Treatment - New Plant, Remove Fe/Mn",1730005-6,10.0,550,"$885,000.00"
451,Brooten,Watermain - Replace & Loop,1730005-7,10.0,550,"$2,110,800.00"
452,Brooten,Storage - Tower Rehab,1730005-8,10.0,550,"$961,000.00"
453,Boyd,Storage - Tower Rehab,1370002-2,10.0,175,"$701,000.00"
454,Lewisville,Watermain - Replace Cast Iron WMs,1830003-6,10.0,333,"$5,009,000.00"
455,Lewisville,Storage - Replace Tower,1830003-7,10.0,333,"$1,015,000.00"
456,Bellingham,Storage - Replace Tower,1370001-2,10.0,168,"$1,500,000.00"
457,Bellingham,Watermain - Repl CIP,1370001-3,10.0,168,"$500,000.00"
458,Bellingham,Conservation - Install Meters,1370001-4,10.0,168,"$400,000.00"
459,Winnebago,Watermain - Cleveland Ave W Imprvmnts,1220011-4,10.0,"1,253","$2,141,467.00"
460,Willernie,Watermain - Repl CSAH 12,1820022-1,10.0,507,"$417,743.00"
461,Garfield,Storage - Tower Rehab,1210021-4,10.0,362,"$206,000.00"
462,Garfield,Conservation - Meter Replacement,1210021-5,10.0,362,"$190,000.00"
463,Olivia,Treatment - RO addition,1650011-6,10.0,"2,397","$5,200,000.00"
464,Sauk Rapids,Other - LSL Replacement - Private,1050004-3,10.0,"13,083","$154,700.00"
465,Waubun,Storage - Water Tower Rehabilitation,1440004-4,10.0,433,"$418,500.00"
466,Campbell,Source - New Well & Seal Well No. 1,1840003-1,10.0,159,"$187,620.00"
467,Kennedy,"Storage - Booster Stat., Gen. Demo Tower",1350003-4,10.0,165,"$1,925,500.00"
468,Sherburn,Watermain  - Replace Existing & Add Loop,1460007-3,10.0,"1,033","$927,430.00"
469,Fairmont,Storage - New 2.0 MG Reservoir,1460003-2,10.0,"10,465","$4,332,000.00"
470,Verdi,Conservation - Replace Meters,1410005-2,10.0,32,"$48,000.00"
471,Gilbert,Watermain - Virginia-Midway Booster,1690020-9,10.0,"1,829","$741,000.00"
472,Hokah,Source - Phase 1 - Upgrade Wells & Reser,1280004-2,10.0,649,"$1,025,000.00"
473,Hokah,Source - Construction Well No. 3,1280004-3,10.0,649,"$565,000.00"
474,Hokah,Watermain - Distribution System Imp.,1280004-6,10.0,649,"$3,540,000.00"
475,Sacred Heart,Treatment - RO to Address Chlorides,1650013-3,10.0,555,"$8,617,000.00"
476,Sacred Heart,Storage - Tower Rehab,1650013-5,10.0,555,"$1,298,000.00"
477,Sauk Rapids,Watermain - Rplcment Along Division St.,1050004-4,10.0,"13,926","$973,464.00"
478,Russell,Watermain - Replacement Phase 1,1420008-4,10.0,312,"$3,804,000.00"
479,Comfrey,Watermain - Replace Cast Iron Main,1080001-5,10.0,360,"$1,678,000.00"
480,Swanville,Conservation - Repl Meters,1490007-11,10.0,311,"$211,000.00"
481,Swanville,"Storage - New 100,000 Gal Tower",1490007-9,10.0,311,"$1,200,000.00"
482,Minnesota Lake,Storage - Replacement Tank,1220013-2,10.0,562,"$1,500,000.00"
483,Audubon,Storage - Tower Rehab,1030001-5,10.0,625,"$406,000.00"
484,Wabasha,Other - Booster Station Replacement,1790013-3,10.0,"2,655","$1,080,000.00"
485,Wabasha,Watermain - Downtown Reconstruction,1790013-4,10.0,"2,655","$2,779,811.00"
486,Wabasha,Watermain - Cast Iron Replacement,1790013-5,10.0,"2,655","$16,295,250.00"
487,Duluth,Other - LSL Repl - Phase  1,1690011-12,10.0,"85,915","$2,880,000.00"
488,Duluth,Other - LSL Repl - Phase 2,1690011-14,10.0,"85,852","$432,000.00"
489,Duluth,Other - LSL Repl - Phase 3,1690011-15,10.0,"85,852","$3,360,000.00"
490,Duluth,Other - LSL Repl - Phase 4,1690011-16,10.0,"85,852","$3,360,000.00"
491,Clara City,Watermain -  Distribution Improvements,1120001-5,10.0,"1,402","$10,672,204.00"
492,Red Lake Falls,Watermain - Repl Bottineau Ave/River St.,1630003-4,10.0,"1,381","$3,239,160.00"
493,Shelly,Storage - Water Tower Replacement,1540007-1,10.0,133,"$1,025,000.00"
494,Shelly,Conservation - Meter Replacements,1540007-2,10.0,133,"$76,500.00"
495,Shelly,Source - Well House Rehabilitation,1540007-3,10.0,133,"$325,000.00"
496,Two Harbors,Watermain - Repl 5th & 6th Avenues,1380005-9,10.0,"3,616","$4,800,000.00"
497,Saint Cloud,Watermain - CSAH 75-33rd St. S to 38th S,1730027-13,10.0,"54,937","$3,000,000.00"
498,Saint Cloud,Watermain - CSAH 75-38th St. S to S Towe,1730027-14,10.0,"54,937","$2,110,000.00"
499,Saint Cloud,Watermain - 255th St. S to Clearwater Rd,1730027-15,10.0,"54,937","$1,509,000.00"
500,Saint Cloud,Watermain - 2nd/3rd St. N-10th Ave. N,1730027-16,10.0,"54,937","$2,200,000.00"
501,Saint Cloud,Watermain - CSAH 75-Washington Mem Dr.,1730027-17,10.0,"54,937","$2,135,000.00"
502,Saint Cloud,Watermain - 22nd St. S-CR 136 to Cooper,1730027-19,10.0,"54,937","$1,997,000.00"
503,Saint Cloud,Watermain - CR 136 Phase 1,1730027-20,10.0,"54,937","$6,000,000.00"
504,Saint Cloud,Watermain - CR 136 Phase 2,1730027-21,10.0,"54,937","$6,000,000.00"
505,Saint Cloud,Storage - South 2MG Ground Storage Reser,1730027-22,10.0,"54,937","$7,580,000.00"
506,Saint Cloud,Watermain - CR74 Looping,1730027-23,10.0,"54,937","$2,092,000.00"
507,Saint Cloud,Storage - Calvary Hill Tower Rehab,1730027-24,10.0,"54,937","$1,600,000.00"
508,Saint Cloud,Storage - Calvary Hill Ground Res Rehab,1730027-25,10.0,"54,937","$1,800,000.00"
509,Saint Cloud,Storage - SE Tower Rehab,1730027-26,10.0,"54,937","$1,500,000.00"
510,Eveleth,Watermain - Miller Trunk Rd/Airport Repl,1690018-10,10.0,"3,513","$692,599.00"
511,Eveleth,Conservation - Meter Replacements,1690018-11,10.0,"3,513","$754,650.00"
512,Royalton,Watermain - Improvements & Looping,1490006-9,10.0,"1,172","$1,340,600.00"
513,Atwater,Watermain - North Side Improvements,1340001-10,10.0,"1,141","$4,411,621.00"
514,Hector,Watermain - Replacement,1650009-6,10.0,"1,127","$1,292,000.00"
515,Pemberton,Storage - Tower Rehab,1070015-5,10.0,255,"$710,000.00"
516,Pemberton,Source - New Well House,1070015-6,10.0,255,"$1,143,000.00"
517,Pemberton,Watermain - System Improvements,1070015-7,10.0,255,"$3,952,000.00"
518,Pemberton,Conservation - Replace Meters,1070015-8,10.0,255,"$237,000.00"
519,Saint Cloud,Other - Calvary Booster Station Imprvmt,1730027-9,10.0,"54,427","$3,216,000.00"
520,Roseau,Source - Well Rehab,1680003-1,10.0,"2,724","$440,625.00"
521,Roseau,Treatment - Plant Improvements,1680003-2,10.0,"2,724","$639,630.00"
522,Belview,Watermain - Street Utility Replacement,1640001-6,10.0,337,"$13,505,200.00"
523,Franklin,Watermain - Reconstruction,1650006-7,10.0,508,"$56,351.00"
524,Two Harbors,Watermain - Repl 4th St.,1380005-5,10.0,"3,718","$388,000.00"
525,Two Harbors,Watermain - Repl 7th Ave & 4th St.,1380005-6,10.0,"3,718","$477,000.00"
526,Two Harbors,Watermain - Repl 7th Ave 11th - 15th St.,1380005-7,10.0,"3,718","$815,000.00"
527,Two Harbors,Watermain - Repl Old Rail Yard,1380005-8,10.0,"3,718","$357,000.00"
528,New London,Watermain - Repl Norwood St.,1340005-3,10.0,"1,251","$840,200.00"
529,New London,Watermain - Distribution Improvements,1340005-5,10.0,"1,197","$1,907,212.00"
530,Warren,Watermain - Ross Ave. Utility Repl Prjct,1450012-6,10.0,"1,700","$520,000.00"
531,Russell,Watermain - Replacement Phase 2,1420008-5,10.0,312,"$4,837,000.00"
532,Springfield,Watermain - Watermain Improvements,1080008-1,10.0,"2,107","$4,013,100.00"
533,Beardsley,Storage - Tower Interior Recoat,1060002-3,10.0,195,"$84,800.00"
534,Beardsley,Source - Pumphouse Rehab,1060002-5,10.0,195,"$526,520.00"
535,Beardsley,Conservation - Install Meters,1060002-6,10.0,195,"$132,000.00"
536,Lake Lillian,Watermain - Repl & Loop,1340004-6,10.0,258,"$7,118,000.00"
537,Lake Lillian,Storage - Tower Rehab,1340004-7,10.0,258,"$1,121,000.00"
538,Lincoln-Pipestone Rural Water Syste,Treatment - New Dawson-Boyd WTP & Wells,1410007-2,10.0,"24,500","$8,511,000.00"
539,Lincoln-Pipestone Rural Water Syste,Storage - New Burr Reservoir,1410007-3,10.0,"24,500","$1,025,000.00"
540,Lincoln-Pipestone Rural Water Syste,Treatment - New Burr Contact Basin,1410007-4,10.0,"24,500","$2,895,000.00"
541,Brewster,Source - New Connection to LPRWS,1530003-1,10.0,550,"$5,421,002.00"
542,Winsted,Watermain - Fairlawn Ave. & Loop,1430010-8,10.0,"1,912","$543,055.00"
543,LeSueur,Other - SCADA upgrade,1400010-11,10.0,"4,050","$1,500,000.00"
544,Red Wing,Treatment - Charlson Crest Upgrades,1250013-10,10.0,"16,366","$200,000.00"
545,Red Wing,Storage - Charlson Crest Tower Rehab,1250013-12,10.0,"16,366","$600,000.00"
546,Red Wing,Storage - River Bluffs Tower Rehab,1250013-13,10.0,"16,366","$550,000.00"
547,Clarks Grove,Treatment - New Plant,1240005-1,10.0,606,"$5,151,000.00"
548,Clarks Grove,Watermain - Watermain Improvements,1240005-2,10.0,606,"$3,969,500.00"
549,Taconite,Source - Reconstruct Pump House,1310028-3,10.0,770,"$1,385,900.00"
550,Taconite,Conservation - Replace Meters,1310028-4,10.0,770,"$188,720.00"
551,Raymond,Watermain - Replace Watermain,1340008-4,10.0,722,"$8,543,000.00"
552,Upsala,Source - New Well,1490008-1,10.0,497,"$260,000.00"
553,Upsala,Treatment - Plant Rehab,1490008-2,10.0,497,"$480,000.00"
554,Upsala,Storage - Tower Rehab,1490008-3,10.0,497,"$463,000.00"
555,Upsala,Conservation - Repl Meters,1490008-5,10.0,497,"$211,000.00"
556,Felton,Treatment - Plant addition,1140012-1,10.0,135,"$2,016,000.00"
557,Fairfax,Treatment - RO Addition,1650005-5,10.0,"1,135","$2,500,000.00"
558,Duluth,Other - Rehab Woodland Booster Station,1690011-11,10.0,"86,711","$8,032,000.00"
559,Kandiyohi,Watermain - Repl McLaughlin & 3rd St.,1340003-6,10.0,554,"$473,000.00"
560,Kandiyohi,Watermain - Phase 1 - Replacement,1340003-7,10.0,554,"$1,326,000.00"
561,Kandiyohi,Watermain - Phase 2 - Replacement,1340003-8,10.0,554,"$2,584,000.00"
562,Kandiyohi,Watermain - Phase 3 - Replacement,1340003-9,10.0,554,"$609,000.00"
563,Minneota,Watermain - Replacement,1420007-1,10.0,"1,293","$3,900,000.00"
564,Minneota,Watermain - Watermain Improvements,1420007-3,10.0,"1,293","$400,000.00"
565,Saint Paul Regional Water Services,Treatment - Process Imp.(McCarrons),1620026-22,10.0,"385,796","$96,000,000.00"
566,Sauk Rapids,Watermain - 2nd Ave S Improvements,1050004-9,10.0,"13,830","$1,510,795.00"
567,Altura,Source - Rehab Well Houses,1850018-1,10.0,451,"$1,099,000.00"
568,Altura,Watermain - Replacement,1850018-2,10.0,451,"$3,691,000.00"
569,Bird Island,Treatment - Filter Media Replacement,1650001-5,10.0,960,"$145,000.00"
570,Bird Island,Watermain - Water Distribution Recon,1650001-7,10.0,960,"$395,200.00"
571,Nashwauk,Watermain - Replace WM under 3rd St.,1310024-5,10.0,"1,144","$2,261,000.00"
572,New Ulm,Watermain - Distribution Reconstruction,1080003-4,10.0,"14,052","$710,000.00"
573,Red Wing,Storage - Sorin's Bluff Reservior Rehab,1250013-11,10.0,"16,596","$1,814,588.00"
574,Red Wing,Other - Booster Station Rehab,1250013-9,10.0,"16,596","$1,259,940.00"
575,Moorhead,Watermain - Distribution Phase 2,1140008-11,10.0,"43,409","$2,679,500.00"
576,Moorhead,Watermain - Distribution Phase 3,1140008-14,10.0,"43,409","$2,975,625.00"
577,Moorhead,Watermain - Distribution Phase 4,1140008-17,10.0,"43,409","$1,466,250.00"
578,Moorhead,Storage - Reservoirs Improvement,1140008-20,10.0,"43,409","$1,466,250.00"
579,Moorhead,Source - Transmission Pipeline Repl,1140008-23,10.0,"43,409","$14,950,000.00"
580,Moorhead,Watermain - Distribution Phase 1,1140008-8,10.0,"43,409","$1,350,500.00"
581,Howard Lake,Watermain - Replacement,1860010-10,10.0,"1,897","$2,875,500.00"
582,Howard Lake,Storage - Replace Tower No. 1,1860010-9,10.0,"1,897","$2,700,000.00"
583,Taconite,"Storage - Repl 50,000 Gal. Tower",1310028-1,10.0,706,"$1,691,060.00"
584,Vesta,Storage - Tower Rehab,1640012-6,10.0,315,"$968,000.00"
585,Lincoln-Pipestone Rural Water Syste,Treatment - Holland WTP biotta addition,1410007-5,10.0,"13,644","$8,511,000.00"
586,Ghent,Conservation - Meter Replacements,1420004-4,10.0,497,"$189,900.00"
587,Ghent,Watermain - Replacement Phase 1,1420004-5,10.0,497,"$3,321,300.00"
588,Ghent,Watermain - Replacement Phase 2,1420004-6,10.0,497,"$848,800.00"
589,Big Lake,Source - Additional Well #8,1710002-5,10.0,"9,000","$1,350,000.00"
590,Mounds View,Treatment - Plant Rehab,1620008-1,10.0,"12,959","$2,340,000.00"
591,Altura,Watermain - Street/Utility Replacement,1850018-3,10.0,373,"$2,331,000.00"
592,Rose Creek,Watermain - System Improvements,1500014-2,10.0,454,"$6,977,000.00"
593,Perley,Conservation - Replace Meters,1540006-2,10.0,101,"$153,000.00"
594,Perley,Other - Connect to Regional Water,1540006-3,10.0,101,"$1,350,000.00"
595,Adrian,Treatment - System Improvements,1530001-2,10.0,"1,127","$804,000.00"
596,Wood Lake,Watermain - Repl Cast Iron & AC Mains,1870008-4,10.0,426,"$6,940,000.00"
597,Wood Lake,Storage - Repl Tower,1870008-5,10.0,426,"$1,950,000.00"
598,Alden,Watermain - Citywide System Replacement,1240004-5,10.0,680,"$8,133,000.00"
599,Alden,Storage - Elevated Tank Replacement,1240004-6,10.0,680,"$1,200,000.00"
600,Alden,Storage - Clear Well Tank Addition,1240004-7,10.0,680,"$800,000.00"
601,Bowlus,Storage - Water Tower Rehab,1490009-4,10.0,273,"$673,000.00"
602,Buffalo,Storage - Tower #1 Rehab,1860005-7,10.0,"16,413","$815,000.00"
603,Buffalo,Watermain - TH 25 South Recon,1860005-8,10.0,"16,413","$1,170,000.00"
604,Foley,Source - New Well #6,1050001-3,10.0,"2,712","$228,500.00"
605,Lexington,Source - New Well,1020032-1,10.0,"2,071","$1,500,000.00"
606,Lexington,Storage - New Tower,1020032-3,10.0,"2,071","$1,550,000.00"
607,Lexington,Watermain - New Watermain & Looping,1020032-4,10.0,"2,071","$1,800,000.00"
608,Columbia Heights,Conservation - Water Meter Replacement,1020016-1,10.0,"21,612","$3,000,000.00"
